ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
8104	"ENSMUSG00000032411"	"Tfdp2"	chr9	+	96247049	96247088	96223093	96223198	96273838	96273942	8104	1,2,1,0,2	0,0,0,0,0	2,2,0	4,3,1	38	-1	1	nan
8105	"ENSMUSG00000032411"	"Tfdp2"	chr9	+	96247049	96247088	96232681	96232748	96273838	96273942	8105	1,2,1,0,2	3,0,3,5,0	2,2,1	4,11,4	38	-1	nan	nan
8107	"ENSMUSG00000032411"	"Tfdp2"	chr9	+	96287600	96287722	96273838	96273942	96290579	96290627	8107	12,11,6,6,11	0,0,0,0,0	32,36,24	1,0,1	121	-1	nan	nan
8108	"ENSMUSG00000032411"	"Tfdp2"	chr9	+	96287600	96287722	96273838	96273942	96294964	96295127	8108	11,10,7,15,9	2,1,0,0,3	33,44,15	2,2,1	121	-1	nan	nan
8109	"ENSMUSG00000032411"	"Tfdp2"	chr9	+	96290579	96290627	96273838	96273942	96294964	96295127	8109	2,4,5,5,6	2,1,0,0,3	4,9,9	2,2,1	47	-1	nan	nan
8110	"ENSMUSG00000032411"	"Tfdp2"	chr9	+	96290579	96290627	96287600	96287722	96294964	96295127	8110	9,8,9,6,13	6,3,5,10,5	15,16,20	13,15,4	47	-1	nan	nan
8111	"ENSMUSG00000032411"	"Tfdp2"	chr9	+	96297623	96297770	96294964	96295127	96300371	96300440	8111	8,10,15,18,25	0,0,0,1,0	19,37,5	0,0,1	146	-1	nan	nan
8112	"ENSMUSG00000032411"	"Tfdp2"	chr9	+	96297626	96297770	96294964	96295127	96300371	96300440	8112	13,10,28,19,33	0,0,0,1,0	25,40,18	0,0,1	143	-1	nan	nan
8113	"ENSMUSG00000032411"	"Tfdp2"	chr9	+	96300371	96300440	96294964	96295127	96306799	96306951	8113	12,8,12,17,14	0,0,0,0,1	21,25,16	0,0,0	68	-1	nan	nan
8116	"ENSMUSG00000037236"	"Matr3"	chr18	+	35571842	35572935	35562137	35562292	35577557	35577619	8116	17,20,16,16,25	0,0,0,0,0	26,41,33	0,0,1	1092	-1	nan	nan
8117	"ENSMUSG00000037236"	"Matr3"	chr18	+	35571842	35572935	35562444	35562521	35577557	35577619	8117	17,20,15,16,25	0,0,1,0,0	25,40,30	0,0,0	1092	-1	nan	nan
8118	"ENSMUSG00000037236"	"Matr3"	chr18	+	35572766	35572935	35562486	35562521	35577557	35577619	8118	17,20,15,16,25	0,0,1,0,0	25,40,30	0,0,0	168	-1	nan	nan
8120	"ENSMUSG00000037236"	"Matr3"	chr18	+	35583877	35583921	35582715	35582847	35584514	35584881	8120	63,45,55,60,35	0,0,0,0,0	76,96,60	0,1,0	43	-1	nan	nan
8121	"ENSMUSG00000037236"	"Matr3"	chr18	+	35587630	35587853	35584514	35584881	35590379	35590464	8121	128,141,142,151,101	0,0,0,1,1	77,69,74	0,1,0	222	-1	nan	nan
8122	"ENSMUSG00000037236"	"Matr3"	chr18	+	35588331	35588453	35587630	35587853	35590379	35590464	8122	261,301,323,273,262	0,0,5,0,0	172,143,160	0,0,0	121	-1	nan	nan
8124	"ENSMUSG00000028693"	"Nasp"	chr4	-	116610402	116611377	116605683	116605763	116611971	116612081	8124	26,17,17,13,26	10,14,16,10,26	1,2,3	16,21,18	974	-1	1	nan
8126	"ENSMUSG00000022462"	"Slc38a2"	chr15	-	96697921	96698037	96695435	96695509	96698181	96698263	8126	31,25,12,22,47	0,0,0,0,0	97,155,53	2,2,0	115	-1	nan	nan
8127	"ENSMUSG00000003198"	"Zfp959"	chr17	+	55892757	55892860	55892092	55892186	55895820	55895947	8127	0,0,0,0,1	0,0,0,0,0	1,0,0	0,1,1	102	-1	1	nan
8128	"ENSMUSG00000003198"	"Zfp959"	chr17	+	55896140	55896201	55895820	55895947	55897155	55897279	8128	5,1,1,1,0	0,0,0,0,1	9,6,3	0,0,0	60	-1	nan	nan
8129	"ENSMUSG00000032376"	"Usp3"	chr9	-	66530243	66530390	66527114	66527221	66540061	66540175	8129	5,10,11,10,7	0,0,0,0,0	6,23,14	0,2,0	146	-1	nan	nan
8130	"ENSMUSG00000032376"	"Usp3"	chr9	-	66542512	66542613	66540061	66540175	66543945	66544028	8130	2,4,4,4,3	0,0,0,0,0	5,12,6	0,1,0	100	-1	nan	nan
8131	"ENSMUSG00000032376"	"Usp3"	chr9	-	66542512	66542626	66540061	66540175	66543945	66544028	8131	6,7,8,5,6	0,0,0,0,0	12,29,9	0,1,0	113	-1	nan	nan
8134	"ENSMUSG00000037965"	"Zc3h7a"	chr16	-	11140716	11140850	11139020	11139184	11141662	11141771	8134	58,52,50,42,28	1,0,0,0,0	39,30,42	1,0,0	133	-1	nan	nan
8135	"ENSMUSG00000037965"	"Zc3h7a"	chr16	-	11145179	11145285	11141662	11141771	11145645	11145779	8135	37,27,24,31,15	0,0,0,0,0	32,23,15	0,0,1	105	-1	nan	nan
8136	"ENSMUSG00000037965"	"Zc3h7a"	chr16	-	11145241	11145285	11141662	11141771	11145645	11145779	8136	15,20,6,15,6	0,0,0,0,0	14,9,7	0,0,1	43	-1	nan	nan
8137	"ENSMUSG00000037965"	"Zc3h7a"	chr16	-	11151865	11151930	11151138	11151325	11153058	11153263	8137	7,0,0,3,2	0,0,1,0,0	5,8,8	2,0,1	64	-1	1	nan
8138	"ENSMUSG00000037965"	"Zc3h7a"	chr16	-	11152191	11152331	11151865	11151930	11153058	11153263	8138	3,0,0,0,0	3,0,0,1,2	0,0,0	4,8,8	139	-1	1	nan
8140	"ENSMUSG00000020167"	"Tcf3"	chr10	-	80410397	80410621	80409625	80410274	80413204	80413337	8140	25,18,36,34,24	0,0,0,1,1	15,11,20	0,0,0	223	-1	nan	nan
8141	"ENSMUSG00000020167"	"Tcf3"	chr10	-	80410397	80410624	80409513	80410274	80412826	80413062	8141	23,19,36,34,24	13,11,19,10,21	14,12,19	6,10,9	226	-1	1	nan
8142	"ENSMUSG00000020167"	"Tcf3"	chr10	-	80410397	80410624	80409513	80410274	80413204	80413337	8142	38,37,65,63,57	0,0,0,1,1	28,33,34	0,0,0	226	-1	nan	nan
8143	"ENSMUSG00000020167"	"Tcf3"	chr10	-	80412826	80413062	80409546	80410274	80413204	80413337	8143	28,23,35,28,40	0,0,0,1,1	12,27,22	0,0,0	235	-1	nan	nan
8144	"ENSMUSG00000020167"	"Tcf3"	chr10	-	80412826	80413062	80410397	80410624	80413204	80413337	8144	16,13,16,18,19	16,19,29,29,33	6,18,13	14,22,15	235	-1	1	nan
8145	"ENSMUSG00000006818"	"Sod2"	chr17	+	13008183	13008386	13007816	13008068	13010519	13010636	8145	719,641,718,835,611	0,0,0,1,0	455,769,517	0,0,0	202	-1	1	nan
8146	"ENSMUSG00000006818"	"Sod2"	chr17	+	13010519	13010636	13008183	13008386	13013432	13013612	8146	1319,1256,1371,1642,1185	24,16,7,7,12	1052,1494,1127	5,10,9	116	-1	nan	nan
8149	"ENSMUSG00000028676"	"Srsf10"	chr4	+	135863522	135863576	135863039	135863202	135867125	135868382	8149	28,27,26,31,27	0,2,0,0,0	19,26,26	0,0,0	53	-1	nan	nan
8150	"ENSMUSG00000028676"	"Srsf10"	chr4	+	135863525	135863576	135863039	135863202	135867125	135868382	8150	11,14,15,22,9	0,2,0,0,0	11,12,6	0,0,0	50	-1	nan	nan
8151	"ENSMUSG00000026433"	"Rab29"	chr1	+	131870679	131870861	131869932	131870004	131872066	131872188	8151	18,31,40,45,25	0,0,0,0,0	30,24,23	2,0,0	181	-1	nan	nan
8153	"ENSMUSG00000022234"	"Cct5"	chr15	-	31592284	31592465	31590799	31591055	31592645	31592783	8153	529,542,611,614,647	0,0,0,0,0	450,325,442	1,0,0	180	-1	nan	nan
8154	"ENSMUSG00000022234"	"Cct5"	chr15	-	31593514	31593634	31592866	31593052	31594096	31594246	8154	283,340,329,375,388	0,0,0,1,0	428,438,475	0,0,0	119	-1	1	nan
8155	"ENSMUSG00000022234"	"Cct5"	chr15	-	31597999	31598060	31597410	31597575	31601600	31601740	8155	95,96,95,86,78	0,0,0,0,0	176,261,225	1,0,0	60	-1	nan	nan
8158	"ENSMUSG00000018008"	"Cyth4"	chr15	+	78604635	78604700	78602692	78602775	78605846	78605887	8158	3,2,1,1,2	0,0,1,0,0	0,3,1	0,0,0	64	-1	1	nan
8160	"ENSMUSG00000039345"	"Mettl22"	chr16	+	8473830	8473966	8470787	8470865	8477966	8478329	8160	29,66,52,48,45	0,2,1,0,0	96,80,89	2,0,0	135	-1	nan	nan
8163	"ENSMUSG00000039345"	"Mettl22"	chr16	+	8477966	8478329	8473830	8473966	8482126	8482167	8163	90,118,115,117,101	0,0,2,0,0	171,176,148	0,0,0	362	-1	nan	nan
8164	"ENSMUSG00000039345"	"Mettl22"	chr16	+	8477966	8478329	8473830	8473966	8482255	8482400	8164	26,57,45,41,37	0,0,0,0,0	74,59,58	0,0,1	362	-1	nan	nan
8165	"ENSMUSG00000039345"	"Mettl22"	chr16	+	8482126	8482167	8473830	8473966	8482255	8482400	8165	57,45,34,45,44	0,0,0,0,0	82,65,63	0,0,1	40	-1	nan	nan
8166	"ENSMUSG00000039345"	"Mettl22"	chr16	+	8482126	8482167	8477966	8478329	8482255	8482400	8166	121,107,100,120,108	0,2,0,1,1	178,179,153	0,0,0	40	-1	nan	nan
8167	"ENSMUSG00000039345"	"Mettl22"	chr16	+	8484261	8484333	8482255	8482400	8484819	8484873	8167	180,173,200,214,207	0,2,2,4,1	220,282,247	0,0,1	71	-1	nan	nan
8168	"ENSMUSG00000039345"	"Mettl22"	chr16	+	8488658	8488827	8486833	8487461	8490101	8490196	8168	375,393,375,480,454	0,0,0,1,0	336,287,298	0,0,0	168	-1	1	nan
8171	"ENSMUSG00000061950"	"Ppp4r1"	chr17	+	65829870	65829990	65829374	65829547	65830996	65831092	8171	3,2,1,5,0	5,2,1,11,1	4,3,9	7,10,6	119	-1	1	nan
8175	"ENSMUSG00000032036"	"Kirrel3"	chr9	+	35025110	35025146	35023453	35023652	35028331	35028439	8175	1,1,0,3,0	0,0,0,1,0	0,1,0	0,0,0	35	-1	1	nan
8176	"ENSMUSG00000025731"	"Mettl26"	chr17	+	25875959	25876122	25875073	25875726	25876219	25876279	8176	88,86,101,123,89	1,0,0,3,2	61,107,125	0,0,4	162	-1	nan	nan
8178	"ENSMUSG00000055116"	"Arntl"	chr7	+	113274625	113274753	113234622	113234696	113279456	113279582	8178	6,11,3,2,1	0,0,1,0,0	8,23,8	0,0,0	127	-1	nan	nan
8179	"ENSMUSG00000055116"	"Arntl"	chr7	+	113279456	113279582	113234622	113234696	113280649	113280802	8179	7,8,8,3,1	0,0,0,0,0	15,18,10	0,0,1	125	-1	nan	nan
8180	"ENSMUSG00000055116"	"Arntl"	chr7	+	113281401	113281422	113280649	113280802	113283256	113283295	8180	1,0,3,0,0	6,5,5,8,3	1,6,0	25,23,17	20	-1	nan	nan
8181	"ENSMUSG00000055116"	"Arntl"	chr7	+	113283256	113283295	113280649	113280802	113283520	113283562	8181	11,11,8,16,4	0,0,0,0,0	35,34,29	0,0,3	38	-1	nan	nan
8184	"ENSMUSG00000013160"	"Atp6v0d1"	chr8	-	105529173	105529253	105525623	105525701	105530814	105530993	8184	41,72,78,70,62	0,0,1,0,0	71,82,58	0,0,0	79	-1	nan	nan
8185	"ENSMUSG00000026643"	"Nmt2"	chr2	+	3305396	3305439	3304811	3304947	3309466	3309611	8185	20,35,43,27,49	2,0,1,3,1	18,12,14	0,0,0	42	-1	nan	nan
8186	"ENSMUSG00000026643"	"Nmt2"	chr2	+	3306982	3307032	3305396	3305439	3309466	3309611	8186	6,8,12,10,17	18,23,31,17,34	4,7,8	14,10,8	49	-1	nan	nan
8188	"ENSMUSG00000024246"	"Thumpd2"	chr17	-	81032631	81032740	81026331	81026970	81037497	81037612	8188	7,18,14,7,4	0,1,0,0,0	2,3,5	0,0,0	108	-1	nan	nan
8189	"ENSMUSG00000028037"	"Ifi44"	chr3	-	151738222	151738323	151730921	151732553	151739319	151739491	8189	3,9,6,11,6	0,1,2,3,1	8,3,7	0,0,2	100	-1	nan	nan
8190	"ENSMUSG00000028037"	"Ifi44"	chr3	-	151745792	151745988	151745490	151745637	151747617	151747654	8190	2,2,6,4,0	0,0,1,0,0	7,3,2	0,2,0	195	-1	1	nan
8191	"ENSMUSG00000028037"	"Ifi44"	chr3	-	151749144	151749249	151747617	151747654	151749835	151749903	8191	2,0,7,0,2	0,0,0,0,0	7,5,1	0,0,1	104	-1	1	nan
8192	"ENSMUSG00000028037"	"Ifi44"	chr3	-	151749144	151749644	151747617	151747654	151749835	151749960	8192	2,0,7,0,2	0,0,0,0,0	7,7,2	0,0,1	499	-1	1	nan
8193	"ENSMUSG00000064128"	"Cenpj"	chr14	-	56542764	56542930	56535350	56535593	56549423	56549556	8193	6,11,4,5,10	0,0,0,0,0	6,2,3	0,1,0	165	-1	nan	nan
8194	"ENSMUSG00000017692"	"Rhbdl3"	chr11	+	80302663	80302687	80300911	80301271	80319557	80319716	8194	5,2,4,5,4	0,6,1,0,1	4,19,3	0,0,0	23	-1	nan	nan
8197	"ENSMUSG00000000318"	"Clec10a"	chr11	+	70169128	70169224	70168582	70168696	70169307	70169379	8197	2,9,5,6,5	0,0,0,0,0	1,18,7	0,2,0	95	-1	nan	nan
8199	"ENSMUSG00000031078"	"Cttn"	chr7	-	144445802	144445872	144441698	144441847	144449559	144449615	8199	16,36,21,41,24	0,0,0,2,1	24,41,33	0,1,0	69	-1	nan	nan
8200	"ENSMUSG00000031078"	"Cttn"	chr7	-	144449936	144450021	144449559	144449615	144452026	144452137	8200	0,0,1,0,0	7,5,1,4,9	0,1,0	9,10,1	84	-1	nan	nan
8201	"ENSMUSG00000031078"	"Cttn"	chr7	-	144450977	144451088	144449559	144449615	144452026	144452137	8201	14,10,27,15,14	7,5,1,4,9	20,16,24	9,10,1	110	-1	1	nan
8202	"ENSMUSG00000031078"	"Cttn"	chr7	-	144452026	144452137	144449559	144449615	144452547	144452587	8202	21,13,14,25,21	0,0,1,3,0	22,35,12	4,6,10	110	-1	nan	nan
8203	"ENSMUSG00000031078"	"Cttn"	chr7	-	144452547	144452658	144452026	144452137	144454675	144454786	8203	29,22,27,40,24	1,0,0,0,0	35,60,29	0,0,0	110	-1	nan	nan
8205	"ENSMUSG00000027684"	"Mecom"	chr3	-	29956305	29956489	29951295	29952850	29957312	29957549	8205	8,4,4,4,2	1,0,0,0,2	11,9,12	1,0,2	183	-1	nan	nan
8206	"ENSMUSG00000027684"	"Mecom"	chr3	-	29972679	29972706	29966652	29966819	29977258	29977346	8206	2,0,0,1,2	8,0,3,2,2	2,2,0	4,1,4	26	-1	1	nan
8207	"ENSMUSG00000027684"	"Mecom"	chr3	-	29977258	29977346	29966652	29966819	29979600	29979985	8207	8,0,4,8,2	1,0,0,0,0	8,6,15	0,0,0	87	-1	1	nan
8208	"ENSMUSG00000027684"	"Mecom"	chr3	-	29987029	29987177	29985340	29985494	29993485	29993702	8208	2,4,2,1,4	0,0,0,0,0	11,5,5	0,1,0	147	-1	nan	nan
8214	"ENSMUSG00000026775"	"Yme1l1"	chr2	+	23187779	23187842	23186865	23186998	23191012	23191125	8214	34,45,42,53,30	0,0,0,0,0	87,102,88	1,0,0	62	-1	nan	nan
8219	"ENSMUSG00000068551"	"Zfp467"	chr6	-	48441775	48441831	48434149	48434231	48441946	48442060	8219	0,0,0,0,0	0,2,2,2,0	0,1,0	0,0,0	55	-1	1	nan
8220	"ENSMUSG00000068551"	"Zfp467"	chr6	-	48442835	48442902	48442624	48442738	48443411	48443487	8220	0,0,0,1,0	12,16,22,13,16	0,0,1	5,16,11	66	-1	nan	nan
8221	"ENSMUSG00000068551"	"Zfp467"	chr6	-	48443411	48443487	48442624	48442738	48444970	48445084	8221	9,12,17,9,14	0,1,0,0,2	5,15,8	0,0,0	75	-1	nan	nan
8222	"ENSMUSG00000068551"	"Zfp467"	chr6	-	48443411	48443487	48442624	48442738	48445352	48445358	8222	13,22,23,19,18	2,4,9,5,2	7,22,14	1,9,3	75	-1	nan	nan
8223	"ENSMUSG00000013275"	"Slc41a1"	chr1	+	131839114	131839222	131830010	131830990	131840176	131840248	8223	14,22,17,18,11	0,0,0,0,0	56,147,54	1,0,0	107	-1	nan	nan
8225	"ENSMUSG00000059588"	"Calcrl"	chr2	-	84407518	84407586	84376964	84377045	84425069	84425411	8225	1,6,1,1,7	1,0,1,1,0	5,3,6	4,3,0	67	-1	nan	nan
8226	"ENSMUSG00000026773"	"Pfkfb3"	chr2	-	11475753	11475806	11471823	11474543	11478035	11478058	8226	0,0,0,0,0	0,1,0,0,0	0,0,3	8,46,33	52	-1	1	nan
8227	"ENSMUSG00000026773"	"Pfkfb3"	chr2	-	11478035	11478058	11474406	11474543	11480197	11480371	8227	0,1,0,0,0	3,3,2,3,2	10,53,46	0,1,0	22	-1	nan	nan
8228	"ENSMUSG00000026773"	"Pfkfb3"	chr2	-	11480197	11480371	11471432	11474543	11481870	11481935	8228	4,3,3,3,8	0,0,0,2,1	8,27,35	0,0,0	173	-1	nan	nan
8229	"ENSMUSG00000026773"	"Pfkfb3"	chr2	-	11481246	11481333	11480197	11480371	11481870	11481935	8229	0,0,0,0,0	1,0,1,0,6	1,6,13	8,26,35	86	-1	1	nan
8231	"ENSMUSG00000026773"	"Pfkfb3"	chr2	-	11500828	11500977	11493902	11494028	11501624	11502017	8231	0,0,0,0,0	0,0,4,0,1	0,0,2	12,44,18	148	-1	1	nan
8234	"ENSMUSG00000038291"	"Snx25"	chr8	-	46034401	46034502	46033260	46033822	46035537	46035719	8234	25,26,23,36,35	0,0,0,0,0	18,13,9	0,1,0	100	-1	nan	nan
8235	"ENSMUSG00000038291"	"Snx25"	chr8	-	46045185	46045299	46043967	46044132	46047290	46047431	8235	13,12,9,12,17	0,0,0,1,0	6,9,12	0,1,3	113	-1	nan	nan
8236	"ENSMUSG00000038291"	"Snx25"	chr8	-	46049365	46049497	46047290	46047431	46054318	46054480	8236	10,11,15,12,22	0,0,0,0,0	12,20,13	0,1,0	131	-1	nan	nan
8238	"ENSMUSG00000026203"	"Dnajb2"	chr1	+	75239107	75239333	75237454	75237564	75239507	75239630	8238	10,5,4,3,9	0,0,0,0,2	5,9,15	0,0,0	225	-1	nan	nan
8239	"ENSMUSG00000026203"	"Dnajb2"	chr1	+	75239279	75239333	75237454	75237564	75239507	75239630	8239	54,50,36,40,52	0,0,0,0,2	59,56,72	0,0,0	53	-1	nan	nan
8240	"ENSMUSG00000026203"	"Dnajb2"	chr1	+	75244434	75244590	75243457	75243661	75244793	75244927	8240	16,7,6,8,10	38,29,37,19,44	7,6,7	54,25,35	155	-1	1	nan
8241	"ENSMUSG00000026817"	"Ak1"	chr2	+	32628450	32628488	32625436	32625538	32629848	32629884	8241	140,169,138,140,144	0,0,0,0,0	718,1057,926	1,0,0	37	-1	1	nan
8242	"ENSMUSG00000026817"	"Ak1"	chr2	+	32630234	32630398	32629520	32629884	32631075	32631135	8242	683,785,728,798,721	0,0,0,0,0	2709,4044,3155	0,2,0	163	-1	1	nan
8243	"ENSMUSG00000026817"	"Ak1"	chr2	+	32630249	32630398	32629848	32629884	32631075	32631172	8243	354,403,364,460,349	0,0,0,0,0	1283,1917,1357	0,2,0	148	-1	1	nan
8244	"ENSMUSG00000026817"	"Ak1"	chr2	+	32631075	32631192	32630234	32630398	32633293	32633400	8244	1285,1351,1306,1641,1295	0,0,0,0,0	3928,5523,3968	0,0,2	116	-1	1	nan
8252	"ENSMUSG00000062198"	"2700097O09Rik"	chr12	-	55048886	55048977	55045660	55045943	55053300	55053407	8252	63,74,54,64,47	0,1,2,0,0	20,22,31	0,0,0	90	-1	nan	nan
8253	"ENSMUSG00000062198"	"2700097O09Rik"	chr12	-	55053300	55053407	55045660	55045943	55057241	55057352	8253	16,19,16,14,10	0,0,2,1,0	1,9,6	0,0,0	106	-1	nan	nan
8254	"ENSMUSG00000062198"	"2700097O09Rik"	chr12	-	55057241	55057352	55053300	55053407	55062987	55063109	8254	16,19,14,14,10	2,1,1,0,0	1,10,6	0,0,0	110	-1	nan	nan
8255	"ENSMUSG00000024969"	"Mark2"	chr19	-	7278041	7278086	7275395	7277450	7279110	7279278	8255	14,15,23,14,19	0,0,0,0,0	12,12,4	0,1,0	44	-1	nan	nan
8256	"ENSMUSG00000024969"	"Mark2"	chr19	-	7278041	7278086	7275395	7277450	7279985	7280012	8256	16,16,24,25,21	0,1,1,0,0	18,23,9	0,1,1	44	-1	nan	nan
8257	"ENSMUSG00000024969"	"Mark2"	chr19	-	7278041	7278086	7275395	7277450	7280997	7281255	8257	40,31,39,28,27	0,2,0,0,1	21,27,16	0,0,0	44	-1	nan	nan
8258	"ENSMUSG00000024969"	"Mark2"	chr19	-	7279110	7279278	7277279	7277450	7279985	7280012	8258	2,3,0,2,0	0,1,1,0,0	2,5,0	0,1,1	167	-1	1	nan
8259	"ENSMUSG00000024969"	"Mark2"	chr19	-	7279110	7279278	7278041	7278086	7279985	7280012	8259	7,7,6,3,5	7,6,7,13,8	4,8,0	8,18,5	167	-1	1	nan
8260	"ENSMUSG00000024969"	"Mark2"	chr19	-	7279985	7280012	7276848	7277450	7280997	7281255	8260	1,1,1,3,0	0,2,0,0,1	0,2,2	0,0,0	26	-1	1	nan
8261	"ENSMUSG00000024969"	"Mark2"	chr19	-	7279985	7280012	7278041	7278086	7280997	7281255	8261	8,6,7,16,8	31,21,23,16,13	8,19,6	12,19,12	26	-1	nan	nan
8262	"ENSMUSG00000024969"	"Mark2"	chr19	-	7279985	7280012	7279110	7279278	7280997	7281255	8262	3,3,0,5,0	0,0,2,0,0	2,3,1	0,0,0	26	-1	1	nan
8263	"ENSMUSG00000024969"	"Mark2"	chr19	-	7280997	7281255	7278041	7278086	7282725	7282823	8263	43,53,39,42,27	0,0,0,0,0	29,52,44	1,0,1	257	-1	nan	nan
8264	"ENSMUSG00000024969"	"Mark2"	chr19	-	7281797	7281959	7280997	7281255	7282725	7282818	8264	4,2,1,9,4	12,32,16,26,14	5,4,2	17,33,32	161	-1	1	nan
8271	"ENSMUSG00000030629"	"Zfand6"	chr7	-	84620867	84620912	84617849	84617963	84632655	84632756	8271	104,96,82,83,61	0,0,0,0,0	125,174,124	0,2,0	44	-1	nan	nan
8274	"ENSMUSG00000030629"	"Zfand6"	chr7	-	84652881	84653042	84634238	84634409	84679309	84679351	8274	0,1,0,2,4	5,3,1,1,1	2,2,3	4,13,10	160	-1	1	nan
8275	"ENSMUSG00000030629"	"Zfand6"	chr7	-	84652881	84653042	84634238	84634409	84689745	84689883	8275	0,1,0,2,4	21,31,12,10,10	3,2,2	15,35,33	160	-1	1	nan
8281	"ENSMUSG00000032228"	"Tcf12"	chr9	-	71868998	71869070	71868071	71868278	71870073	71870147	8281	2,4,1,10,1	6,3,6,6,2	11,19,4	6,12,6	71	-1	nan	nan
8284	"ENSMUSG00000032228"	"Tcf12"	chr9	-	71943953	71944018	71922651	71922787	72000415	72000474	8284	17,26,20,31,31	0,0,2,0,0	10,23,12	0,0,0	64	-1	nan	nan
8286	"ENSMUSG00000032228"	"Tcf12"	chr9	-	72006700	72006762	72000415	72000518	72015637	72015711	8286	5,8,4,4,15	29,18,33,24,36	1,2,0	6,25,11	61	-1	nan	nan
8287	"ENSMUSG00000032228"	"Tcf12"	chr9	-	72006700	72006762	72000415	72000518	72109675	72109748	8287	1,1,1,0,0	1,0,0,0,0	0,1,0	1,0,0	61	-1	1	nan
8289	"ENSMUSG00000032228"	"Tcf12"	chr9	-	72015637	72015711	72000415	72000518	72109675	72109748	8289	44,41,51,75,72	1,0,0,0,0	8,33,16	1,0,0	73	-1	nan	nan
8292	"ENSMUSG00000015488"	"Cacfd1"	chr2	+	27017078	27017152	27015483	27015609	27018372	27018421	8292	1,1,0,0,0	5,6,7,5,5	0,0,0	12,28,24	73	-1	nan	nan
8293	"ENSMUSG00000015488"	"Cacfd1"	chr2	+	27018372	27018480	27015483	27015609	27018887	27018979	8293	24,24,21,11,14	0,2,0,0,0	48,86,48	0,0,0	107	-1	nan	nan
8295	"ENSMUSG00000002804"	"Nudt14"	chr12	-	112938355	112938557	112934754	112935050	112938794	112938859	8295	47,59,68,67,88	0,1,0,8,7	15,18,26	2,2,4	201	-1	nan	nan
8296	"ENSMUSG00000002804"	"Nudt14"	chr12	-	112938355	112938593	112934290	112935050	112938794	112938859	8296	64,73,95,85,114	0,1,0,8,7	18,19,29	2,2,4	237	-1	nan	nan
8301	"ENSMUSG00000040712"	"Camta2"	chr11	-	70671449	70671633	70671007	70671079	70671883	70672080	8301	72,90,82,109,91	2,0,0,0,0	113,106,117	0,0,0	183	-1	nan	nan
8302	"ENSMUSG00000040712"	"Camta2"	chr11	-	70673953	70674255	70671883	70672080	70674611	70674834	8302	57,56,43,41,40	0,0,2,0,0	91,122,70	0,0,0	301	-1	nan	nan
8303	"ENSMUSG00000040712"	"Camta2"	chr11	-	70683278	70683350	70682893	70683047	70683889	70684025	8303	7,5,6,6,5	1,0,0,2,0	31,67,18	5,8,0	71	-1	nan	nan
8304	"ENSMUSG00000040712"	"Camta2"	chr11	-	70683278	70683365	70682893	70683047	70683889	70684025	8304	7,5,3,3,2	1,0,0,2,0	18,40,16	5,8,0	86	-1	nan	nan
8305	"ENSMUSG00000040712"	"Camta2"	chr11	-	70683278	70683417	70682893	70683047	70683889	70684025	8305	7,5,3,3,2	1,0,0,2,0	17,41,17	5,8,0	138	-1	nan	nan
8307	"ENSMUSG00000018171"	"Vmp1"	chr11	-	86602007	86602069	86586495	86586598	86611341	86611422	8307	24,11,19,15,17	0,0,2,0,0	46,27,35	0,0,0	61	-1	nan	nan
8308	"ENSMUSG00000018171"	"Vmp1"	chr11	-	86607175	86607292	86602007	86602069	86611341	86611422	8308	70,67,77,75,46	4,0,0,0,0	149,171,201	2,0,1	116	-1	nan	nan
8309	"ENSMUSG00000018171"	"Vmp1"	chr11	-	86611341	86611422	86607175	86607292	86635174	86635306	8309	59,57,84,79,37	0,1,0,1,0	160,157,178	0,0,1	80	-1	nan	nan
8311	"ENSMUSG00000022708"	"Zbtb20"	chr16	+	43007017	43007086	42907651	42907721	43024937	43024987	8311	3,2,1,0,1	0,1,1,1,1	0,0,0	1,2,2	68	-1	nan	nan
8312	"ENSMUSG00000022708"	"Zbtb20"	chr16	+	43072423	43072469	43024937	43024987	43146896	43146943	8312	1,1,2,5,2	0,0,0,0,2	0,0,0	1,0,2	45	-1	1	nan
8315	"ENSMUSG00000022708"	"Zbtb20"	chr16	+	43146896	43146943	43024937	43024987	43193464	43193538	8315	2,1,0,0,3	1,0,0,0,0	0,1,2	0,0,0	46	-1	1	nan
8316	"ENSMUSG00000022708"	"Zbtb20"	chr16	+	43146896	43146943	43024937	43024987	43232758	43232820	8316	4,0,0,0,2	0,0,0,0,0	0,0,2	0,0,1	46	-1	1	nan
8318	"ENSMUSG00000022708"	"Zbtb20"	chr16	+	43146896	43146943	43072423	43072469	43193464	43193538	8318	3,2,2,3,3	1,0,0,0,0	0,1,0	0,0,0	46	-1	1	nan
8320	"ENSMUSG00000022708"	"Zbtb20"	chr16	+	43193464	43193538	43024937	43024987	43232758	43232820	8320	1,2,0,1,0	0,0,0,0,0	0,1,0	0,0,1	73	-1	1	nan
8323	"ENSMUSG00000022708"	"Zbtb20"	chr16	+	43193464	43193538	43146896	43146943	43232758	43232820	8323	3,3,0,1,1	4,0,0,0,0	0,2,0	0,0,0	73	-1	1	nan
