ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
2872	"ENSMUSG00000019792"	"Trmt11"	chr10	-	30590842	30591102	30590842	30590935	30591020	30591102
2889	"ENSMUSG00000018920"	"Cxcl16"	chr11	-	70458744	70459167	70458744	70458827	70459028	70459167
2907	"ENSMUSG00000020741"	"Cluh"	chr11	+	74665006	74665426	74665006	74665069	74665181	74665426
2932	"ENSMUSG00000022558"	"Mroh1"	chr15	+	76432148	76433396	76432148	76432295	76433273	76433396
2934	"ENSMUSG00000022558"	"Mroh1"	chr15	+	76446515	76447365	76446515	76446681	76447168	76447365
2953	"ENSMUSG00000028600"	"Podn"	chr4	-	108022480	108023412	108022480	108022637	108023302	108023412
2956	"ENSMUSG00000013236"	"Ptprs"	chr17	-	56428851	56429157	56428851	56428966	56429098	56429157
2973	"ENSMUSG00000019907"	"Ppp1r12a"	chr10	+	108261244	108262431	108261244	108261416	108262309	108262431
3002	"ENSMUSG00000036570"	"Fxyd1"	chr7	-	31051679	31052177	31051679	31051815	31052127	31052177
3048	"ENSMUSG00000041763"	"Tpp2"	chr1	+	44001318	44003000	44001318	44001438	44002103	44003000
3061	"ENSMUSG00000035242"	"Oaz1"	chr10	+	80828236	80828382	80828236	80828291	80828295	80828382
3062	"ENSMUSG00000035242"	"Oaz1"	chr10	+	80828236	80828382	80828236	80828294	80828295	80828382
3093	"ENSMUSG00000021773"	"Comtd1"	chr14	-	21847872	21848120	21847872	21847927	21848001	21848120
3104	"ENSMUSG00000026571"	"Dcaf6"	chr1	-	165338187	165340023	165338187	165338344	165339884	165340023
3133	"ENSMUSG00000073702"	"Rpl31"	chr1	+	39367928	39368255	39367928	39368006	39368148	39368255
3134	"ENSMUSG00000073702"	"Rpl31"	chr1	+	39370953	39371366	39370953	39371066	39371301	39371366
3140	"ENSMUSG00000006014"	"Prg4"	chr1	-	150454051	150456337	150454051	150454970	150455474	150456337
3141	"ENSMUSG00000006014"	"Prg4"	chr1	-	150454051	150456337	150454051	150454120	150456250	150456337
3155	"ENSMUSG00000023971"	"Rrp36"	chr17	-	46672524	46672847	46672524	46672591	46672705	46672847
3172	"ENSMUSG00000022800"	"Fyttd1"	chr16	+	32898373	32898939	32898373	32898470	32898877	32898939
3191	"ENSMUSG00000055681"	"Cope"	chr8	+	70304633	70306651	70304633	70304696	70306498	70306651
3193	"ENSMUSG00000019929"	"Dcn"	chr10	+	97509964	97513737	97509964	97510058	97513598	97513737
3211	"ENSMUSG00000058407"	"Txndc9"	chr1	-	37987393	37990457	37987393	37987779	37990202	37990457
3219	"ENSMUSG00000025366"	"Esyt1"	chr10	-	128515685	128515936	128515685	128515772	128515864	128515936
3230	"ENSMUSG00000034667"	"Xpot"	chr10	-	121611475	121611712	121611475	121611553	121611673	121611712
3253	"ENSMUSG00000003199"	"Mpnd"	chr17	+	56012270	56012492	56012270	56012343	56012415	56012492
3254	"ENSMUSG00000030870"	"Ubfd1"	chr7	+	122067663	122068989	122067663	122067993	122068780	122068989
3265	"ENSMUSG00000038271"	"Iffo1"	chr6	+	125151794	125152771	125151794	125151803	125152613	125152771
3277	"ENSMUSG00000026554"	"Dcaf8"	chr1	+	172186295	172187460	172186295	172186368	172187352	172187460
3279	"ENSMUSG00000020516"	"Rps6kb1"	chr11	-	86511588	86511887	86511588	86511666	86511824	86511887
3288	"ENSMUSG00000023175"	"Bsg"	chr10	+	79710637	79710920	79710637	79710724	79710839	79710920
3311	"ENSMUSG00000015291"	"Gdi1"	chrX	+	74307671	74308261	74307671	74307870	74308129	74308261
3312	"ENSMUSG00000015291"	"Gdi1"	chrX	+	74309075	74310134	74309075	74309175	74309962	74310134
3352	"ENSMUSG00000001034"	"Mapk7"	chr11	-	61489848	61490504	61489848	61489928	61490345	61490504
3378	"ENSMUSG00000033961"	"Zfp446"	chr7	+	12981845	12983396	12981845	12981927	12982118	12983396
3439	"ENSMUSG00000017405"	"Nek8"	chr11	-	78170612	78171298	78170612	78170794	78170872	78171298
3440	"ENSMUSG00000017405"	"Nek8"	chr11	-	78170872	78171298	78170872	78170952	78171089	78171298
3448	"ENSMUSG00000034863"	"Ano8"	chr8	-	71480435	71482188	71480435	71481242	71482132	71482188
3450	"ENSMUSG00000024188"	"Luc7l"	chr17	+	26253973	26255125	26253973	26254044	26255030	26255125
3457	"ENSMUSG00000028099"	"Polr3c"	chr3	-	96723513	96724052	96723513	96723699	96723796	96724052
3465	"ENSMUSG00000038828"	"Tmem214"	chr5	+	30874850	30875886	30874850	30874968	30875789	30875886
3499	"ENSMUSG00000019082"	"Slc25a22"	chr7	-	141434155	141434329	141434155	141434223	141434300	141434329
3502	"ENSMUSG00000032295"	"Man2c1"	chr9	+	57139499	57139964	57139499	57139708	57139869	57139964
3505	"ENSMUSG00000042472"	"Zfp410"	chr12	+	84332934	84334111	84332934	84333024	84333788	84334111
3506	"ENSMUSG00000025485"	"Ric8a"	chr7	+	140857981	140858572	140857981	140858272	140858366	140858572
3525	"ENSMUSG00000044365"	"Cxxc4"	chr3	+	134239402	134240715	134239402	134239877	134240147	134240715
3528	"ENSMUSG00000020134"	"Peli1"	chr11	+	21140563	21142657	21140563	21140693	21142555	21142657
3544	"ENSMUSG00000021500"	"Ddx46"	chr13	+	55659019	55660799	55659019	55659098	55660716	55660799
3564	"ENSMUSG00000022332"	"Khdrbs3"	chr15	+	69092900	69094516	69092900	69093049	69094459	69094516
3587	"ENSMUSG00000031555"	"Adam9"	chr8	-	24962859	24963088	24962859	24962885	24962938	24963088
3608	"ENSMUSG00000023456"	"Tpi1"	chr6	-	124812620	124812913	124812620	124812705	124812789	124812913
3620	"ENSMUSG00000036678"	"Aaas"	chr15	-	102339185	102339418	102339185	102339253	102339324	102339418
3632	"ENSMUSG00000021546"	"Hnrnpk"	chr13	-	58393852	58394159	58393852	58393868	58394075	58394159
3636	"ENSMUSG00000043733"	"Ptpn11"	chr5	-	121152474	121154526	121152474	121152554	121154429	121154526
3648	"ENSMUSG00000024941"	"Scyl1"	chr19	-	5770202	5770552	5770202	5770352	5770492	5770552
3651	"ENSMUSG00000019802"	"Sec63"	chr10	+	42796205	42798855	42796205	42797733	42798746	42798855
3652	"ENSMUSG00000024181"	"Mrpl28"	chr17	+	26125256	26125564	26125256	26125391	26125477	26125564
3653	"ENSMUSG00000024181"	"Mrpl28"	chr17	+	26125256	26125564	26125256	26125391	26125499	26125564
3673	"ENSMUSG00000068328"	"Aup1"	chr6	+	83055128	83055690	83055128	83055279	83055505	83055690
3704	"ENSMUSG00000048997"	"Atxn7l2"	chr3	-	108206225	108207109	108206225	108206308	108206822	108207109
3729	"ENSMUSG00000031858"	"Mau2"	chr8	-	70022619	70023697	70022619	70022669	70023606	70023697
3730	"ENSMUSG00000031858"	"Mau2"	chr8	-	70022619	70023697	70022619	70022669	70023610	70023697
3731	"ENSMUSG00000031858"	"Mau2"	chr8	-	70022619	70023697	70022619	70022669	70023613	70023697
3733	"ENSMUSG00000025979"	"Mob4"	chr1	+	55150145	55151082	55150145	55150225	55150970	55151082
3740	"ENSMUSG00000023249"	"Parp3"	chr9	-	106473432	106473833	106473432	106473519	106473680	106473833
3764	"ENSMUSG00000035632"	"Cnot3"	chr7	+	3655570	3656156	3655570	3655952	3656032	3656156
3798	"ENSMUSG00000006344"	"Ggt5"	chr10	+	75608750	75609657	75608750	75608887	75609198	75609657
3802	"ENSMUSG00000000759"	"Tubgcp3"	chr8	-	12624817	12625113	12624817	12624949	12625024	12625113
3809	"ENSMUSG00000038781"	"Stap2"	chr17	-	55999742	56000015	55999742	55999808	55999912	56000015
3815	"ENSMUSG00000029442"	"Wdr66"	chr5	+	123289881	123290066	123289881	123289989	123289991	123290066
3835	"ENSMUSG00000022761"	"Lztr1"	chr16	+	17523276	17524222	17523276	17523433	17524095	17524222
3837	"ENSMUSG00000002250"	"Ppard"	chr17	+	28298276	28299034	28298276	28298479	28298583	28299034
3867	"ENSMUSG00000022216"	"Psme1"	chr14	+	55580594	55580811	55580594	55580663	55580743	55580811
3868	"ENSMUSG00000022216"	"Psme1"	chr14	+	55580594	55580811	55580594	55580663	55580782	55580811
3871	"ENSMUSG00000002949"	"Timm44"	chr8	-	4265225	4266680	4265225	4265276	4266555	4266680
3882	"ENSMUSG00000025938"	"Slco5a1"	chr1	-	12989579	12991177	12989579	12990963	12991104	12991177
3887	"ENSMUSG00000036054"	"Sugp2"	chr8	+	70260468	70261317	70260468	70260589	70261230	70261317
3904	"ENSMUSG00000028809"	"Srrm1"	chr4	-	135344498	135346857	135344498	135344669	135346734	135346857
3911	"ENSMUSG00000026277"	"Stk25"	chr1	-	93626050	93627133	93626050	93626208	93627024	93627133
3916	"ENSMUSG00000039048"	"Foxred1"	chr9	-	35209037	35210165	35209037	35209156	35209944	35210165
3922	"ENSMUSG00000070284"	"Gmppb"	chr9	+	108050848	108051242	108050848	108050976	108051059	108051242
3931	"ENSMUSG00000008398"	"Elk3"	chr10	-	93264879	93265680	93264879	93265010	93265336	93265680
3960	"ENSMUSG00000062647"	"Rpl7a"	chr2	+	26912670	26913057	26912670	26912801	26912987	26913057
3971	"ENSMUSG00000041936"	"Agrn"	chr4	-	156167776	156168569	156167776	156167809	156168545	156168569
4008	"ENSMUSG00000021420"	"Fars2"	chr13	+	36721925	36723104	36721925	36722065	36722971	36723104
4009	"ENSMUSG00000025178"	"Pi4k2a"	chr19	+	42115036	42116018	42115036	42115136	42115884	42116018
4031	"ENSMUSG00000015790"	"Surf1"	chr2	-	26915595	26916006	26915595	26915729	26915954	26916006
4032	"ENSMUSG00000015790"	"Surf1"	chr2	-	26915595	26916006	26915595	26915749	26915954	26916006
4033	"ENSMUSG00000015790"	"Surf1"	chr2	-	26915595	26916006	26915595	26915769	26915954	26916006
4034	"ENSMUSG00000015790"	"Surf1"	chr2	-	26915595	26916006	26915595	26915784	26915954	26916006
4037	"ENSMUSG00000018126"	"Baiap2l2"	chr15	-	79261401	79261965	79261401	79261540	79261812	79261965
4052	"ENSMUSG00000028949"	"Smarcd3"	chr5	-	24595389	24595845	24595389	24595485	24595722	24595845
4055	"ENSMUSG00000024194"	"Cuta"	chr17	-	26938417	26938786	26938417	26938617	26938726	26938786
4056	"ENSMUSG00000024194"	"Cuta"	chr17	-	26938571	26938786	26938571	26938649	26938726	26938786
4083	"ENSMUSG00000075376"	"Rc3h2"	chr2	-	37389584	37389890	37389584	37389774	37389856	37389890
4093	"ENSMUSG00000042156"	"Dzip1"	chr14	-	118899985	118901549	118899985	118900042	118901500	118901549
4094	"ENSMUSG00000017760"	"Ctsa"	chr2	+	164834029	164834431	164834029	164834208	164834319	164834431
4100	"ENSMUSG00000029578"	"Wipi2"	chr5	+	142658191	142659162	142658191	142658288	142659064	142659162
4115	"ENSMUSG00000003437"	"Paf1"	chr7	+	28395417	28395695	28395417	28395539	28395628	28395695
4147	"ENSMUSG00000042042"	"Csgalnact2"	chr6	-	118124311	118126338	118124311	118124413	118126121	118126338
4152	"ENSMUSG00000026193"	"Fn1"	chr1	-	71597280	71597747	71597280	71597387	71597641	71597747
4153	"ENSMUSG00000026193"	"Fn1"	chr1	-	71597280	71598463	71597280	71597387	71598373	71598463
4154	"ENSMUSG00000026193"	"Fn1"	chr1	-	71597280	71598463	71597280	71597672	71598373	71598463
4155	"ENSMUSG00000026193"	"Fn1"	chr1	-	71597280	71598463	71597280	71597747	71598373	71598463
4166	"ENSMUSG00000056167"	"Cnot10"	chr9	-	114597478	114598835	114597478	114597606	114598704	114598835
