"","ID","GeneID","geneSymbol","chr","strand","exonStart_0base","exonEnd","upstreamES","upstreamEE","downstreamES","downstreamEE","ID.1","IJC_SAMPLE_1","SJC_SAMPLE_1","IJC_SAMPLE_2","SJC_SAMPLE_2","IncFormLen","SkipFormLen","PValue","FDR","IncLevel1","IncLevel2","IncLevelDifference","IJC_total_S1","SJC_total_S1","IJC_total_S2","SJC_total_S2"
"6505",9962,"ENSMUSG00000020061","Mybpc1","chr10","-",88582006,88582048,88573415,88573529,88585659,88585695,9962,"84,66,28,81,46","0,0,0,0,0","1610,1892,2056,1565,1120","91,27,26,46,53",-2,-1,5.2671368711e-08,1.63807956691e-05,"1.0,1.0,1.0,1.0,1.0","0.898,0.972,0.975,0.944,0.914",0.059,305,0,8243,243
"6565",10048,"ENSMUSG00000078517","Emc1","chr4","+",139364330,139364339,139363656,139363779,139365194,139365394,10048,"7,5,2,5,1","0,0,0,0,0","20,14,16,19,19","2,0,5,5,0",-2,-1,2.42336498335e-06,0.000343860345106,"1.0,1.0,1.0,1.0,1.0","0.833,1.0,0.615,0.655,1.0",0.179,20,0,88,12
"6627",10130,"ENSMUSG00000025224","Gbf1","chr19","+",46256407,46256482,46255652,46255707,46259103,46259251,10130,"1,0,1,0,0","1,1,0,5,1","4,3,18,3,3","17,10,32,15,20",-2,-1,0.000963395240688,0.0377102795678,"0.333,0.0,1.0,0.0,0.0","0.105,0.13,0.22,0.091,0.07",0.143,2,8,31,94
"6766",10341,"ENSMUSG00000038457","Tmem255b","chr8","+",13443986,13444049,13441137,13441280,13451025,13451115,10341,"10,22,18,20,11","2,4,1,1,4","8,7,14,11,11","5,4,8,6,6",-2,-1,0.000226810840335,0.0122310843423,"0.714,0.733,0.9,0.909,0.579","0.444,0.467,0.467,0.478,0.478",0.3,81,12,51,29
"6785",10376,"ENSMUSG00000000711","Rab5b","chr10","-",128682823,128682946,128681385,128681479,128683194,128683346,10376,"24,42,28,30,15","0,0,0,0,0","194,182,252,193,139","8,9,4,9,6",-2,-1,1.77556500291e-06,0.000266957961994,"1.0,1.0,1.0,1.0,1.0","0.924,0.91,0.969,0.915,0.921",0.072,139,0,960,36
"6814",10425,"ENSMUSG00000030180","Kdm5a","chr6","+",120438443,120438525,120431812,120432223,120438986,120439711,10425,"40,53,56,53,57","35,37,40,48,63","5,5,4,13,10","20,18,17,15,18",-2,-1,3.72667496096e-06,0.000480719895674,"0.364,0.417,0.412,0.356,0.311","0.111,0.122,0.105,0.302,0.217",0.201,259,223,37,88
"6936",10618,"ENSMUSG00000022668","Gtpbp8","chr16","-",44745282,44745493,44743807,44743868,44745998,44746309,10618,"7,8,7,14,8","1,0,0,0,0","14,5,14,11,14","5,1,5,2,1",-2,-1,6.5444463182e-09,2.70142845022e-06,"0.778,1.0,1.0,1.0,1.0","0.583,0.714,0.583,0.733,0.875",0.258,44,1,58,14
"6937",10619,"ENSMUSG00000022668","Gtpbp8","chr16","-",44745394,44745493,44743737,44743868,44745998,44746363,10619,"12,9,14,21,13","1,0,0,0,0","30,12,32,26,29","5,1,5,2,1",-2,-1,4.2454782212e-07,8.30905965999e-05,"0.857,1.0,1.0,1.0,1.0","0.75,0.857,0.762,0.867,0.935",0.137,69,1,129,14
"7058",10813,"ENSMUSG00000022801","Lrch3","chr16","+",32986738,32986888,32985975,32986027,32988430,32988481,10813,"2,2,5,7,6","1,0,0,0,1","22,18,34,28,12","4,5,15,3,3",-2,-1,2.27740832748e-06,0.000327240514296,"0.5,1.0,1.0,1.0,0.75","0.733,0.643,0.531,0.824,0.667",0.17,22,2,114,30
"7185",11016,"ENSMUSG00000038346","Zfp384","chr6","+",125024413,125024552,125024032,125024270,125024745,125024767,11016,"4,7,2,4,9","0,2,0,0,0","16,14,16,16,19","0,3,6,1,2",-2,-1,3.07487927764e-06,0.000405866187443,"1.0,0.636,1.0,1.0,1.0","1.0,0.7,0.571,0.889,0.826",0.13,26,2,81,12
"7186",11017,"ENSMUSG00000038346","Zfp384","chr6","+",125024504,125024552,125024032,125024270,125024745,125025082,11017,"10,10,8,8,13","0,2,0,0,0","33,38,41,36,27","0,3,6,1,2",-2,-1,0.000710113302865,0.0293655779871,"1.0,0.714,1.0,1.0,1.0","1.0,0.864,0.774,0.947,0.871",0.052,49,2,175,12
"7387",11299,"ENSMUSG00000021481","Zfp346","chr13","+",55115479,55115624,55113677,55113770,55122329,55122515,11299,"2,4,8,5,3","0,0,1,0,0","30,23,28,43,26","4,3,8,0,3",-2,-1,1.50728566894e-06,0.000232788479877,"1.0,1.0,0.8,1.0,1.0","0.789,0.793,0.636,1.0,0.813",0.154,22,1,150,18
"7388",11300,"ENSMUSG00000021481","Zfp346","chr13","+",55115479,55115624,55113677,55113770,55130533,55130627,11300,"2,2,4,4,2","0,0,0,0,0","17,12,14,27,10","1,0,3,3,5",-2,-1,6.83771337773e-07,0.000118039899838,"1.0,1.0,1.0,1.0,1.0","0.895,1.0,0.7,0.818,0.5",0.217,14,0,80,12
"7389",11302,"ENSMUSG00000021481","Zfp346","chr13","+",55122329,55122515,55113677,55113770,55130533,55130600,11302,"4,2,8,8,3","0,0,0,0,0","25,31,31,12,21","1,0,3,3,5",-2,-1,5.91049100962e-06,0.000691679780368,"1.0,1.0,1.0,1.0,1.0","0.926,1.0,0.838,0.667,0.677",0.178,25,0,120,12
"7393",11306,"ENSMUSG00000021481","Zfp346","chr13","+",55130533,55130627,55122015,55122515,55132306,55132356,11306,"12,3,15,13,7","0,0,1,0,0","44,56,48,28,49","1,2,6,1,4",-2,-1,7.47439044778e-05,0.004990914304,"1.0,1.0,0.882,1.0,1.0","0.957,0.933,0.8,0.933,0.86",0.08,50,1,225,14
"7394",11307,"ENSMUSG00000021481","Zfp346","chr13","+",55130536,55130627,55122281,55122515,55132306,55132705,11307,"8,1,8,4,4","0,0,1,0,0","23,29,26,17,35","1,2,6,1,4",-2,-1,8.00799199618e-07,0.000135675703201,"1.0,1.0,0.8,1.0,1.0","0.92,0.879,0.684,0.895,0.814",0.122,25,1,130,14
"7428",11348,"ENSMUSG00000054021","Sirt5","chr13","+",43383108,43383232,43380499,43380553,43385497,43385613,11348,"68,48,55,58,50","0,0,0,2,0","40,59,70,52,27","0,7,5,3,0",-2,-1,1.20886057748e-05,0.00122521257547,"1.0,1.0,1.0,0.935,1.0","1.0,0.808,0.875,0.897,1.0",0.071,279,2,248,15
"7547",11531,"ENSMUSG00000038084","Opa1","chr16","+",29597585,29597696,29589680,29589748,29602211,29602265,11531,"2,5,3,10,3","0,1,0,0,3","82,99,180,105,66","31,24,40,37,8",-2,-1,0.00128451072829,0.0468738438157,"1.0,0.714,1.0,1.0,0.333","0.569,0.673,0.692,0.587,0.805",0.144,23,4,532,140
"7657",11695,"ENSMUSG00000026672","Optn","chr2","-",5054539,5054716,5045986,5046199,5063906,5063938,11695,"4,11,7,4,10","0,1,0,2,0","36,42,30,24,16","0,5,8,2,6",-2,-1,0.000218201898312,0.0119706889738,"1.0,0.846,1.0,0.5,1.0","1.0,0.808,0.652,0.857,0.571",0.092,36,3,148,21
"8032",12268,"ENSMUSG00000062115","Rai1","chr11","+",60140240,60140370,60105012,60105394,60185095,60185431,12268,"8,12,9,9,10","0,0,0,0,0","25,18,26,30,19","3,4,9,3,1",-2,-1,4.69649985568e-10,2.80591147957e-07,"1.0,1.0,1.0,1.0,1.0","0.806,0.692,0.591,0.833,0.905",0.235,48,0,118,20
"8144",12421,"ENSMUSG00000040363","Bcor","chrX","-",12055638,12055692,12054968,12055155,12056343,12059190,12421,"4,2,4,7,4","0,1,0,0,0","15,9,19,13,13","6,1,9,2,5",-2,-1,4.74166504949e-08,1.51619748759e-05,"1.0,0.5,1.0,1.0,1.0","0.556,0.818,0.514,0.765,0.565",0.256,21,1,69,23
"8288",12652,"ENSMUSG00000021000","Mia2","chr12","+",59144698,59144770,59137697,59137786,59146846,59146957,12652,"4,2,8,9,0","0,0,1,0,1","16,14,27,11,21","10,9,19,10,8",-2,-1,9.53140525839e-07,0.000157949995315,"1.0,1.0,0.8,1.0,0.0","0.444,0.438,0.415,0.355,0.568",0.316,23,2,89,56
"8289",12653,"ENSMUSG00000021000","Mia2","chr12","+",59146335,59146362,59137697,59137786,59146846,59146872,12653,"7,4,3,6,6","0,0,1,0,1","58,35,63,39,45","10,9,19,10,8",-2,-1,8.08227268223e-07,0.00013591987904,"1.0,1.0,0.6,1.0,0.75","0.744,0.66,0.624,0.661,0.738",0.185,26,2,240,56
"8507",13005,"ENSMUSG00000026869","Psmd5","chr2","-",34866892,34867037,34865526,34866095,34870749,34870933,13005,"17,8,9,19,13","1,0,0,0,0","34,34,28,27,20","4,2,4,3,2",-2,-1,1.89913379722e-06,0.000281804147701,"0.895,1.0,1.0,1.0,1.0","0.81,0.895,0.778,0.818,0.833",0.152,66,1,143,15
"8566",13105,"ENSMUSG00000037395","Rcor3","chr1","-",192101625,192101867,192100583,192101155,192108643,192108701,13105,"6,6,7,9,6","0,0,2,1,0","10,12,19,13,6","4,4,0,6,2",-2,-1,1.90987738102e-05,0.00182953359415,"1.0,1.0,0.636,0.818,1.0","0.556,0.6,1.0,0.52,0.6",0.236,34,3,60,16
"8575",13114,"ENSMUSG00000027677","Ttc14","chr3","+",33803449,33803605,33803074,33803204,33803999,33804071,13114,"11,10,4,15,1","0,0,0,0,0","30,14,32,16,20","2,0,9,1,1",-2,-1,1.33926572843e-06,0.000211693629826,"1.0,1.0,1.0,1.0,1.0","0.882,1.0,0.64,0.889,0.909",0.136,41,0,112,13
"8578",13118,"ENSMUSG00000029629","Phf14","chr6","+",11933252,11934019,11926726,11926837,11941429,11941574,13118,"9,13,20,22,20","1,0,1,1,0","27,6,24,19,21","4,1,8,9,2",-2,-1,6.79959778482e-08,2.00482166895e-05,"0.818,1.0,0.909,0.917,1.0","0.771,0.75,0.6,0.514,0.84",0.234,84,3,97,24
"8642",13212,"ENSMUSG00000026771","Spopl","chr2","-",23545152,23545274,23544745,23544897,23545443,23545579,13212,"3,7,5,2,4","0,0,0,0,0","15,9,19,23,15","1,2,4,0,4",-2,-1,5.05426513264e-06,0.000616919254335,"1.0,1.0,1.0,1.0,1.0","0.882,0.692,0.704,1.0,0.652",0.214,21,0,81,11
"8703",13299,"ENSMUSG00000029920","Smarcad1","chr6","+",65043835,65044108,65043205,65043445,65052619,65052749,13299,"5,14,17,7,14","5,0,0,0,0","5,6,0,6,6","10,2,10,13,9",-2,-1,3.25098281628e-10,2.170795967e-07,"0.333,1.0,1.0,1.0,1.0","0.2,0.6,0.0,0.188,0.25",0.619,57,5,23,44
"8860",13530,"ENSMUSG00000021375","Kif13a","chr13","-",46760662,46760767,46752080,46752872,46761272,46761424,13530,"2,2,2,5,2","9,3,2,12,6","1,0,0,0,3","27,11,13,8,8",-2,-1,6.76178094804e-05,0.0046519003898,"0.1,0.25,0.333,0.172,0.143","0.018,0.0,0.0,0.0,0.158",0.164,13,32,4,67
"8893",13568,"ENSMUSG00000039069","Mtg2","chr2","+",180073139,180073233,180071793,180071886,180078618,180078823,13568,"7,8,6,5,8","1,1,1,0,0","15,14,14,4,10","1,5,3,0,1",-2,-1,0.000668032178026,0.0279821670438,"0.778,0.8,0.75,1.0,1.0","0.882,0.583,0.7,1.0,0.833",0.066,34,3,57,10
"9032",13788,"ENSMUSG00000028649","Macf1","chr4","-",123386548,123386557,123385454,123385686,123387227,123387431,13788,"2,1,3,1,1","0,0,0,0,0","13,4,15,8,11","10,0,3,2,4",-2,-1,6.38509245476e-11,4.99864668967e-08,"1.0,1.0,1.0,1.0,1.0","0.394,1.0,0.714,0.667,0.579",0.329,8,0,51,19
"9181",14013,"ENSMUSG00000029101","Rgs12","chr5","+",35030467,35030621,35030010,35030090,35031870,35032052,14013,"13,9,20,17,13","0,1,2,0,0","13,6,10,15,7","1,2,0,1,5",-2,-1,0.000722816461213,0.0297823994899,"1.0,0.818,0.833,1.0,1.0","0.867,0.6,1.0,0.882,0.412",0.178,72,3,51,9
"9208",14055,"ENSMUSG00000028863","Meaf6","chr4","+",125107651,125107709,125102838,125103031,125108322,125108356,14055,"18,11,16,10,15","0,1,0,1,0","15,9,22,7,11","6,0,2,2,1",-2,-1,2.84809068599e-05,0.00244925010773,"1.0,0.846,1.0,0.833,1.0","0.556,1.0,0.846,0.636,0.846",0.159,70,2,64,11
"9659",14718,"ENSMUSG00000025290","Rps24","chr14","+",24495429,24495449,24494051,24494069,24495774,24495823,14718,"990,1118,1175,1194,1316","46,32,52,62,82","428,470,426,295,361","32,31,35,36,20",-2,-1,7.07655498439e-05,0.00479579187494,"0.915,0.946,0.919,0.906,0.889","0.87,0.883,0.859,0.804,0.9",0.052,5793,274,1980,154
"9766",14898,"ENSMUSG00000033499","Larp4b","chr13","+",9158550,9158802,9158122,9158229,9164674,9164720,14898,"11,8,1,16,11","0,1,0,4,0","71,48,121,53,52","25,12,28,8,9",-2,-1,0.000386792063695,0.0181808286171,"1.0,0.8,1.0,0.667,1.0","0.587,0.667,0.684,0.768,0.743",0.204,47,5,345,82
"9841",15017,"ENSMUSG00000028797","Tmem234","chr4","+",129601869,129601961,129600982,129601134,129602194,129602261,15017,"7,15,22,15,7","29,18,30,26,23","0,1,0,8,1","18,26,23,24,22",-2,-1,3.41911587931e-09,1.62546808979e-06,"0.108,0.294,0.268,0.224,0.132","0.0,0.019,0.0,0.143,0.022",0.168,66,126,10,113
"9842",15019,"ENSMUSG00000028797","Tmem234","chr4","+",129601869,129601961,129600982,129601243,129602194,129602261,15019,"7,20,27,14,10","21,19,16,15,17","0,1,2,11,2","18,12,12,19,10",-2,-1,1.05263714695e-05,0.00110129129711,"0.143,0.345,0.458,0.318,0.227","0.0,0.04,0.077,0.224,0.091",0.212,78,88,16,71
"9881",15075,"ENSMUSG00000059263","Usp47","chr7","+",112046926,112046986,112023544,112023746,112053216,112053420,15075,"3,4,4,4,4","0,0,0,0,0","88,85,129,85,51","3,7,3,2,3",-2,-1,3.91728071307e-05,0.00312049207119,"1.0,1.0,1.0,1.0,1.0","0.936,0.859,0.956,0.955,0.895",0.08,19,0,438,18
"9965",15192,"ENSMUSG00000061723","Tnnt3","chr7","+",142504249,142504264,142504047,142504065,142505515,142505530,15192,"3830,2991,4118,4380,3033","2066,1652,2267,1948,1526","4912,7193,6565,6060,4250","3499,5595,4459,4016,2897",-2,-1,2.57354408251e-06,0.000354104068517,"0.481,0.475,0.476,0.529,0.498","0.412,0.391,0.424,0.43,0.423",0.076,18352,9459,28980,20466
"9983",15210,"ENSMUSG00000061723","Tnnt3","chr7","+",142507749,142507788,142504022,142504065,142508334,142508353,15210,"418,379,439,563,269","62,43,69,52,91","404,428,378,350,310","123,190,152,120,93",-2,-1,2.69124178498e-08,8.85496554267e-06,"0.771,0.815,0.761,0.844,0.596","0.622,0.53,0.554,0.593,0.625",0.173,2068,317,1870,678
"10153",15460,"ENSMUSG00000051000","Fam160a1","chr3","-",85741150,85741374,85730258,85730885,85785217,85785324,15460,"8,3,2,1,2","0,0,0,0,0","57,53,105,56,44","4,4,3,2,0",-2,-1,0.000493179597431,0.0220841349122,"1.0,1.0,1.0,1.0,1.0","0.877,0.869,0.946,0.933,1.0",0.075,16,0,315,13
"10212",15546,"ENSMUSG00000036561","Ppp6r2","chr15","+",89246257,89246340,89243304,89243459,89253018,89253250,15546,"8,8,6,5,2","1,0,0,0,0","52,36,80,45,28","6,0,4,6,0",-2,-1,1.13107177824e-05,0.00116193314848,"0.8,1.0,1.0,1.0,1.0","0.813,1.0,0.909,0.789,1.0",0.058,29,1,241,16
"10290",15656,"ENSMUSG00000031754","Nudt21","chr8","-",94022774,94022889,94015495,94019704,94024541,94024617,15656,"30,27,43,31,57","0,0,1,2,0","32,28,48,57,34","1,3,2,7,0",-2,-1,0.000268336849399,0.0137506719964,"1.0,1.0,0.956,0.886,1.0","0.941,0.824,0.923,0.803,1.0",0.07,188,3,199,13
"10291",15658,"ENSMUSG00000052688","Rab7b","chr1","+",131698415,131698631,131697828,131697955,131705595,131705699,15658,"1,1,3,3,2","0,0,2,0,0","9,16,16,10,9","3,0,4,5,1",-2,-1,2.81781345337e-05,0.00243242657155,"1.0,1.0,0.429,1.0,1.0","0.6,1.0,0.667,0.5,0.818",0.169,10,2,60,13
"10422",15857,"ENSMUSG00000048271","Rbm33","chr5","+",28342394,28342514,28338995,28339308,28352471,28352643,15857,"26,17,12,13,19","0,0,0,3,0","39,24,52,56,32","3,4,12,0,4",-2,-1,2.12865422911e-05,0.00198060807227,"1.0,1.0,1.0,0.684,1.0","0.867,0.75,0.684,1.0,0.8",0.117,87,3,203,23
"10664",16196,"ENSMUSG00000039361","Picalm","chr7","+",90194272,90194296,90191653,90191753,90195654,90195714,16196,"46,25,31,49,19","33,44,41,37,57","59,39,76,40,53","144,125,202,98,95",-2,-1,0.0010502060355,0.0403431939492,"0.411,0.221,0.274,0.398,0.143","0.17,0.135,0.158,0.169,0.218",0.119,170,212,267,664
"10788",16397,"ENSMUSG00000058886","Deaf1","chr7","-",141324441,141324616,141324081,141324179,141327278,141327584,16397,"16,12,12,12,7","5,6,5,14,9","13,8,11,17,2","19,26,22,21,14",-2,-1,0.000664696115118,0.0279455479658,"0.615,0.5,0.545,0.3,0.28","0.255,0.133,0.2,0.288,0.067",0.259,59,39,51,102
"11417",17353,"ENSMUSG00000015165","Hnrnpl","chr7","+",28817334,28817404,28815279,28815352,28818460,28818532,17353,"21,19,18,28,13","62,54,55,63,43","28,18,27,32,23","143,122,171,156,114",-2,-1,7.781796261e-05,0.00515073237649,"0.145,0.15,0.141,0.182,0.131","0.089,0.069,0.073,0.093,0.092",0.067,99,277,128,706
"11598",17627,"ENSMUSG00000021012","Zc3h14","chr12","+",98752777,98752892,98747006,98747522,98756184,98756225,17627,"17,11,9,30,11","1,0,0,3,0","54,47,53,41,30","3,9,0,5,1",-2,-1,0.000989884020897,0.038415960558,"0.895,1.0,1.0,0.833,1.0","0.9,0.723,1.0,0.804,0.938",0.073,78,4,225,18
"11664",17726,"ENSMUSG00000000538","Tom1l2","chr11","-",60232897,60232957,60231100,60231137,60241817,60241893,17726,"4,3,2,4,2","0,1,0,0,0","37,22,70,43,51","10,12,15,7,8",-2,-1,1.19549989797e-07,3.11970507858e-05,"1.0,0.6,1.0,1.0,1.0","0.649,0.478,0.7,0.754,0.761",0.252,15,1,223,52
"11721",17815,"ENSMUSG00000027180","Fbxo3","chr2","+",104054835,104054859,104053364,104053480,104059881,104063003,17815,"3,2,1,6,1","0,0,0,1,0","20,12,8,21,12","3,2,3,1,0",-2,-1,0.000533116833997,0.0235473764246,"1.0,1.0,1.0,0.75,1.0","0.769,0.75,0.571,0.913,1.0",0.149,13,1,73,9
"11736",17840,"ENSMUSG00000021268","Meg3","chr12","+",109549290,109549371,109546429,109546542,109549478,109549552,17840,"162,155,147,234,116","69,23,18,54,60","116,32,52,47,68","70,20,27,19,52",-2,-1,0.000218291205354,0.0119706889738,"0.54,0.771,0.803,0.684,0.492","0.453,0.444,0.491,0.553,0.395",0.191,814,224,315,188
"11863",18036,"ENSMUSG00000020166","Cnot2","chr10","-",116527826,116527949,116517316,116517383,116549032,116549105,18036,"14,24,12,18,9","1,0,0,0,0","42,71,80,43,28","4,4,11,5,3",-2,-1,9.38747797274e-08,2.59894233344e-05,"0.875,1.0,1.0,1.0,1.0","0.84,0.899,0.784,0.811,0.824",0.143,77,1,264,27
"11904",18104,"ENSMUSG00000004558","Ndrg2","chr14","-",51911085,51911127,51910505,51910785,51911465,51911546,18104,"389,400,315,394,300","37,39,26,20,48","1090,1357,1018,890,770","144,233,259,174,133",-2,-1,6.16142942222e-08,1.84056489701e-05,"0.84,0.837,0.858,0.908,0.758","0.791,0.744,0.663,0.719,0.743",0.108,1798,170,5125,943
"12055",18364,"ENSMUSG00000000378","Ccm2","chr11","+",6569963,6570137,6546886,6547029,6584519,6584603,18364,"27,10,29,12,21","0,1,0,1,1","15,44,41,40,29","2,12,0,3,1",-2,-1,3.226497217e-05,0.0026930575852,"1.0,0.833,1.0,0.857,0.913","0.789,0.647,1.0,0.87,0.935",0.072,99,3,169,18
"12364",18809,"ENSMUSG00000023048","Prr13","chr15","+",102459463,102459581,102459174,102459255,102460107,102460146,18809,"10,9,5,14,13","0,0,0,2,2","7,13,8,9,7","3,2,0,1,4",-2,-1,7.05573579134e-05,0.00479579187494,"1.0,1.0,1.0,0.778,0.765","0.538,0.765,1.0,0.818,0.467",0.191,51,4,44,10
"12430",18927,"ENSMUSG00000049439","Cyp20a1","chr1","+",60352908,60353075,60352120,60352170,60354513,60354656,18927,"3,10,6,5,4","1,1,0,0,0","11,21,17,30,13","1,1,3,5,3",-2,-1,4.71319799079e-05,0.00360626108945,"0.6,0.833,1.0,1.0,1.0","0.846,0.913,0.739,0.75,0.684",0.1,28,2,92,13
"12676",19252,"ENSMUSG00000021557","Agtpbp1","chr13","-",59531056,59531203,59528386,59528518,59532012,59532076,19252,"7,13,10,9,13","0,0,0,0,0","36,32,64,38,44","3,7,6,2,1",-2,-1,1.09094477785e-07,2.9485380109e-05,"1.0,1.0,1.0,1.0,1.0","0.857,0.696,0.842,0.905,0.957",0.149,52,0,214,19
"12700",19290,"ENSMUSG00000021413","Prpf4b","chr13","+",34903529,34903602,34903108,34903273,34904043,34904089,19290,"5,10,8,10,6","29,14,19,29,11","2,0,0,5,2","19,14,22,16,8",-2,-1,6.60416903272e-05,0.00457117224237,"0.079,0.263,0.174,0.147,0.214","0.05,0.0,0.0,0.135,0.111",0.116,39,102,9,79
"12728",19341,"ENSMUSG00000097195","Snhg5","chr9","-",88521917,88521975,88521371,88521716,88522306,88522381,19341,"18,21,27,25,20","1,0,1,2,1","40,14,22,31,17","9,2,4,4,5",-2,-1,7.0804871859e-06,0.000799742788963,"0.9,1.0,0.931,0.862,0.909","0.69,0.778,0.733,0.795,0.63",0.195,111,5,124,24
"12770",19406,"ENSMUSG00000038717","Atp5l","chr9","-",44914650,44914811,44913216,44913466,44920609,44920742,19406,"6,3,4,4,8","9,12,17,5,7","1,1,0,3,1","5,20,4,6,3",-2,-1,0.00032891810278,0.016058984274,"0.25,0.111,0.105,0.286,0.364","0.091,0.024,0.0,0.2,0.143",0.132,25,50,6,38
"12828",19488,"ENSMUSG00000032599","Ip6k2","chr9","+",108796654,108796783,108796540,108796572,108797206,108797345,19488,"15,8,7,20,8","0,0,0,0,0","13,8,13,13,17","0,2,6,2,1",-2,-1,2.93750399871e-06,0.000396965198111,"1.0,1.0,1.0,1.0,1.0","1.0,0.667,0.52,0.765,0.895",0.231,58,0,64,11
"12829",19489,"ENSMUSG00000032599","Ip6k2","chr9","+",108796670,108796783,108796540,108796572,108797206,108797994,19489,"13,8,7,17,4","0,0,0,0,0","10,6,8,13,17","0,2,6,2,1",-2,-1,2.30794357226e-06,0.000329542408308,"1.0,1.0,1.0,1.0,1.0","1.0,0.6,0.4,0.765,0.895",0.268,49,0,54,11
"12968",19711,"ENSMUSG00000032737","Inppl1","chr7","-",101823512,101823646,101822631,101823403,101823892,101824559,19711,"207,228,220,275,220","61,68,76,59,69","126,82,167,143,119","84,42,61,50,71",-2,-1,0.000253247160936,0.0133398382708,"0.629,0.626,0.591,0.7,0.615","0.429,0.494,0.578,0.588,0.456",0.123,1150,333,637,308
"13356",20290,"ENSMUSG00000060227","Casc4","chr2","+",121925560,121925728,121911870,121912041,121933477,121933697,20290,"3,3,3,1,1","0,2,1,0,0","32,12,33,26,7","9,3,12,16,6",-2,-1,0.000115940423059,0.00707579415244,"1.0,0.429,0.6,1.0,1.0","0.64,0.667,0.579,0.448,0.368",0.265,11,3,110,46
"13373",20312,"ENSMUSG00000007812","Zfp655","chr5","+",145235736,145235863,145235305,145235391,145242919,145243024,20312,"7,13,7,2,8","2,0,0,0,0","14,21,21,27,11","3,4,7,3,3",-2,-1,1.11330921826e-06,0.000180538994158,"0.636,1.0,1.0,1.0,1.0","0.7,0.724,0.6,0.818,0.647",0.229,37,2,94,20
"13493",20496,"ENSMUSG00000031592","Pcm1","chr8","+",41303986,41304151,41293457,41293816,41309519,41309692,20496,"9,7,3,9,8","0,0,0,1,0","34,6,31,18,38","2,5,4,5,3",-2,-1,2.43203184702e-07,5.3090787522e-05,"1.0,1.0,1.0,0.818,1.0","0.895,0.375,0.795,0.643,0.864",0.249,36,1,127,19
"13771",20893,"ENSMUSG00000022150","Dab2","chr15","+",6424634,6424697,6424196,6424250,6429295,6429949,20893,"4,8,13,13,10","0,0,0,1,0","28,6,14,18,10","0,0,10,3,0",-2,-1,0.000241910833295,0.0129225921136,"1.0,1.0,1.0,0.867,1.0","1.0,1.0,0.412,0.75,1.0",0.141,48,1,76,13
"13861",21040,"ENSMUSG00000097121","D130020L05Rik","chr12","+",101086187,101086352,101084283,101084499,101088041,101088179,21040,"2,5,6,1,4","8,21,14,11,15","2,0,2,0,0","8,7,17,7,7",-2,-1,0.000242579763725,0.0129259140902,"0.111,0.106,0.176,0.043,0.118","0.111,0.0,0.056,0.0,0.0",0.077,18,69,4,46
"13938",21128,"ENSMUSG00000026950","Neb","chr2","-",52154569,52154662,52150536,52150629,52156354,52156447,21128,"585,452,378,445,255","34,49,25,34,55","619,164,324,285,430","57,21,90,43,113",-2,-1,0.000875473678484,0.0347480400745,"0.896,0.822,0.883,0.867,0.699","0.844,0.796,0.643,0.768,0.655",0.092,2115,197,1822,324
"13949",21139,"ENSMUSG00000026950","Neb","chr2","-",52154569,52154662,52153682,52153775,52157290,52157383,21139,"807,714,603,699,383","6,9,14,11,11","1032,375,645,404,806","26,27,36,9,51",-2,-1,1.23689170017e-10,8.77536008405e-08,"0.985,0.975,0.956,0.969,0.946","0.952,0.874,0.9,0.957,0.888",0.052,3206,51,3262,149
"13963",21153,"ENSMUSG00000026950","Neb","chr2","-",52156354,52156447,52153682,52153775,52157290,52157383,21153,"805,699,506,687,434","6,9,14,11,11","1058,374,757,427,752","26,27,36,9,51",-2,-1,1.17922815956e-09,6.37428973964e-07,"0.985,0.975,0.948,0.969,0.952","0.953,0.874,0.913,0.96,0.881",0.05,3131,51,3368,149
"13992",21184,"ENSMUSG00000026950","Neb","chr2","-",52186011,52186116,52185270,52185375,52187410,52187515,21184,"70,54,34,84,31","22,17,14,26,9","435,104,345,137,267","302,44,149,176,193",-2,-1,0.00018774159158,0.010522398837,"0.614,0.614,0.548,0.618,0.633","0.419,0.542,0.537,0.28,0.409",0.168,273,88,1288,864
"14040",21250,"ENSMUSG00000015522","Arnt","chr3","+",95466792,95466837,95460376,95460421,95470176,95470390,21250,"1,4,1,3,3","1,0,0,0,0","48,27,71,38,40","10,3,7,7,3",-2,-1,5.16345235524e-06,0.00062687625038,"0.333,1.0,1.0,1.0,1.0","0.706,0.818,0.835,0.731,0.87",0.075,12,1,224,30
"14071",21299,"ENSMUSG00000022568","Scrib","chr15","-",76061738,76061801,76061133,76061223,76062669,76063047,21299,"8,10,9,2,4","2,2,4,2,2","11,11,13,5,7","17,8,13,21,12",-2,-1,0.00118524306631,0.0440402182233,"0.667,0.714,0.529,0.333,0.5","0.244,0.407,0.333,0.106,0.226",0.285,33,12,47,71
"14074",21303,"ENSMUSG00000039988","Ankrd13c","chr3","+",157972999,157973045,157972231,157972317,157975227,157975294,21303,"8,3,14,13,12","0,0,0,0,1","13,17,47,17,18","5,0,4,2,3",-2,-1,4.09123847689e-07,8.07681627312e-05,"1.0,1.0,1.0,1.0,0.857","0.565,1.0,0.855,0.81,0.75",0.175,50,1,112,14
