"","ID","GeneID","geneSymbol","chr","strand","X1stExonStart_0base","X1stExonEnd","X2ndExonStart_0base","X2ndExonEnd","upstreamES","upstreamEE","downstreamES","downstreamEE","ID.1","IJC_SAMPLE_1","SJC_SAMPLE_1","IJC_SAMPLE_2","SJC_SAMPLE_2","IncFormLen","SkipFormLen","PValue","FDR","IncLevel1","IncLevel2","IncLevelDifference","IJC_total_S1","SJC_total_S1","IJC_total_S2","SJC_total_S2"
"1587",1882,"ENSMUSG00000026950","Neb","chr2","-",52153055,52153148,52156354,52156447,52149589,52149697,52157290,52157383,1882,"1032,362,708,416,722","18,12,8,13,18","55,19,8","37,43,23",-2,-2,0,0,"0.983,0.968,0.989,0.97,0.976","0.598,0.306,0.258",0.59,3240,69,82,103
"1588",1883,"ENSMUSG00000026950","Neb","chr2","-",52153055,52153148,52156354,52156447,52149589,52149697,52157831,52157924,1883,"23,5,8,3,11","13,3,2,10,11","1,2,1","31,27,24",-2,-2,1.51723078545e-11,5.23545769699e-10,"0.639,0.625,0.8,0.231,0.5","0.031,0.069,0.04",0.512,50,39,4,82
"1595",1890,"ENSMUSG00000026950","Neb","chr2","-",52153055,52153148,52153682,52153775,52150536,52150629,52157290,52157383,1890,"21,25,27,8,45","19,9,8,13,18","9,11,7","37,43,23",-2,-2,3.40793326892e-09,9.28392768417e-08,"0.525,0.735,0.771,0.381,0.714","0.196,0.204,0.233",0.414,126,67,27,103
"1596",1891,"ENSMUSG00000026950","Neb","chr2","-",52153055,52153148,52156354,52156447,52150536,52150629,52157290,52157383,1891,"1086,383,798,459,832","19,9,8,13,18","58,20,9","37,43,23",-2,-2,0,0,"0.983,0.977,0.99,0.972,0.979","0.611,0.317,0.281",0.577,3558,67,87,103
"1601",1896,"ENSMUSG00000026950","Neb","chr2","-",52153055,52153148,52153682,52153775,52150966,52151059,52157290,52157383,1896,"24,25,28,9,45","18,9,8,13,17","9,11,7","37,44,23",-2,-2,1.47961198849e-10,4.50498332496e-09,"0.571,0.735,0.778,0.409,0.726","0.196,0.2,0.233",0.434,131,65,27,104
"1604",1899,"ENSMUSG00000026950","Neb","chr2","-",52153055,52153148,52156354,52156447,52151363,52151456,52157290,52157383,1899,"1037,362,708,417,721","1173,407,704,499,867","58,31,21","211,226,185",-2,-2,0,0,"0.469,0.471,0.501,0.455,0.454","0.216,0.121,0.102",0.324,3245,3650,110,622
"1605",1900,"ENSMUSG00000026950","Neb","chr2","-",52153055,52153148,52157290,52157383,52151363,52151456,52157831,52157912,1900,"949,379,720,388,789","1168,398,698,496,860","117,73,73","205,210,186",-2,-2,1.79866521677e-09,5.05972345761e-08,"0.448,0.488,0.508,0.439,0.478","0.363,0.258,0.282",0.171,3225,3620,263,601
"1613",1908,"ENSMUSG00000026950","Neb","chr2","-",52153682,52153775,52156354,52156447,52150536,52150629,52157290,52157383,1908,"1086,383,798,459,832","21,25,27,8,45","58,20,9","9,11,7",-2,-2,9.02657282253e-10,2.56711763348e-08,"0.981,0.939,0.967,0.983,0.949","0.866,0.645,0.563",0.272,3558,126,87,27
"1615",1910,"ENSMUSG00000026950","Neb","chr2","-",52153682,52153775,52156354,52156447,52153055,52153148,52157290,52157383,1910,"1032,363,708,417,720","1151,454,816,428,920","55,18,9","88,66,49",-2,-2,6.9984392892e-05,0.00102574211863,"0.473,0.444,0.465,0.493,0.439","0.385,0.214,0.155",0.211,3240,3769,82,203
"1617",1912,"ENSMUSG00000026950","Neb","chr2","-",52154569,52154662,52156354,52156447,52150536,52150629,52157290,52157383,1912,"1086,383,798,459,832","13,4,22,8,22","58,20,9","6,2,5",-2,-2,5.59776721176e-05,0.000832587445059,"0.988,0.99,0.973,0.983,0.974","0.906,0.909,0.643",0.162,3558,69,87,13
"1619",1914,"ENSMUSG00000026950","Neb","chr2","-",52154569,52154662,52156354,52156447,52153055,52153148,52157290,52157383,1914,"1032,363,708,417,720","23,4,17,14,19","55,18,9","6,4,8",-2,-2,4.50092724202e-07,9.78857117844e-06,"0.978,0.989,0.977,0.968,0.974","0.902,0.818,0.529",0.228,3240,77,82,18
"1626",1921,"ENSMUSG00000026950","Neb","chr2","-",52156354,52156447,52157290,52157383,52151363,52151456,52157831,52157924,1921,"949,379,720,388,789","28,5,8,4,10","117,73,73","4,14,14",-2,-2,9.12603326242e-12,3.19164514637e-10,"0.971,0.987,0.989,0.99,0.987","0.967,0.839,0.839",0.103,3225,55,263,32
"1641",1936,"ENSMUSG00000026950","Neb","chr2","-",52160655,52160748,52161370,52161475,52153055,52153148,52162067,52162172,1936,"1459,489,906,611,1052","150,0,3,3,58","636,906,772","465,492,519",-2,-2,0,0,"0.907,1.0,0.997,0.995,0.948","0.578,0.648,0.598",0.361,4517,214,2314,1476
"1644",1939,"ENSMUSG00000026950","Neb","chr2","-",52185270,52185375,52186011,52186116,52183731,52183836,52187410,52187515,1939,"1074,270,819,340,622","569,94,299,319,400","175,85,28","1408,2081,2087",-2,-2,0,0,"0.654,0.742,0.733,0.516,0.609","0.111,0.039,0.013",0.596,3125,1681,288,5576
"1658",1953,"ENSMUSG00000037148","Arhgap10","chr8","-",77365085,77365160,77382724,77382790,77358546,77358634,77384750,77384796,1953,"43,49,54,35,41","59,32,56,50,50","19,20,18","46,40,36",-2,-2,0.00174563098242,0.0141528123267,"0.422,0.605,0.491,0.412,0.451","0.292,0.333,0.333",0.157,222,247,57,122
"1674",1970,"ENSMUSG00000031636","Pdlim3","chr8","+",45908468,45908656,45909018,45909086,45900474,45900559,45915128,45915259,1970,"54,33,74,57,38","556,280,438,371,340","12,11,10","488,605,409",-2,-2,0,0,"0.089,0.105,0.145,0.133,0.101","0.024,0.018,0.024",0.093,256,1985,33,1502
"1688",1987,"ENSMUSG00000014353","Tmem87b","chr2","+",128839147,128839219,128840731,128840803,128837301,128837395,128841234,128841343,1987,"11,11,12,10,12","24,8,23,19,8","1,0,4","8,10,10",-2,-2,0.000976906590232,0.00871804915697,"0.314,0.579,0.343,0.345,0.6","0.111,0.0,0.286",0.304,56,82,5,28
"1720",2025,"ENSMUSG00000030852","Tacc2","chr7","+",130627397,130627499,130674601,130674739,130621720,130626841,130716702,130716839,2025,"277,75,144,233,177","256,58,140,220,157","170,47,46","178,137,124",-2,-2,0.000509013395264,0.00514580729275,"0.52,0.564,0.507,0.514,0.53","0.489,0.255,0.271",0.189,906,831,263,439
"1729",2034,"ENSMUSG00000074064","Mlycd","chr8","+",119401480,119402590,119407555,119407705,119394897,119395470,119409987,119411087,2034,"336,385,484,447,293","253,328,377,301,209","187,40,51","179,102,83",-2,-2,0.000395239500709,0.00422677614808,"0.57,0.54,0.562,0.598,0.584","0.511,0.282,0.381",0.179,1945,1468,278,364
"1744",2053,"ENSMUSG00000038244","Mical2","chr7","+",112335328,112335430,112336848,112336974,112333828,112333954,112345245,112345353,2053,"2,5,13,9,6","8,19,15,6,13","3,5,11","45,57,61",-2,-2,7.06892612891e-05,0.00102777420346,"0.2,0.208,0.464,0.6,0.316","0.063,0.081,0.153",0.259,35,61,19,163
"1745",2054,"ENSMUSG00000038244","Mical2","chr7","+",112335328,112335430,112336848,112336974,112334937,112335156,112345245,112345353,2054,"31,31,42,25,33","7,19,15,6,13","93,54,71","44,57,61",-2,-2,0.00274933169143,0.0205643653683,"0.816,0.62,0.737,0.806,0.717","0.679,0.486,0.538",0.172,162,60,218,162
"1751",2060,"ENSMUSG00000079484","Phyhd1","chr2","+",30277622,30277644,30279954,30280083,30277147,30277210,30280170,30280287,2060,"18,19,31,23,28","82,76,86,46,61","2,0,0","4,3,12",-2,-2,0.000355776831819,0.00393483094337,"0.18,0.2,0.265,0.333,0.315","0.333,0.0,0.0",0.148,119,351,2,19
"1799",2124,"ENSMUSG00000054252","Fgfr3","chr5","+",33731280,33731431,33732116,33732261,33730143,33730334,33732721,33732912,2124,"6,2,5,1,4","29,17,25,26,22","0,0,1","6,2,7",-2,-2,0.000996811216018,0.00886511143318,"0.171,0.105,0.167,0.037,0.154","0.0,0.0,0.125",0.085,18,119,1,15
"1804",2129,"ENSMUSG00000049550","Clip1","chr5","-",123635173,123635278,123638955,123638988,123630224,123631169,123640493,123640554,2129,"142,66,100,107,103","13,10,15,14,18","124,59,52","43,23,11",-2,-2,2.04505318423e-05,0.000326703558073,"0.916,0.868,0.87,0.884,0.851","0.743,0.72,0.825",0.115,518,70,235,77
"1807",2132,"ENSMUSG00000047213","Ythdf3","chr3","+",16183921,16183946,16186966,16187115,16183235,16183520,16189477,16189563,2132,"49,71,82,53,52","1,0,4,1,1","29,26,20","6,6,2",-2,-2,1.34576832778e-06,2.78627874584e-05,"0.98,1.0,0.953,0.981,0.981","0.829,0.813,0.909",0.129,307,7,75,14
"1815",2143,"ENSMUSG00000026761","Orc4","chr2","-",48912561,48912648,48917164,48917338,48910185,48910294,48927095,48927247,2143,"42,28,55,61,35","43,20,45,38,28","23,3,16","31,16,23",-2,-2,0.00685007823516,0.0424114891689,"0.494,0.583,0.55,0.616,0.556","0.426,0.158,0.41",0.228,221,174,42,70
"1819",2147,"ENSMUSG00000002910","Arrdc2","chr8","-",70838693,70838841,70838978,70839045,70837443,70837546,70839127,70839720,2147,"15,19,5,19,8","20,0,2,15,8","34,4,0","40,17,16",-2,-2,0.000606517520945,0.00585977780008,"0.429,1.0,0.714,0.559,0.5","0.459,0.19,0.0",0.424,66,45,38,73
"1897",2237,"ENSMUSG00000031922","Cep57","chr9","-",13810626,13810862,13812632,13812710,13809859,13810004,13813409,13813520,2237,"8,2,10,3,4","20,8,16,23,12","1,0,0","12,5,7",-2,-2,6.63761320352e-06,0.000116858115447,"0.286,0.2,0.385,0.115,0.25","0.077,0.0,0.0",0.222,27,79,1,24
"1944",2289,"ENSMUSG00000042605","Atxn2","chr5","+",121785214,121785412,121785758,121785866,121781332,121781542,121786333,121786404,2289,"8,6,10,5,3","27,15,47,25,19","1,0,2","11,22,19",-2,-2,0.000172384409517,0.00225318612035,"0.229,0.286,0.175,0.167,0.136","0.083,0.0,0.095",0.139,32,133,3,52
"1949",2294,"ENSMUSG00000029862","Clcn1","chr6","+",42293443,42293522,42294074,42294156,42292940,42293018,42298798,42298924,2294,"7,4,5,6,7","42,53,89,40,39","1,3,1","80,111,137",-2,-2,5.85855712387e-07,1.25305337492e-05,"0.143,0.07,0.053,0.13,0.152","0.012,0.026,0.007",0.095,29,263,5,328
"1950",2295,"ENSMUSG00000029862","Clcn1","chr6","+",42293443,42293522,42294077,42294156,42292940,42293018,42298798,42298924,2295,"7,4,5,6,7","67,57,121,50,50","1,3,1","124,150,173",-2,-2,5.74734722369e-07,1.23951121791e-05,"0.095,0.066,0.04,0.107,0.123","0.008,0.02,0.006",0.075,29,345,5,447
"1954",2299,"ENSMUSG00000026150","Mff","chr1","+",82737012,82737087,82741817,82741976,82735418,82735507,82747082,82747142,2299,"47,50,81,78,54","123,100,122,125,86","43,11,22","106,143,128",-2,-2,2.11801696659e-06,4.12137436807e-05,"0.276,0.333,0.399,0.384,0.386","0.289,0.071,0.147",0.187,310,556,76,377
"1956",2301,"ENSMUSG00000026150","Mff","chr1","+",82737012,82737087,82747082,82747142,82735418,82735507,82750519,82750604,2301,"46,47,80,76,50","129,135,141,121,103","42,11,22","83,140,88",-2,-2,0.00474160432332,0.031384327337,"0.263,0.258,0.362,0.386,0.327","0.336,0.073,0.2",0.116,299,629,75,311
"1959",2304,"ENSMUSG00000026150","Mff","chr1","+",82741817,82741976,82747082,82747142,82737012,82737087,82750519,82750604,2304,"95,62,117,84,68","96,84,113,93,88","58,14,30","78,122,79",-2,-2,0.000438033892785,0.00455273780935,"0.497,0.425,0.509,0.475,0.436","0.426,0.103,0.275",0.2,426,474,102,279
"1961",2307,"ENSMUSG00000056999","Ide","chr19","-",37290043,37290188,37290669,37290814,37288097,37288208,37295882,37295965,2307,"89,41,115,69,64","125,38,107,68,70","49,47,58","87,80,90",-2,-2,0.00246938342355,0.0189636922853,"0.416,0.519,0.518,0.504,0.478","0.36,0.37,0.392",0.113,378,408,154,257
"2006",2357,"ENSMUSG00000055053","Nfic","chr10","-",81404823,81405008,81406088,81406214,81403351,81403428,81407554,81407679,2357,"250,140,245,210,101","256,130,193,205,102","193,177,184","193,337,262",-2,-2,0.00547499266887,0.0351595062706,"0.494,0.519,0.559,0.506,0.498","0.5,0.344,0.413",0.096,946,886,554,792
"2009",2361,"ENSMUSG00000063952","Brpf3","chr17","+",28828343,28828441,28831313,28831411,28821085,28821592,28835761,28835916,2361,"3,3,3,0,0","13,11,15,11,6","0,0,0","9,6,11",-2,-2,0.00544597238494,0.0351475723996,"0.188,0.214,0.167,0.0,0.0","0.0,0.0,0.0",0.114,9,56,0,26
"2030",2383,"ENSMUSG00000038777","Sema6c","chr3","+",95167998,95168100,95168298,95168389,95167623,95167680,95168586,95168706,2383,"59,32,65,61,55","83,44,113,118,60","63,72,67","116,192,189",-2,-2,0.00177607568984,0.0143192644402,"0.415,0.421,0.365,0.341,0.478","0.352,0.273,0.262",0.108,272,418,202,497
"2050",2405,"ENSMUSG00000032615","Nt5m","chr11","+",59852790,59852891,59860749,59860810,59839446,59839756,59874552,59874667,2405,"11,16,11,11,9","16,18,20,16,14","2,3,3","16,11,20",-2,-2,7.29520605135e-05,0.00105474822687,"0.407,0.471,0.355,0.407,0.391","0.111,0.214,0.13",0.255,58,84,8,47
"2075",2435,"ENSMUSG00000056121","Fez2","chr17","-",78386990,78387071,78402739,78402881,78384743,78384819,78404727,78404844,2435,"99,133,119,121,109","59,62,46,44,29","71,53,53","46,57,39",-2,-2,0.000244192215619,0.0029350617136,"0.627,0.682,0.721,0.733,0.79","0.607,0.482,0.576",0.156,581,240,177,142
"2096",2457,"ENSMUSG00000026778","Prkcq","chr2","+",11283745,11283884,11290388,11290577,11279465,11279528,11299294,11299423,2457,"102,73,127,78,93","102,73,111,78,73","57,36,56","75,60,80",-2,-2,0.0018627794863,0.014925304367,"0.5,0.5,0.534,0.5,0.56","0.432,0.375,0.412",0.112,473,437,149,215
"2161",2533,"ENSMUSG00000025204","Ndufb8","chr19","-",44552697,44552853,44553668,44553768,44550239,44550412,44554930,44555057,2533,"1778,2994,2295,1864,1577","2062,2279,2359,1893,1686","1530,708,703","1608,944,986",-2,-2,0.00646646011946,0.0408175580223,"0.463,0.568,0.493,0.496,0.483","0.488,0.429,0.416",0.056,10508,10279,2941,3538
"2228",2610,"ENSMUSG00000030704","Rab6a","chr7","+",100629665,100629771,100629837,100629943,100628403,100628457,100631741,100631853,2610,"36,28,54,32,18","166,123,200,164,128","19,18,18","124,194,166",-2,-2,0.00029531627525,0.00343659317927,"0.178,0.185,0.213,0.163,0.123","0.133,0.085,0.098",0.067,168,781,55,484
"2251",2637,"ENSMUSG00000031555","Adam9","chr8","-",24995109,24995175,24996654,24996850,24993043,24993115,24997742,24997790,2637,"39,22,65,43,29","12,17,15,27,17","24,15,19","17,40,33",-2,-2,0.000397513752106,0.00423360325288,"0.765,0.564,0.813,0.614,0.63","0.585,0.273,0.365",0.27,198,88,58,90
"2367",2767,"ENSMUSG00000036333","Kidins220","chr12","+",25040455,25040569,25041245,25041302,25038323,25038550,25047893,25047926,2767,"30,11,22,25,22","1,0,5,2,1","24,8,7","12,1,7",-2,-2,9.33444364681e-05,0.00130581298151,"0.968,1.0,0.815,0.926,0.957","0.667,0.889,0.5",0.248,110,9,39,20
"2447",2860,"ENSMUSG00000031791","Tmem38a","chr8","+",72579959,72580144,72581184,72581272,72579562,72579719,72584699,72584817,2860,"1538,1656,1888,1450,1230","1629,1552,1915,1416,1321","1252,806,853","1246,1657,1641",-2,-2,0.00366549595799,0.025432449167,"0.486,0.516,0.496,0.506,0.482","0.501,0.327,0.342",0.107,7762,7833,2911,4544
"2448",2861,"ENSMUSG00000031791","Tmem38a","chr8","+",72579959,72580144,72584699,72584817,72579562,72579719,72585861,72587282,2861,"1538,1656,1887,1440,1230","2007,1817,2367,1727,1642","1250,804,849","1702,1706,1500",-2,-2,0.000421493260371,0.00441629375644,"0.434,0.477,0.444,0.455,0.428","0.423,0.32,0.361",0.08,7751,9560,2903,4908
"2487",2906,"ENSMUSG00000030590","Fam98c","chr7","-",29154615,29154693,29155151,29155357,29154418,29154535,29155674,29155809,2906,"23,25,33,27,22","18,21,20,34,24","23,7,5","32,14,20",-2,-2,0.00699442722468,0.0429966215142,"0.561,0.543,0.623,0.443,0.478","0.418,0.333,0.2",0.213,130,117,35,66
"2501",2924,"ENSMUSG00000057606","Colq","chr14","-",31539820,31539901,31543786,31543822,31535588,31535694,31543987,31544032,2924,"2,5,8,8,11","4,23,27,16,25","1,0,1","4,4,2",-2,-2,0.0021940512813,0.0171546970272,"0.333,0.179,0.229,0.333,0.306","0.2,0.0,0.333",0.098,34,95,2,10
"2520",2947,"ENSMUSG00000061462","Obscn","chr11","-",59052444,59052711,59064186,59064450,59051527,59051794,59067065,59067329,2947,"114,60,165,101,71","168,91,179,143,98","62,84,51","160,130,168",-2,-2,0.000780144495731,0.00715962395373,"0.404,0.397,0.48,0.414,0.42","0.279,0.393,0.233",0.121,511,679,197,458
"2521",2948,"ENSMUSG00000061462","Obscn","chr11","-",59053573,59053837,59064186,59064450,59052444,59052711,59067065,59067329,2948,"114,62,165,100,74","256,129,341,228,199","62,88,54","311,281,255",-2,-2,2.15041776608e-07,4.96900105233e-06,"0.308,0.325,0.326,0.305,0.271","0.166,0.238,0.175",0.114,515,1153,204,847
"2523",2950,"ENSMUSG00000061462","Obscn","chr11","-",59054161,59054425,59054773,59055037,59053573,59053837,59055376,59055640,2950,"130,70,154,98,105","242,68,191,138,118","42,73,41","111,107,150",-2,-2,0.00235876443102,0.0182768932559,"0.349,0.507,0.446,0.415,0.471","0.275,0.406,0.215",0.139,557,757,156,368
"2524",2951,"ENSMUSG00000061462","Obscn","chr11","-",59054161,59054425,59062030,59062294,59053573,59053837,59062646,59062910,2951,"113,48,136,89,56","243,68,190,138,118","10,11,9","111,107,150",-2,-2,0,0,"0.317,0.414,0.417,0.392,0.322","0.083,0.093,0.057",0.295,442,757,30,368
"2530",2957,"ENSMUSG00000061462","Obscn","chr11","-",59061423,59061687,59062030,59062294,59055960,59056224,59062646,59062910,2957,"113,49,135,88,56","8,9,19,16,6","10,11,10","6,6,6",-2,-2,0.000111823249879,0.00152315037204,"0.934,0.845,0.877,0.846,0.903","0.625,0.647,0.625",0.249,441,58,31,18
"2560",2990,"ENSMUSG00000069601","Ank3","chr10","+",70006799,70006853,70008777,70008864,70004609,70004991,70013971,70014055,2990,"31,9,23,22,15","151,80,125,103,106","8,6,2","53,69,78",-2,-2,0.00159576194328,0.0131587322809,"0.17,0.101,0.155,0.176,0.124","0.131,0.08,0.025",0.067,100,565,16,200
"2561",2991,"ENSMUSG00000069601","Ank3","chr10","+",70006802,70006853,70008777,70008864,70004609,70004991,70013971,70014055,2991,"54,30,55,23,39","151,80,125,103,106","13,3,7","53,69,78",-2,-2,3.2732122982e-06,6.0507667341e-05,"0.263,0.273,0.306,0.183,0.269","0.197,0.042,0.082",0.152,201,565,23,200
"2568",2999,"ENSMUSG00000024962","Vegfb","chr19","-",6986020,6986094,6986289,6986486,6985804,6985840,6986773,6986816,2999,"279,353,424,306,316","167,144,186,94,124","219,83,76","89,138,123",-2,-2,0.00370065836119,0.0256069289746,"0.626,0.71,0.695,0.765,0.718","0.711,0.376,0.382",0.213,1678,715,378,350
"2570",3001,"ENSMUSG00000024962","Vegfb","chr19","-",6986289,6986486,6986773,6986816,6986020,6986094,6987351,6987629,3001,"148,244,197,137,178","295,454,470,363,385","112,19,25","297,456,423",-2,-2,9.43514155693e-11,2.97782272553e-09,"0.334,0.35,0.295,0.274,0.316","0.274,0.04,0.056",0.19,904,1967,156,1176
