"","ID","GeneID","geneSymbol","chr","strand","exonStart_0base","exonEnd","upstreamES","upstreamEE","downstreamES","downstreamEE","ID.1","IJC_SAMPLE_1","SJC_SAMPLE_1","IJC_SAMPLE_2","SJC_SAMPLE_2","IncFormLen","SkipFormLen","PValue","FDR","IncLevel1","IncLevel2","IncLevelDifference","IJC_total_S1","SJC_total_S1","IJC_total_S2","SJC_total_S2"
"7180",12345,"ENSMUSG00000025968","Ndufs1","chr1","-",63172153,63172257,63170848,63170914,63176585,63176669,12345,"20,3,6,7,5","14,10,10,18,11","8,25,18","55,117,62",-2,-1,0.00208735576485,0.0462453669703,"0.417,0.13,0.231,0.163,0.185","0.068,0.097,0.127",0.128,41,63,51,234
"7262",12463,"ENSMUSG00000038248","Sobp","chr10","-",43074592,43074688,43020981,43022918,43127778,43127930,12463,"4,7,1,12,10","0,0,0,0,0","29,60,46","2,1,5",-2,-1,0.000558164244234,0.0155061176564,"1.0,1.0,1.0,1.0,1.0","0.879,0.968,0.821",0.111,34,0,135,8
"7333",12585,"ENSMUSG00000021906","Oxnad1","chr14","+",32085848,32086053,32085375,32085566,32091635,32091759,12585,"13,11,7,15,8","0,0,0,0,0","24,45,24","4,2,1",-2,-1,0.00134593641145,0.0321068330505,"1.0,1.0,1.0,1.0,1.0","0.75,0.918,0.923",0.136,54,0,93,7
"7343",12606,"ENSMUSG00000027194","Ttc17","chr2","-",94342626,94342797,94332792,94333052,94358750,94358937,12606,"10,10,12,16,8","1,0,0,2,0","13,41,17","3,11,4",-2,-1,4.8403120223e-07,3.50162001156e-05,"0.833,1.0,1.0,0.8,1.0","0.684,0.651,0.68",0.255,56,3,71,18
"7583",13031,"ENSMUSG00000029062","Cdk11b","chr4","+",155625726,155625773,155625530,155625654,155626773,155626889,13031,"15,22,16,22,16","51,35,36,31,30","3,5,6","26,22,25",-2,-1,0.000624954489557,0.0169887935167,"0.128,0.239,0.182,0.262,0.211","0.055,0.102,0.107",0.116,91,183,14,73
"7620",13091,"ENSMUSG00000024924","Vldlr","chr19","+",27246592,27246676,27245534,27245681,27247009,27247090,13091,"80,49,67,70,51","2,2,1,1,1","82,146,36","9,18,2",-2,-1,5.27582735721e-07,3.78541281391e-05,"0.952,0.925,0.971,0.972,0.962","0.82,0.802,0.9",0.116,317,7,264,29
"7640",13127,"ENSMUSG00000028797","Tmem234","chr4","+",129601869,129601961,129600982,129601134,129602194,129602261,13127,"7,15,22,15,7","29,18,30,26,23","1,6,0","16,12,22",-2,-1,0.000340079747437,0.0103388909838,"0.108,0.294,0.268,0.224,0.132","0.03,0.2,0.0",0.129,66,126,7,50
"7642",13129,"ENSMUSG00000028797","Tmem234","chr4","+",129601869,129601961,129600982,129601243,129602194,129602261,13129,"7,20,27,14,10","21,19,16,15,17","1,5,0","18,17,21",-2,-1,6.31715159072e-08,5.62639169819e-06,"0.143,0.345,0.458,0.318,0.227","0.027,0.128,0.0",0.247,78,88,6,56
"7697",13230,"ENSMUSG00000022131","Gpr180","chr14","+",118148084,118148285,118139736,118139895,118153568,118153749,13230,"21,18,30,17,10","0,1,0,0,1","43,66,39","2,2,4",-2,-1,0.00146673428461,0.0342960401853,"1.0,0.9,1.0,1.0,0.833","0.915,0.943,0.83",0.051,96,2,148,8
"7720",13264,"ENSMUSG00000061723","Tnnt3","chr7","+",142502739,142502757,142501828,142501842,142504047,142504065,13264,"4383,3556,4817,4625,3650","41,25,410,24,714","10587,12440,10263","12303,17591,22827",-2,-1,0,0,"0.982,0.986,0.855,0.99,0.719","0.301,0.261,0.184",0.658,21031,1214,33290,52721
"7735",13281,"ENSMUSG00000061723","Tnnt3","chr7","+",142504249,142504264,142504047,142504065,142505515,142505530,13281,"3830,2991,4118,4380,3033","2066,1652,2267,1948,1526","1458,2210,3273","7890,9445,3994",-2,-1,0,0,"0.481,0.475,0.476,0.529,0.498","0.085,0.105,0.291",0.331,18352,9459,6941,21329
"7752",13298,"ENSMUSG00000061723","Tnnt3","chr7","+",142505515,142505530,142505287,142505299,142507749,142507788,13298,"169,141,186,215,132","8,15,13,6,8","411,456,589","78,78,124",-2,-1,4.63407090479e-13,7.67610025388e-11,"0.914,0.825,0.877,0.947,0.892","0.725,0.745,0.704",0.166,843,50,1456,280
"7753",13299,"ENSMUSG00000061723","Tnnt3","chr7","+",142505515,142505530,142505287,142505299,142508334,142508353,13299,"2698,2624,3179,3134,2678","186,228,1004,210,1599","9482,8671,9953","24485,29415,39559",-2,-1,0,0,"0.879,0.852,0.613,0.882,0.456","0.162,0.128,0.112",0.602,14313,3227,28106,93459
"7754",13300,"ENSMUSG00000061723","Tnnt3","chr7","+",142507749,142507788,142504022,142504065,142508334,142508353,13300,"418,379,439,563,269","62,43,69,52,91","146,153,208","218,261,563",-2,-1,0,0,"0.771,0.815,0.761,0.844,0.596","0.251,0.227,0.156",0.546,2068,317,507,1042
"7755",13301,"ENSMUSG00000061723","Tnnt3","chr7","+",142507749,142507788,142504249,142504264,142508334,142508353,13301,"418,387,441,568,271","4,3,3,0,4","142,150,207","7,11,7",-2,-1,1.29620358891e-09,1.53159416066e-07,"0.981,0.985,0.987,1.0,0.971","0.91,0.872,0.937",0.078,2085,14,499,25
"7756",13302,"ENSMUSG00000061723","Tnnt3","chr7","+",142507749,142507788,142505287,142505299,142508334,142508353,13302,"418,392,451,562,271","186,228,1004,210,1599","214,220,327","24485,29415,39559",-2,-1,0,0,"0.529,0.462,0.183,0.572,0.078","0.004,0.004,0.004",0.361,2094,3227,761,93459
"7766",13312,"ENSMUSG00000061723","Tnnt3","chr7","+",142514325,142514366,142513664,142513705,142515775,142515830,13312,"14294,14691,17303,20031,17908","251,242,2004,277,6241","20954,20842,13584","15402,13753,37513",-2,-1,0,0,"0.966,0.968,0.812,0.973,0.589","0.405,0.431,0.153",0.532,84227,9015,55380,66668
"8181",13987,"ENSMUSG00000022564","Grina","chr15","+",76247639,76247737,76246769,76246900,76247850,76248177,13987,"12,3,8,15,1","5,3,12,9,9","0,14,5","15,37,29",-2,-1,0.00130529894821,0.0313607747544,"0.545,0.333,0.25,0.455,0.053","0.0,0.159,0.079",0.248,39,38,19,81
"8306",14172,"ENSMUSG00000039361","Picalm","chr7","+",90194272,90194296,90191653,90191753,90195654,90195714,14172,"46,25,31,49,19","33,44,41,37,57","17,19,18","76,66,47",-2,-1,2.13422161308e-05,0.000992833172447,"0.411,0.221,0.274,0.398,0.143","0.101,0.126,0.161",0.16,170,212,54,189
"8617",14726,"ENSMUSG00000021820","Camk2g","chr14","-",20745791,20745860,20744603,20744648,20747818,20747851,14726,"27,14,18,13,19","0,0,1,0,3","53,130,48","11,22,10",-2,-1,4.19596625445e-07,3.0858633151e-05,"1.0,1.0,0.9,1.0,0.76","0.707,0.747,0.706",0.212,91,4,231,43
"8743",14926,"ENSMUSG00000020246","Hcfc2","chr10","+",82709008,82709217,82702442,82702603,82709963,82710048,14926,"2,4,5,5,6","0,0,0,0,0","13,26,25","2,6,4",-2,-1,4.88425966338e-09,5.18374959723e-07,"1.0,1.0,1.0,1.0,1.0","0.765,0.684,0.758",0.264,22,0,64,12
"8823",15093,"ENSMUSG00000014418","Hps5","chr7","-",46768936,46769092,46768032,46768152,46769292,46769413,15093,"9,8,5,9,10","0,0,0,0,0","15,37,29","0,3,6",-2,-1,1.30200288724e-05,0.00065288135995,"1.0,1.0,1.0,1.0,1.0","1.0,0.86,0.707",0.144,41,0,81,9
"8965",15323,"ENSMUSG00000059208","Hnrnpm","chr17","-",33670080,33670133,33669168,33669176,33677273,33677440,15323,"127,105,112,123,144","13,10,12,9,14","92,116,66","24,31,28",-2,-1,1.78011504426e-08,1.70544643484e-06,"0.83,0.84,0.824,0.872,0.837","0.657,0.652,0.541",0.224,611,58,274,83
"8971",15335,"ENSMUSG00000004952","Rasa4","chr5","+",136093144,136093267,136091747,136091809,136095526,136095608,15335,"34,21,25,24,10","0,0,1,0,0","21,47,13","2,4,1",-2,-1,0.00038094794857,0.0113860395286,"1.0,1.0,0.926,1.0,1.0","0.84,0.855,0.867",0.131,114,1,81,7
"9070",15506,"ENSMUSG00000000538","Tom1l2","chr11","-",60232897,60232957,60231100,60231137,60241817,60241893,15506,"4,3,2,4,2","0,1,0,0,0","15,56,23","4,11,7",-2,-1,1.69794113325e-07,1.35865698141e-05,"1.0,0.6,1.0,1.0,1.0","0.652,0.718,0.622",0.256,15,1,94,22
"9157",15667,"ENSMUSG00000041650","Pcca","chr14","+",122813193,122813247,122790355,122790454,122876763,122876904,15667,"85,84,77,95,111","0,0,0,0,0","87,97,60","4,2,3",-2,-1,0.00127883939866,0.0309138727138,"1.0,1.0,1.0,1.0,1.0","0.916,0.96,0.909",0.072,452,0,244,9
"9412",16148,"ENSMUSG00000005417","Mprip","chr11","+",59741990,59742098,59740848,59741261,59743770,59743827,16148,"78,63,72,77,48","3,3,4,4,0","84,141,86","10,16,5",-2,-1,0.00137767736571,0.0326880236009,"0.929,0.913,0.9,0.906,1.0","0.808,0.815,0.896",0.09,338,14,311,31
"9521",16323,"ENSMUSG00000022255","Mtdh","chr15","+",34123667,34123766,34117879,34118110,34131163,34131288,16323,"251,312,395,372,435","21,13,25,23,28","249,230,222","54,46,41",-2,-1,1.06581410364e-14,2.00962650776e-12,"0.857,0.923,0.888,0.89,0.886","0.697,0.714,0.73",0.175,1765,110,701,141
"9801",16780,"ENSMUSG00000026414","Tnnt2","chr1","+",135850378,135850387,135849349,135849460,135850710,135850820,16780,"16,16,22,11,21","17,14,20,37,34","1,2,0","7,2,6",-2,-1,0.000649709524566,0.0174476539597,"0.32,0.364,0.355,0.129,0.236","0.067,0.333,0.0",0.147,86,122,3,15
"9849",16847,"ENSMUSG00000021557","Agtpbp1","chr13","-",59531056,59531203,59528386,59528518,59532012,59532076,16847,"7,13,10,9,13","0,0,0,0,0","17,68,22","1,5,2",-2,-1,0.000109369383667,0.0040050887523,"1.0,1.0,1.0,1.0,1.0","0.895,0.872,0.846",0.129,52,0,107,8
"9895",16933,"ENSMUSG00000097195","Snhg5","chr9","-",88521917,88521975,88521371,88521716,88522306,88522381,16933,"18,21,27,25,20","1,0,1,2,1","14,12,8","8,5,6",-2,-1,3.61958685247e-10,4.51785615304e-08,"0.9,1.0,0.931,0.862,0.909","0.467,0.545,0.4",0.45,111,5,34,19
"10404",17793,"ENSMUSG00000055027","Smyd1","chr6","-",71235342,71235381,71225331,71225521,71237356,71237487,17793,"49,61,24,77,39","10,13,4,6,11","166,324,145","104,140,110",-2,-1,5.96728152447e-08,5.34162109796e-06,"0.71,0.701,0.75,0.865,0.639","0.444,0.536,0.397",0.274,250,44,635,354
"10452",17880,"ENSMUSG00000040374","Pex2","chr3","-",5562668,5562732,5560187,5561764,5563164,5563272,17880,"11,13,6,10,10","9,8,5,7,7","7,7,3","22,17,21",-2,-1,2.56075530192e-06,0.000157047844191,"0.379,0.448,0.375,0.417,0.417","0.137,0.171,0.067",0.282,50,36,17,60
"10794",18435,"ENSMUSG00000097121","D130020L05Rik","chr12","+",101086187,101086352,101084283,101084499,101088041,101088179,18435,"2,5,6,1,4","8,21,14,11,15","0,1,0","3,6,5",-2,-1,0.000662631706565,0.0176608787476,"0.111,0.106,0.176,0.043,0.118","0.0,0.077,0.0",0.085,18,69,1,14
"10813",18468,"ENSMUSG00000026950","Neb","chr2","-",52150536,52150629,52149589,52149697,52151363,52151456,18468,"1931,1737,1351,1849,1219","4,2,6,6,20","1641,1753,1202","1159,1076,750",-2,-1,0,0,"0.996,0.998,0.991,0.994,0.968","0.414,0.449,0.445",0.553,8087,38,4596,2985
"10818",18473,"ENSMUSG00000026950","Neb","chr2","-",52150536,52150629,52149589,52149697,52159476,52159569,18473,"1928,1735,1349,1844,1214","1,0,12,0,13","1574,1732,1223","219,479,566",-2,-1,0,0,"0.999,1.0,0.983,1.0,0.979","0.782,0.644,0.519",0.344,8070,26,4529,1264
"10822",18477,"ENSMUSG00000026950","Neb","chr2","-",52150966,52151059,52149589,52149697,52151363,52151456,18477,"1330,1144,803,1154,625","4,2,6,6,20","547,669,521","1159,1076,750",-2,-1,0,0,"0.994,0.997,0.985,0.99,0.94","0.191,0.237,0.258",0.753,5056,38,1737,2985
"10825",18480,"ENSMUSG00000026950","Neb","chr2","-",52150966,52151059,52149589,52149697,52157831,52157912,18480,"5,4,1,5,1","0,0,0,0,0","51,43,17","6,12,7",-2,-1,1.43719591783e-10,1.88687855168e-08,"1.0,1.0,1.0,1.0,1.0","0.81,0.642,0.548",0.333,16,0,111,25
"10826",18481,"ENSMUSG00000026950","Neb","chr2","-",52150966,52151059,52149589,52149697,52159476,52159569,18481,"5,4,1,5,1","1,0,12,0,13","50,43,17","219,479,566",-2,-1,0.00184768579465,0.0416646094458,"0.714,1.0,0.04,1.0,0.037","0.102,0.043,0.015",0.505,16,26,110,1264
"10827",18482,"ENSMUSG00000026950","Neb","chr2","-",52150966,52151059,52150536,52150629,52151363,52151456,18482,"3124,2677,2098,2775,1663","4,2,4,5,6","1135,1433,1079","256,214,114",-2,-1,0,0,"0.997,0.999,0.996,0.996,0.993","0.689,0.77,0.826",0.235,12337,21,3647,584
"10831",18486,"ENSMUSG00000026950","Neb","chr2","-",52150966,52151059,52150536,52150629,52157831,52157912,18486,"1799,1537,1296,1626,1039","0,5,0,0,0","639,807,575","28,28,25",-2,-1,0,0,"1.0,0.994,1.0,1.0,1.0","0.919,0.935,0.92",0.074,7297,5,2021,81
"10832",18487,"ENSMUSG00000026950","Neb","chr2","-",52150966,52151059,52150536,52150629,52159476,52159569,18487,"1799,1537,1296,1626,1039","1,0,2,0,1","638,807,575","189,193,135",-2,-1,0,0,"0.999,1.0,0.997,1.0,0.998","0.628,0.676,0.68",0.337,7297,4,2020,517
"10845",18500,"ENSMUSG00000026950","Neb","chr2","-",52151363,52151456,52150536,52150629,52159476,52159569,18500,"4,4,11,6,17","1,0,2,0,1","1580,1421,939","189,193,135",-2,-1,0.000495748015997,0.0140811503775,"0.667,1.0,0.733,1.0,0.895","0.807,0.786,0.777",0.069,42,4,3940,517
"10855",18510,"ENSMUSG00000026950","Neb","chr2","-",52153055,52153148,52149589,52149697,52157831,52157912,18510,"4,4,1,5,4","0,0,0,0,0","64,47,33","6,12,7",-2,-1,1.11301212691e-09,1.32396153942e-07,"1.0,1.0,1.0,1.0,1.0","0.842,0.662,0.702",0.265,18,0,144,25
"10862",18517,"ENSMUSG00000026950","Neb","chr2","-",52153055,52153148,52150536,52150629,52157831,52157912,18517,"4,4,1,5,3","0,5,0,0,0","64,47,33","28,28,25",-2,-1,0.000212128427271,0.00696252637954,"1.0,0.286,1.0,1.0,1.0","0.533,0.456,0.398",0.395,17,5,144,81
"10870",18525,"ENSMUSG00000026950","Neb","chr2","-",52153055,52153148,52151363,52151456,52156354,52156447,18525,"1111,939,708,930,529","1,1,2,0,3","341,396,366","26,7,5",-2,-1,2.72004641033e-14,4.9701136677e-12,"0.998,0.998,0.994,1.0,0.989","0.868,0.966,0.973",0.06,4217,7,1103,38
"10871",18526,"ENSMUSG00000026950","Neb","chr2","-",52153055,52153148,52151363,52151456,52157290,52157383,18526,"1111,943,712,946,533","0,0,0,0,0","380,453,389","12,16,7",-2,-1,2.0242696408e-12,3.20340670657e-10,"1.0,1.0,1.0,1.0,1.0","0.941,0.934,0.965",0.053,4245,0,1222,35
"10872",18527,"ENSMUSG00000026950","Neb","chr2","-",52153055,52153148,52151363,52151456,52157831,52157912,18527,"1112,940,707,933,532","2,5,5,13,0","403,440,398","165,210,80",-2,-1,0,0,"0.996,0.989,0.986,0.973,1.0","0.55,0.512,0.713",0.397,4224,25,1241,455
"10873",18528,"ENSMUSG00000026950","Neb","chr2","-",52153055,52153148,52151363,52151456,52159476,52159569,18528,"1109,936,706,928,529","0,2,7,1,11","383,419,381","1324,1207,825",-2,-1,0,0,"1.0,0.996,0.981,0.998,0.96","0.126,0.148,0.188",0.833,4208,21,1183,3356
"10883",18538,"ENSMUSG00000026950","Neb","chr2","-",52153682,52153775,52151363,52151456,52156354,52156447,18538,"26,12,13,22,19","1,1,2,0,3","6,11,9","26,7,5",-2,-1,2.04523109559e-09,2.29428328723e-07,"0.929,0.857,0.765,1.0,0.76","0.103,0.44,0.474",0.523,92,7,26,38
"10884",18539,"ENSMUSG00000026950","Neb","chr2","-",52153682,52153775,52151363,52151456,52157290,52157383,18539,"6,7,11,7,8","0,0,0,0,0","41,18,20","12,16,7",-2,-1,1.87405646557e-13,3.25644870547e-11,"1.0,1.0,1.0,1.0,1.0","0.631,0.36,0.588",0.474,39,0,79,35
"10889",18544,"ENSMUSG00000026950","Neb","chr2","-",52153682,52153775,52153055,52153148,52157290,52157383,18544,"907,778,619,825,482","2,7,6,18,4","165,144,250","41,60,24",-2,-1,0,0,"0.996,0.982,0.981,0.958,0.984","0.668,0.545,0.839",0.296,3611,37,559,125
"10890",18545,"ENSMUSG00000026950","Neb","chr2","-",52153682,52153775,52153055,52153148,52157831,52157912,18545,"901,773,610,819,477","3,4,1,5,3","149,145,238","64,47,33",-2,-1,0,0,"0.993,0.99,0.997,0.988,0.988","0.538,0.607,0.783",0.349,3580,16,532,144
"10891",18546,"ENSMUSG00000026950","Neb","chr2","-",52153682,52153775,52153055,52153148,52159476,52159569,18546,"901,771,608,818,474","0,0,0,0,0","127,126,230","44,26,16",-2,-1,0,0,"1.0,1.0,1.0,1.0,1.0","0.591,0.708,0.878",0.274,3572,0,483,86
"10897",18552,"ENSMUSG00000026950","Neb","chr2","-",52154569,52154662,52153055,52153148,52157290,52157383,18552,"19,16,11,19,13","2,7,6,18,4","5,12,7","41,60,24",-2,-1,4.20674606261e-12,6.42761786325e-10,"0.826,0.533,0.478,0.345,0.619","0.057,0.091,0.127",0.469,78,37,24,125
"10898",18553,"ENSMUSG00000026950","Neb","chr2","-",52154569,52154662,52153055,52153148,52157831,52157924,18553,"7,4,5,10,2","3,4,1,5,3","0,8,0","64,47,33",-2,-1,6.15141271254e-12,9.2396304167e-10,"0.538,0.333,0.714,0.5,0.25","0.0,0.078,0.0",0.441,28,16,8,144
"10900",18555,"ENSMUSG00000026950","Neb","chr2","-",52154569,52154662,52153682,52153775,52156354,52156447,18555,"1380,1153,973,1135,625","26,12,13,22,19","59,115,218","4,11,9",-2,-1,3.59151332137e-05,0.00153387908694,"0.964,0.98,0.974,0.963,0.943","0.881,0.839,0.924",0.083,5266,92,392,24
"10901",18556,"ENSMUSG00000026950","Neb","chr2","-",52154569,52154662,52153682,52153775,52157290,52157383,18556,"807,714,603,699,383","6,9,14,11,11","50,78,166","47,22,21",-2,-1,4.21884749358e-15,8.21701681057e-13,"0.985,0.975,0.956,0.969,0.946","0.347,0.639,0.798",0.372,3206,51,294,90
"10902",18557,"ENSMUSG00000026950","Neb","chr2","-",52154569,52154662,52153682,52153775,52157831,52157924,18557,"795,702,597,690,372","0,2,2,1,3","45,74,159","23,19,8",-2,-1,0,0,"1.0,0.994,0.993,0.997,0.984","0.495,0.661,0.909",0.305,3156,8,278,50
"10909",18564,"ENSMUSG00000026950","Neb","chr2","-",52156354,52156447,52150536,52150629,52157831,52157924,18564,"41,55,30,39,60","0,5,0,0,0","2,12,16","28,28,25",-2,-1,0,0,"1.0,0.846,1.0,1.0,1.0","0.034,0.176,0.242",0.819,225,5,30,81
"10911",18566,"ENSMUSG00000026950","Neb","chr2","-",52156354,52156447,52150536,52150629,52162067,52162172,18566,"34,49,25,35,55","0,0,0,0,0","2,9,16","0,5,3",-2,-1,4.17042306278e-06,0.000239212227718,"1.0,1.0,1.0,1.0,1.0","1.0,0.474,0.727",0.266,198,0,27,8
"10914",18569,"ENSMUSG00000026950","Neb","chr2","-",52156354,52156447,52151363,52151456,52157290,52157383,18569,"780,688,495,665,418","0,0,0,0,0","50,81,155","12,16,7",-2,-1,0,0,"1.0,1.0,1.0,1.0,1.0","0.676,0.717,0.917",0.23,3046,0,286,35
"10915",18570,"ENSMUSG00000026950","Neb","chr2","-",52156354,52156447,52151363,52151456,52157831,52157924,18570,"8,7,7,5,8","2,5,5,13,0","26,10,5","165,210,80",-2,-1,1.02353440168e-08,1.02492224494e-06,"0.667,0.412,0.412,0.161,1.0","0.073,0.023,0.03",0.488,35,25,41,455
"10918",18573,"ENSMUSG00000026950","Neb","chr2","-",52156354,52156447,52153055,52153148,52157290,52157383,18573,"781,690,495,667,415","2,7,6,18,4","26,77,151","41,60,24",-2,-1,0,0,"0.995,0.98,0.976,0.949,0.981","0.241,0.391,0.759",0.513,3048,37,254,125
"10919",18574,"ENSMUSG00000026950","Neb","chr2","-",52156354,52156447,52153055,52153148,52157831,52157924,18574,"9,9,7,7,5","3,4,1,5,3","2,6,1","64,47,33",-2,-1,1.11022302463e-16,2.37079432392e-14,"0.6,0.529,0.778,0.412,0.455","0.015,0.06,0.015",0.525,37,16,9,144
"10921",18576,"ENSMUSG00000026950","Neb","chr2","-",52156354,52156447,52153682,52153775,52157290,52157383,18576,"805,699,506,687,434","6,9,14,11,11","28,85,159","47,22,21",-2,-1,1.74695813371e-11,2.51732406194e-09,"0.985,0.975,0.948,0.969,0.952","0.23,0.659,0.791",0.406,3131,51,272,90
"10922",18577,"ENSMUSG00000026950","Neb","chr2","-",52156354,52156447,52153682,52153775,52157831,52157924,18577,"33,18,18,27,24","0,2,2,1,3","4,14,9","23,19,8",-2,-1,3.33066907388e-16,6.94503278417e-14,"1.0,0.818,0.818,0.931,0.8","0.08,0.269,0.36",0.637,120,8,27,50
"10924",18579,"ENSMUSG00000026950","Neb","chr2","-",52156354,52156447,52154569,52154662,52157290,52157383,18579,"1505,1243,982,1247,757","12,13,8,9,13","56,135,231","5,7,7",-2,-1,1.39140431701e-05,0.000690791319739,"0.984,0.98,0.984,0.986,0.967","0.848,0.906,0.943",0.081,5734,55,422,19
"10927",18582,"ENSMUSG00000026950","Neb","chr2","-",52157290,52157383,52149589,52149697,52157831,52157912,18582,"659,596,436,598,323","0,0,0,0,0","135,162,205","6,12,7",-2,-1,2.33701946684e-13,3.94488886003e-11,"1.0,1.0,1.0,1.0,1.0","0.918,0.871,0.936",0.092,2612,0,502,25
"10929",18584,"ENSMUSG00000026950","Neb","chr2","-",52157290,52157383,52150536,52150629,52157831,52157912,18584,"659,596,436,599,323","0,5,0,0,0","135,162,204","28,28,25",-2,-1,0,0,"1.0,0.983,1.0,1.0,1.0","0.707,0.743,0.803",0.246,2613,5,501,81
"10931",18586,"ENSMUSG00000026950","Neb","chr2","-",52157290,52157383,52151363,52151456,52157831,52157912,18586,"659,596,436,598,323","2,5,5,13,0","147,178,211","165,210,80",-2,-1,0,0,"0.994,0.983,0.978,0.958,1.0","0.308,0.298,0.569",0.591,2612,25,536,455
"10933",18588,"ENSMUSG00000026950","Neb","chr2","-",52157290,52157383,52153055,52153148,52157831,52157912,18588,"661,603,442,616,327","3,4,1,5,3","176,222,228","64,47,33",-2,-1,0,0,"0.991,0.987,0.995,0.984,0.982","0.579,0.703,0.776",0.302,2649,16,626,144
"10934",18589,"ENSMUSG00000026950","Neb","chr2","-",52157290,52157383,52153055,52153148,52159476,52159569,18589,"2,7,6,18,4","0,0,0,0,0","41,60,26","44,26,16",-2,-1,3.21964677141e-15,6.3405577085e-13,"1.0,1.0,1.0,1.0,1.0","0.318,0.536,0.448",0.566,37,0,127,86
"10935",18590,"ENSMUSG00000026950","Neb","chr2","-",52157290,52157383,52153682,52153775,52157831,52157912,18590,"665,605,450,609,334","0,2,2,1,3","182,184,225","23,19,8",-2,-1,0,0,"1.0,0.993,0.991,0.997,0.982","0.798,0.829,0.934",0.139,2663,8,591,50
"10941",18596,"ENSMUSG00000026950","Neb","chr2","-",52157831,52157924,52149589,52149697,52159476,52159569,18596,"834,754,510,682,387","1,0,12,0,13","541,781,469","219,479,566",-2,-1,0,0,"0.998,1.0,0.955,1.0,0.937","0.553,0.449,0.293",0.546,3167,26,1791,1264
"10942",18597,"ENSMUSG00000026950","Neb","chr2","-",52157831,52157924,52150536,52150629,52159476,52159569,18597,"834,759,510,682,387","1,0,2,0,1","563,797,487","189,193,135",-2,-1,0,0,"0.998,1.0,0.992,1.0,0.995","0.598,0.674,0.643",0.359,3172,4,1847,517
"10944",18599,"ENSMUSG00000026950","Neb","chr2","-",52157831,52157924,52151363,52151456,52159476,52159569,18599,"836,759,515,695,387","0,2,7,1,11","700,979,542","1324,1207,825",-2,-1,0,0,"1.0,0.995,0.974,0.997,0.946","0.209,0.289,0.247",0.734,3192,21,2221,3356
"10945",18600,"ENSMUSG00000026950","Neb","chr2","-",52157831,52157924,52153055,52153148,52159476,52159569,18600,"837,758,511,687,390","0,0,0,0,0","599,816,495","44,26,16",-2,-1,0,0,"1.0,1.0,1.0,1.0,1.0","0.872,0.94,0.939",0.083,3183,0,1910,86
"10966",18621,"ENSMUSG00000026950","Neb","chr2","-",52161370,52161475,52160655,52160748,52162067,52162172,18621,"1814,1559,1266,1544,1098","10,0,22,2,39","2738,2803,2005","1173,1466,1282",-2,-1,0,0,"0.989,1.0,0.966,0.997,0.934","0.539,0.489,0.439",0.488,7281,73,7546,3921
"10967",18623,"ENSMUSG00000026950","Neb","chr2","-",52163936,52164050,52162904,52163009,52164591,52164702,18623,"2344,2302,2123,2162,2217","5,0,18,2,21","3144,3897,2402","349,653,448",-2,-1,0,0,"0.996,1.0,0.983,0.998,0.981","0.818,0.749,0.728",0.227,11148,46,9443,1450
"10968",18624,"ENSMUSG00000026950","Neb","chr2","-",52165166,52165277,52164591,52164702,52167559,52167664,18624,"4352,4496,4496,4512,4602","6,1,58,15,41","2849,2871,2052","330,1278,643",-2,-1,0,0,"0.997,1.0,0.975,0.993,0.982","0.812,0.529,0.615",0.337,22458,121,7772,2251
"10971",18627,"ENSMUSG00000026950","Neb","chr2","-",52186011,52186116,52185270,52185375,52187410,52187515,18627,"70,54,34,84,31","22,17,14,26,9","43,110,48","763,1830,685",-2,-1,0,0,"0.614,0.614,0.548,0.618,0.633","0.027,0.029,0.034",0.575,273,88,201,3278
"11009",18686,"ENSMUSG00000015522","Arnt","chr3","+",95466792,95466837,95460376,95460421,95470176,95470390,18686,"1,4,1,3,3","1,0,0,0,0","15,33,11","0,7,3",-2,-1,3.60720893225e-05,0.00153687911335,"0.333,1.0,1.0,1.0,1.0","1.0,0.702,0.647",0.084,12,1,59,10
"11052",18755,"ENSMUSG00000037148","Arhgap10","chr8","-",77382724,77382790,77365085,77365160,77384750,77384796,18755,"26,25,26,19,18","2,1,0,1,3","62,77,59","11,13,6",-2,-1,0.00114302452976,0.0283342192524,"0.867,0.926,1.0,0.905,0.75","0.738,0.748,0.831",0.117,114,7,198,30
"11114",18870,"ENSMUSG00000016664","Pacsin2","chr15","-",83379683,83379806,83378998,83379195,83381761,83381883,18870,"54,54,59,41,43","5,13,16,12,6","47,71,40","40,52,16",-2,-1,8.37285966016e-06,0.000448340074371,"0.844,0.675,0.648,0.631,0.782","0.37,0.406,0.556",0.272,251,52,158,108
"11125",18892,"ENSMUSG00000031636","Pdlim3","chr8","+",45908468,45908656,45900474,45900559,45909018,45909086,18892,"27,9,17,7,15","149,91,88,96,99","6,8,3","857,634,549",-2,-1,0,0,"0.083,0.047,0.088,0.035,0.07","0.003,0.006,0.003",0.061,75,523,17,2040
"11255",19102,"ENSMUSG00000034252","Senp6","chr9","+",80098885,80098906,80093536,80093641,80103693,80103764,19102,"18,33,30,28,39","1,0,2,3,0","13,33,4","6,9,3",-2,-1,1.01041613298e-07,8.69350268978e-06,"0.9,1.0,0.882,0.824,1.0","0.52,0.647,0.4",0.399,148,6,50,18
