"","ID","GeneID","geneSymbol","chr","strand","X1stExonStart_0base","X1stExonEnd","X2ndExonStart_0base","X2ndExonEnd","upstreamES","upstreamEE","downstreamES","downstreamEE","ID.1","IJC_SAMPLE_1","SJC_SAMPLE_1","IJC_SAMPLE_2","SJC_SAMPLE_2","IncFormLen","SkipFormLen","PValue","FDR","IncLevel1","IncLevel2","IncLevelDifference","IJC_total_S1","SJC_total_S1","IJC_total_S2","SJC_total_S2"
"1364",1663,"ENSMUSG00000026950","Neb","chr2","-",52153055,52153148,52156354,52156447,52151363,52151456,52157290,52157383,1663,"780,688,495,665,418","1111,943,712,946,533","50,81,155","380,453,389",-2,-2,1.85407245112e-14,3.49183644961e-13,"0.412,0.422,0.41,0.413,0.44","0.116,0.152,0.285",0.235,3046,4245,286,1222
"1365",1664,"ENSMUSG00000026950","Neb","chr2","-",52153055,52153148,52157290,52157383,52151363,52151456,52157831,52157912,1664,"659,596,436,598,323","1112,940,707,933,532","147,178,211","403,440,398",-2,-2,0.000124865411345,0.00086201298443,"0.372,0.388,0.381,0.391,0.378","0.267,0.288,0.346",0.082,2612,4224,536,1241
"1370",1669,"ENSMUSG00000026950","Neb","chr2","-",52153682,52153775,52154569,52154662,52150536,52150629,52156354,52156447,1669,"585,452,378,445,255","26,14,13,22,20","14,44,60","4,11,9",-2,-2,1.97740434915e-06,1.9210349039e-05,"0.957,0.97,0.967,0.953,0.927","0.778,0.8,0.87",0.139,2115,95,118,24
"1371",1670,"ENSMUSG00000026950","Neb","chr2","-",52153682,52153775,52156354,52156447,52150536,52150629,52157290,52157383,1670,"813,736,518,699,470","6,9,11,7,9","26,83,166","39,18,20",-2,-2,1.48214773787e-13,2.71980443864e-12,"0.993,0.988,0.979,0.99,0.981","0.4,0.822,0.892",0.282,3236,42,275,77
"1372",1671,"ENSMUSG00000026950","Neb","chr2","-",52153682,52153775,52157290,52157383,52150536,52150629,52157831,52157912,1671,"659,596,436,599,323","0,4,2,1,4","135,162,204","23,19,8",-2,-2,0,0,"1.0,0.993,0.995,0.998,0.988","0.854,0.895,0.962",0.091,2613,11,501,50
"1374",1673,"ENSMUSG00000026950","Neb","chr2","-",52153682,52153775,52156354,52156447,52150966,52151059,52157290,52157383,1673,"779,687,493,666,415","7,7,12,8,8","24,74,150","39,18,20",-2,-2,1.53987933516e-13,2.8017974005e-12,"0.991,0.99,0.976,0.988,0.981","0.381,0.804,0.882",0.296,3040,42,248,77
"1376",1675,"ENSMUSG00000026950","Neb","chr2","-",52153682,52153775,52156354,52156447,52151363,52151456,52157290,52157383,1675,"780,688,495,665,418","6,7,11,7,8","50,81,155","41,18,20",-2,-2,0,0,"0.992,0.99,0.978,0.99,0.981","0.549,0.818,0.886",0.235,3046,39,286,79
"1377",1676,"ENSMUSG00000026950","Neb","chr2","-",52153682,52153775,52157290,52157383,52151363,52151456,52157831,52157912,1676,"659,596,436,598,323","0,2,2,1,3","147,178,211","25,19,8",-2,-2,0,0,"1.0,0.997,0.995,0.998,0.991","0.855,0.904,0.963",0.089,2612,8,536,52
"1378",1677,"ENSMUSG00000026950","Neb","chr2","-",52153682,52153775,52156354,52156447,52151363,52151456,52157831,52157924,1677,"8,7,7,5,8","0,2,2,1,3","26,10,5","25,19,8",-2,-2,3.05631410547e-06,2.89070765835e-05,"1.0,0.778,0.778,0.833,0.727","0.51,0.345,0.385",0.41,35,8,41,52
"1381",1680,"ENSMUSG00000026950","Neb","chr2","-",52153682,52153775,52154569,52154662,52153055,52153148,52156354,52156447,1680,"592,455,381,455,255","927,783,621,840,493","14,49,59","130,137,239",-2,-2,3.60096995555e-08,4.34341713178e-07,"0.39,0.368,0.38,0.351,0.341","0.097,0.263,0.198",0.18,2138,3664,122,506
"1382",1681,"ENSMUSG00000026950","Neb","chr2","-",52153682,52153775,52156354,52156447,52153055,52153148,52157290,52157383,1681,"781,690,495,667,415","907,778,619,825,482","26,77,151","165,144,250",-2,-2,0.000380922666145,0.00239134784858,"0.463,0.47,0.444,0.447,0.463","0.136,0.348,0.377",0.17,3048,3611,254,559
"1386",1685,"ENSMUSG00000026950","Neb","chr2","-",52154569,52154662,52156354,52156447,52150536,52150629,52157290,52157383,1685,"813,736,518,699,470","12,13,8,9,13","26,83,166","5,7,8",-2,-2,3.00958237974e-05,0.000230770477475,"0.985,0.983,0.985,0.987,0.973","0.839,0.922,0.954",0.078,3236,55,275,20
"1389",1688,"ENSMUSG00000026950","Neb","chr2","-",52154569,52154662,52156354,52156447,52153055,52153148,52157290,52157383,1688,"781,690,495,667,415","19,16,11,19,13","26,77,151","5,12,7",-2,-2,2.51331383129e-05,0.000197044447121,"0.976,0.977,0.978,0.972,0.97","0.839,0.865,0.956",0.088,3048,78,254,24
"1403",1702,"ENSMUSG00000026950","Neb","chr2","-",52156354,52156447,52157290,52157383,52151363,52151456,52157831,52157924,1702,"659,596,436,598,323","8,7,7,5,8","147,178,211","26,10,5",-2,-2,4.43669545547e-11,6.85293895172e-10,"0.988,0.988,0.984,0.992,0.976","0.85,0.947,0.977",0.061,2612,35,536,41
"1421",1720,"ENSMUSG00000026950","Neb","chr2","-",52159476,52159569,52161370,52161475,52149589,52149697,52162067,52162172,1720,"955,793,688,794,639","1,0,12,0,13","1303,1527,979","215,478,564",-2,-2,0,0,"0.999,1.0,0.983,1.0,0.98","0.858,0.762,0.634",0.241,3869,26,3809,1257
"1422",1721,"ENSMUSG00000026950","Neb","chr2","-",52159476,52159569,52161370,52161475,52150536,52150629,52162067,52162172,1721,"955,793,688,794,639","1,0,2,0,1","1303,1526,978","189,194,135",-2,-2,0,0,"0.999,1.0,0.997,1.0,0.998","0.873,0.887,0.879",0.119,3869,4,3807,518
"1424",1723,"ENSMUSG00000026950","Neb","chr2","-",52160655,52160748,52161370,52161475,52149589,52149697,52162067,52162172,1723,"955,793,688,794,639","10,0,22,2,39","1303,1527,979","1112,1434,1222",-2,-2,0,0,"0.99,1.0,0.969,0.997,0.942","0.54,0.516,0.445",0.479,3869,73,3809,3768
"1425",1724,"ENSMUSG00000026950","Neb","chr2","-",52160655,52160748,52161370,52161475,52150536,52150629,52162067,52162172,1724,"955,793,688,794,639","10,0,22,3,39","1303,1526,978","1112,1434,1221",-2,-2,0,0,"0.99,1.0,0.969,0.996,0.942","0.54,0.516,0.445",0.479,3869,74,3807,3767
"1429",1728,"ENSMUSG00000026950","Neb","chr2","-",52185270,52185375,52186011,52186116,52183731,52183836,52187410,52187515,1728,"189,128,91,188,89","38,38,37,56,22","120,262,109","1585,3829,1412",-2,-2,0,0,"0.833,0.771,0.711,0.77,0.802","0.07,0.064,0.072",0.709,685,191,491,6826
"1448",1750,"ENSMUSG00000031636","Pdlim3","chr8","+",45908468,45908656,45909018,45909086,45900474,45900559,45915128,45915259,1750,"48,23,47,32,30","173,125,117,139,149","9,16,12","689,529,469",-2,-2,0,0,"0.217,0.155,0.287,0.187,0.168","0.013,0.029,0.025",0.18,180,703,37,1687
"1466",1774,"ENSMUSG00000037685","Atp8a1","chr5","-",67778959,67779033,67780987,67781061,67776128,67776198,67786625,67786666,1774,"1,3,1,2,3","0,0,1,0,1","2,5,1","7,42,2",-2,-2,6.24876816957e-11,9.44796145075e-10,"1.0,1.0,0.5,1.0,0.75","0.222,0.106,0.333",0.63,10,2,8,51
"1486",1796,"ENSMUSG00000030852","Tacc2","chr7","+",130627397,130627499,130663015,130663141,130621720,130626841,130716702,130716839,1796,"22,12,4,10,6","1,0,0,0,0","64,181,30","6,6,5",-2,-2,0.000133362953983,0.000914793169973,"0.957,1.0,1.0,1.0,1.0","0.914,0.968,0.857",0.078,54,1,275,17
"1528",1853,"ENSMUSG00000021870","Slmap","chr14","-",26442574,26442634,26459409,26459460,26438947,26439028,26459903,26459954,1853,"13,11,7,9,20","28,49,39,46,37","1,2,1","25,33,23",-2,-2,1.74408137699e-06,1.7098368568e-05,"0.317,0.183,0.152,0.164,0.351","0.038,0.057,0.042",0.188,60,199,4,81
"1529",1854,"ENSMUSG00000021870","Slmap","chr14","-",26453537,26453600,26459409,26459460,26442574,26442634,26459903,26459954,1854,"30,41,19,30,48","6,10,6,13,6","6,6,6","5,4,5",-2,-2,0.0100056533366,0.0432236171301,"0.833,0.804,0.76,0.698,0.889","0.545,0.6,0.545",0.233,168,41,18,14
"1548",1876,"ENSMUSG00000049550","Clip1","chr5","-",123635173,123635278,123638955,123638988,123630224,123631169,123640493,123640554,1876,"19,11,12,17,10","0,2,2,0,0","43,112,20","6,28,9",-2,-2,1.01119765716e-06,1.01926824879e-05,"1.0,0.846,0.857,1.0,1.0","0.878,0.8,0.69",0.151,69,4,175,43
"1584",1925,"ENSMUSG00000002546","Golga2","chr2","+",32293314,32293395,32296625,32296721,32292092,32292215,32296964,32297008,1925,"30,24,28,21,45","11,6,5,13,10","15,23,13","15,48,26",-2,-2,6.31762930858e-09,8.37280871946e-08,"0.732,0.8,0.848,0.618,0.818","0.5,0.324,0.333",0.378,148,45,51,89
"1661",2013,"ENSMUSG00000026150","Mff","chr1","+",82737012,82737087,82741817,82741976,82735418,82735507,82747082,82747142,2013,"21,23,37,34,22","63,82,85,68,67","53,10,23","180,212,157",-2,-2,1.2486581576e-05,0.00010638369303,"0.25,0.219,0.303,0.333,0.247","0.227,0.045,0.128",0.137,137,365,86,549
"1754",2122,"ENSMUSG00000029836","Cbx3","chr6","+",51475230,51475373,51478437,51478600,51471815,51471868,51481723,51481818,2122,"41,56,62,50,59","39,50,63,48,42","23,18,27","24,42,46",-2,-2,0.00942917667117,0.0410637775112,"0.512,0.528,0.496,0.51,0.584","0.489,0.3,0.37",0.14,268,242,68,112
"1813",2186,"ENSMUSG00000039968","Rsbn1l","chr5","-",20902287,20902455,20905779,20905922,20895590,20896901,20908106,20908244,2186,"9,16,12,12,13","5,2,10,6,4","7,7,6","10,13,8",-2,-2,0.000555385634631,0.00337794038967,"0.643,0.889,0.545,0.667,0.765","0.412,0.35,0.429",0.305,62,27,20,31
"1814",2187,"ENSMUSG00000039968","Rsbn1l","chr5","-",20919524,20920162,20927619,20927730,20908106,20908244,20951256,20951822,2187,"53,63,74,72,71","6,18,4,11,13","10,9,21","8,13,8",-2,-2,3.69997236562e-05,0.000279712699612,"0.898,0.778,0.949,0.867,0.845","0.556,0.409,0.724",0.304,333,52,40,29
"1816",2191,"ENSMUSG00000035934","Pknox2","chr9","-",36936320,36936492,36954692,36954832,36922342,36923772,36968377,36968486,2191,"5,3,3,7,7","1,7,0,0,1","14,26,12","11,27,14",-2,-2,0.00163748606064,0.00865931668028,"0.833,0.3,1.0,1.0,0.875","0.56,0.491,0.462",0.297,25,9,52,52
"1830",2213,"ENSMUSG00000038000","Acd","chr8","-",105700281,105700358,105700446,105700540,105700003,105700048,105700702,105700839,2213,"11,20,15,16,10","4,1,8,4,5","4,14,1","2,15,9",-2,-2,0.00460376627505,0.0219650804278,"0.733,0.952,0.652,0.8,0.667","0.667,0.483,0.1",0.344,72,22,19,26
"1831",2214,"ENSMUSG00000038000","Acd","chr8","-",105700281,105700402,105700446,105700540,105700003,105700048,105700702,105700839,2214,"11,20,15,16,10","6,4,9,12,10","4,14,1","5,14,13",-2,-2,0.0103175263169,0.0442150279489,"0.647,0.833,0.625,0.571,0.5","0.444,0.5,0.071",0.297,72,41,19,32
"1870",2261,"ENSMUSG00000021326","Trim27","chr13","+",21190091,21190124,21190592,21190686,21189854,21189970,21191219,21191246,2261,"30,29,36,23,26","0,0,5,2,5","27,30,22","12,6,3",-2,-2,0.00123204636924,0.00685285895015,"1.0,1.0,0.878,0.92,0.839","0.692,0.833,0.88",0.126,144,12,79,21
"1874",2266,"ENSMUSG00000030704","Rab6a","chr7","+",100629665,100629771,100629837,100629943,100628403,100628457,100631741,100631853,2266,"5,17,5,9,14","36,33,38,49,43","5,17,16","96,190,105",-2,-2,0.000935892358666,0.00535829571748,"0.122,0.34,0.116,0.155,0.246","0.05,0.082,0.132",0.108,50,199,38,391
"1906",2303,"ENSMUSG00000043510","Hscb","chr5","-",110830935,110830983,110834654,110834799,110829079,110829211,110835974,110836069,2303,"6,1,1,3,4","15,26,29,35,27","0,0,1","6,13,26",-2,-2,0.000713268386378,0.00419558143987,"0.286,0.037,0.033,0.079,0.129","0.0,0.0,0.037",0.1,15,132,1,45
"1919",2317,"ENSMUSG00000030306","Tmtc1","chr6","-",148271375,148271519,148284856,148284970,148262782,148262891,148294514,148294682,2317,"3,7,1,6,2","0,0,2,5,2","11,43,8","30,68,21",-2,-2,0.00230462714827,0.0116974810575,"1.0,1.0,0.333,0.545,0.5","0.268,0.387,0.276",0.365,19,9,62,119
"1970",2374,"ENSMUSG00000055320","Tead1","chr7","+",112841887,112841950,112842039,112842102,112839415,112839480,112856052,112856064,2374,"3,2,8,3,1","2,5,0,1,0","3,20,1","7,52,5",-2,-2,0.00058732857197,0.00352659082512,"0.6,0.286,1.0,0.75,1.0","0.3,0.278,0.167",0.479,17,8,24,64
"2095",2524,"ENSMUSG00000019927","Ube2d1","chr10","-",71258200,71258306,71259741,71259819,71256614,71256708,71262083,71262115,2524,"66,46,28,59,34","67,70,63,72,87","115,139,115","285,399,288",-2,-2,0.0026765530114,0.0133640914313,"0.496,0.397,0.308,0.45,0.281","0.287,0.258,0.285",0.11,233,359,369,972
"2108",2540,"ENSMUSG00000061462","Obscn","chr11","-",59061423,59061687,59064186,59064450,59055960,59056224,59067065,59067329,2540,"8,7,5,15,6","0,0,0,1,1","12,42,30","2,6,1",-2,-2,0.000881672815766,0.00507493709236,"1.0,1.0,1.0,0.938,0.857","0.857,0.875,0.968",0.059,41,2,84,9
"2117",2550,"ENSMUSG00000061462","Obscn","chr11","-",59103274,59103550,59106294,59106570,59099689,59099965,59107741,59108017,2550,"41,49,36,58,68","18,0,2,20,1","8,55,25","5,36,17",-2,-2,1.00196764441e-07,1.14426836838e-06,"0.695,1.0,0.947,0.744,0.986","0.615,0.604,0.595",0.27,252,41,88,58
