"","ID","GeneID","geneSymbol","chr","strand","exonStart_0base","exonEnd","upstreamES","upstreamEE","downstreamES","downstreamEE","ID.1","IJC_SAMPLE_1","SJC_SAMPLE_1","IJC_SAMPLE_2","SJC_SAMPLE_2","IncFormLen","SkipFormLen","PValue","FDR","IncLevel1","IncLevel2","IncLevelDifference","IJC_total_S1","SJC_total_S1","IJC_total_S2","SJC_total_S2"
"5974",9393,"ENSMUSG00000030987","Stim1","chr7","+",102428773,102428866,102427081,102427317,102430884,102430928,9393,"95,57,101,76,65","91,62,103,97,65","38,29,59","84,180,145",-2,-1,1.58772994752e-12,3.48482170956e-10,"0.343,0.315,0.329,0.281,0.333","0.184,0.075,0.169",0.178,394,418,126,409
"6046",9489,"ENSMUSG00000020061","Mybpc1","chr10","-",88537465,88537519,88536314,88536482,88540948,88541083,9489,"933,373,760,427,425","5079,3283,5437,3911,3946","19,9,5","2263,1827,1308",-2,-1,0,0,"0.084,0.054,0.065,0.052,0.051","0.004,0.002,0.002",0.059,2918,21656,33,5398
"6052",9495,"ENSMUSG00000020061","Mybpc1","chr10","-",88582006,88582048,88573415,88573529,88585659,88585695,9495,"1610,1892,2056,1565,1120","91,27,26,46,53","1070,1163,931","385,657,456",-2,-1,0,0,"0.898,0.972,0.975,0.944,0.914","0.582,0.47,0.505",0.422,8243,243,3164,1498
"6149",9633,"ENSMUSG00000030846","Tial1","chr7","-",128446730,128446798,128446194,128446270,128448120,128448208,9633,"8,3,23,4,6","17,18,36,22,25","5,0,1","16,22,17",-2,-1,0.00112893289939,0.0285393640586,"0.19,0.077,0.242,0.083,0.107","0.135,0.0,0.029",0.085,44,118,6,55
"6150",9634,"ENSMUSG00000030846","Tial1","chr7","-",128446730,128447107,128446194,128446270,128448120,128448208,9634,"35,2,39,20,11","17,18,36,22,25","7,0,1","16,22,17",-2,-1,2.61520605928e-05,0.00138158156333,"0.507,0.053,0.351,0.313,0.18","0.179,0.0,0.029",0.211,107,118,8,55
"6185",9693,"ENSMUSG00000036180","Gatad2a","chr8","-",69912163,69912238,69911676,69911869,69912922,69913224,9693,"23,27,43,29,37","2,0,7,2,5","12,15,13","5,8,7",-2,-1,1.43027556843e-05,0.000816369084501,"0.852,1.0,0.754,0.879,0.787","0.545,0.484,0.481",0.351,159,16,40,20
"6295",9855,"ENSMUSG00000039477","Tnrc18","chr5","-",142764768,142764897,142762989,142763161,142765050,142765187,9855,"22,31,38,47,16","1,0,2,0,2","10,10,5","5,0,2",-2,-1,0.000852668034629,0.0226350404704,"0.917,1.0,0.905,1.0,0.8","0.5,1.0,0.556",0.239,154,5,25,7
"6317",9891,"ENSMUSG00000036026","Tmem63b","chr17","-",45678962,45679001,45677925,45678016,45679236,45679316,9891,"49,65,88,33,39","45,75,78,64,47","13,7,11","38,48,46",-2,-1,1.36893818503e-09,2.15886621921e-07,"0.353,0.302,0.361,0.205,0.293","0.146,0.068,0.107",0.196,274,309,31,132
"6460",10124,"ENSMUSG00000027624","Epb41l1","chr2","+",156511784,156511820,156510732,156510881,156514027,156514210,10124,"2,5,4,2,2","13,9,16,21,16","0,0,0","11,14,4",-2,-1,0.000223568019504,0.00765235230746,"0.071,0.217,0.111,0.045,0.059","0.0,0.0,0.0",0.101,15,75,0,29
"6578",10314,"ENSMUSG00000054519","Zfp867","chr11","-",59465011,59465072,59461196,59464286,59465450,59465577,10314,"26,9,9,14,13","0,0,0,0,0","5,3,6","1,3,2",-2,-1,1.26013146736e-05,0.000733010900003,"1.0,1.0,1.0,1.0,1.0","0.714,0.333,0.6",0.451,71,0,14,6
"6666",10462,"ENSMUSG00000016495","Plgrkt","chr19","-",29350359,29350469,29348598,29349005,29358316,29358403,10462,"47,27,77,37,41","10,5,11,3,7","6,19,13","4,9,7",-2,-1,0.000533204538064,0.0157228872789,"0.701,0.73,0.778,0.86,0.745","0.429,0.514,0.481",0.288,229,36,38,20
"6683",10488,"ENSMUSG00000093930","Hmgcs1","chr13","+",119694889,119695047,119690378,119690513,119699663,119699726,10488,"10,15,18,8,6","0,0,4,0,0","13,18,16","2,7,2",-2,-1,6.55671249692e-05,0.00288414068305,"1.0,1.0,0.692,1.0,1.0","0.765,0.563,0.8",0.229,57,4,47,11
"6684",10489,"ENSMUSG00000093930","Hmgcs1","chr13","+",119694988,119695047,119690463,119690513,119699663,119700121,10489,"14,23,28,8,11","0,0,4,0,0","17,41,33","2,7,2",-2,-1,0.00018226282481,0.00651069721511,"1.0,1.0,0.778,1.0,1.0","0.81,0.745,0.892",0.14,84,4,91,11
"6695",10507,"ENSMUSG00000027763","Mbnl1","chr3","+",60528755,60529804,60501178,60501423,60595593,60595764,10507,"82,75,120,113,49","8,18,19,11,12","80,128,150","38,77,85",-2,-1,2.38290498444e-11,4.69741177025e-09,"0.837,0.676,0.759,0.837,0.671","0.513,0.454,0.469",0.277,439,68,358,200
"6766",10605,"ENSMUSG00000041476","Smpx","chrX","+",157751594,157751629,157720930,157721079,157752171,157752214,10605,"2822,2352,2959,2408,2073","204,119,156,138,104","919,342,359","107,25,34",-2,-1,5.44594332719e-06,0.000356751179803,"0.874,0.908,0.905,0.897,0.909","0.811,0.872,0.841",0.057,12614,721,1620,166
"6894",10794,"ENSMUSG00000069769","Msi2","chr11","-",88348783,88348938,88339381,88344660,88366784,88366847,10794,"115,64,104,108,89","12,18,29,17,19","48,59,42","30,19,24",-2,-1,0.000197196094005,0.00693934684523,"0.827,0.64,0.642,0.761,0.701","0.444,0.608,0.467",0.208,480,95,149,73
"6896",10796,"ENSMUSG00000069769","Msi2","chr11","-",88348783,88348992,88343888,88344660,88366784,88366847,10796,"93,52,84,81,56","12,18,29,17,19","33,46,39","30,19,24",-2,-1,0.000830387332353,0.0223200762491,"0.795,0.591,0.592,0.704,0.596","0.355,0.548,0.448",0.205,366,95,118,73
"7058",11042,"ENSMUSG00000035778","Ggta1","chr2","-",35416471,35416507,35414218,35414284,35422179,35422268,11042,"14,5,11,15,7","6,7,12,7,3","2,0,0","1,3,1",-2,-1,0.000472493335658,0.0143705473088,"0.538,0.263,0.314,0.517,0.538","0.5,0.0,0.0",0.267,52,35,2,5
"7075",11069,"ENSMUSG00000026305","Lrrfip1","chr1","+",91087058,91087124,91084945,91085005,91088633,91088711,11069,"162,100,172,135,87","4,1,2,3,4","82,99,89","4,8,12",-2,-1,1.22110754669e-05,0.000712256977234,"0.953,0.98,0.977,0.957,0.916","0.911,0.861,0.788",0.103,656,14,270,24
"7141",11167,"ENSMUSG00000019944","Rhobtb1","chr10","+",69219446,69219539,69215301,69215352,69248770,69248972,11167,"1,6,2,3,7","10,19,42,16,13","0,0,0","6,2,4",-2,-1,0.000372593220649,0.0117344817568,"0.048,0.136,0.023,0.086,0.212","0.0,0.0,0.0",0.101,19,100,0,12
"7372",11539,"ENSMUSG00000055720","Ubl7","chr9","+",57911716,57911825,57911031,57911059,57912637,57912850,11539,"18,11,30,17,4","2,1,0,0,0","5,21,5","1,7,5",-2,-1,4.52162830511e-08,5.34808147866e-06,"0.818,0.846,1.0,1.0,1.0","0.714,0.6,0.333",0.384,80,3,31,13
"7373",11540,"ENSMUSG00000055720","Ubl7","chr9","+",57911716,57911825,57911050,57911171,57912637,57912850,11540,"15,7,30,16,4","0,0,1,1,3","5,17,5","5,2,4",-2,-1,0.000174385557447,0.00628201102884,"1.0,1.0,0.938,0.889,0.4","0.333,0.81,0.385",0.336,72,5,27,11
"7388",11558,"ENSMUSG00000019920","Lims1","chr10","+",58418646,58418786,58418398,58418474,58421453,58421783,11558,"104,100,196,104,75","54,44,95,72,32","17,17,10","10,42,15",-2,-1,0.00107349421684,0.0275026376372,"0.491,0.532,0.508,0.419,0.54","0.459,0.168,0.25",0.206,579,297,44,67
"7488",11709,"ENSMUSG00000005534","Insr","chr8","-",3181701,3181737,3174794,3174888,3184950,3185152,11709,"14,5,23,14,11","23,1,19,12,14","6,4,2","14,20,25",-2,-1,5.51528598692e-05,0.00250106159997,"0.233,0.714,0.377,0.368,0.282","0.176,0.091,0.038",0.293,67,69,12,59
"7495",11721,"ENSMUSG00000071317","Bves","chr10","+",45339219,45339456,45335771,45335881,45343033,45343158,11721,"126,151,156,130,84","2,6,3,8,7","105,138,129","5,23,31",-2,-1,7.32333531916e-06,0.000462652252062,"0.969,0.926,0.963,0.89,0.857","0.913,0.75,0.675",0.142,647,26,372,59
"7809",12227,"ENSMUSG00000040430","Pitpnc1","chr11","-",107216677,107216796,107207891,107212658,107226230,107226294,12227,"48,37,51,25,28","80,76,126,55,49","9,20,13","63,88,74",-2,-1,3.07074266681e-07,2.84243962506e-05,"0.231,0.196,0.168,0.185,0.222","0.067,0.102,0.081",0.117,189,386,42,225
"7933",12437,"ENSMUSG00000032479","Map4","chr9","+",110064227,110064449,110062590,110063123,110067484,110067668,12437,"570,273,540,369,369","13,3,9,11,7","305,156,147","27,7,12",-2,-1,1.87136266483e-08,2.38570725355e-06,"0.956,0.978,0.968,0.944,0.963","0.85,0.918,0.86",0.086,2121,43,608,46
"7934",12438,"ENSMUSG00000032479","Map4","chr9","+",110071025,110071139,110068692,110068985,110072612,110072705,12438,"117,79,117,67,80","206,84,158,103,113","55,24,41","103,100,106",-2,-1,5.52136661336e-05,0.00250106159997,"0.221,0.32,0.27,0.245,0.261","0.211,0.107,0.162",0.103,460,664,120,309
"7935",12439,"ENSMUSG00000032479","Map4","chr9","+",110071025,110071139,110068692,110068985,110078002,110078084,12439,"56,38,57,32,47","105,49,101,54,65","18,10,21","78,89,78",-2,-1,3.30011240557e-10,5.71214578167e-08,"0.211,0.279,0.22,0.229,0.266","0.103,0.053,0.119",0.149,230,374,49,245
"7936",12440,"ENSMUSG00000032479","Map4","chr9","+",110072612,110072705,110068692,110068985,110078002,110078084,12440,"437,188,359,231,276","105,49,101,54,65","223,227,217","78,89,78",-2,-1,0.00140931571193,0.0339031994429,"0.675,0.657,0.64,0.681,0.68","0.588,0.56,0.582",0.09,1491,374,667,245
"8085",12678,"ENSMUSG00000031729","Ist1","chr8","-",109675642,109675802,109675375,109675424,109676757,109676850,12678,"30,14,18,22,17","26,35,44,38,26","6,4,5","25,17,23",-2,-1,0.000922316033963,0.0240638582881,"0.366,0.167,0.17,0.224,0.246","0.107,0.105,0.098",0.131,101,169,15,65
"8153",12788,"ENSMUSG00000006169","Clint1","chr11","+",45902210,45902285,45895059,45895129,45906180,45906467,12788,"98,65,159,103,57","0,0,3,0,0","50,89,75","0,2,7",-2,-1,0.00120418257502,0.0300904307772,"1.0,1.0,0.964,1.0,1.0","1.0,0.957,0.843",0.059,482,3,214,9
"8216",12876,"ENSMUSG00000002661","Alkbh7","chr17","+",56998388,56998562,56997342,56997567,56998670,56998795,12876,"129,171,166,121,116","0,1,1,1,2","57,78,57","6,1,2",-2,-1,0.000732616555051,0.0203356016389,"1.0,0.988,0.988,0.984,0.967","0.826,0.975,0.934",0.074,703,5,192,9
"8282",12974,"ENSMUSG00000029048","Rer1","chr4","-",155083108,155083236,155082687,155082754,155086204,155086382,12974,"15,19,18,14,11","33,60,37,61,32","8,10,13","40,95,123",-2,-1,7.92069805788e-06,0.000493075034071,"0.185,0.137,0.196,0.103,0.147","0.091,0.05,0.05",0.09,77,223,31,258
"8283",12975,"ENSMUSG00000029048","Rer1","chr4","-",155083108,155083317,155082666,155082754,155086204,155086371,12975,"24,28,29,29,15","33,60,37,61,32","19,26,26","40,95,123",-2,-1,0.000493557552478,0.0147843058825,"0.267,0.189,0.282,0.192,0.19","0.192,0.12,0.096",0.088,125,223,71,258
"8301",12995,"ENSMUSG00000021044","Adck1","chr12","+",88368334,88368480,88360888,88360972,88371694,88371778,12995,"23,20,20,18,16","0,1,0,0,0","15,47,28","0,5,2",-2,-1,0.00139496599195,0.033685789398,"1.0,0.909,1.0,1.0,1.0","1.0,0.825,0.875",0.082,97,1,90,7
"8543",13385,"ENSMUSG00000029528","Pxn","chr5","+",115551487,115551589,115548281,115549112,115551850,115552021,13385,"64,35,68,42,31","0,0,0,1,0","52,46,50","6,0,7",-2,-1,2.34881197048e-07,2.25253184016e-05,"1.0,1.0,1.0,0.955,1.0","0.813,1.0,0.781",0.126,240,1,148,13
"8613",13492,"ENSMUSG00000014426","Map3k4","chr17","-",12242649,12242805,12239969,12240070,12243499,12243596,13492,"29,25,22,20,37","12,4,3,2,6","13,18,18","13,27,11",-2,-1,8.23896220248e-07,6.77179742188e-05,"0.547,0.758,0.786,0.833,0.755","0.333,0.25,0.45",0.391,133,27,49,51
"8642",13537,"ENSMUSG00000025968","Ndufs1","chr1","-",63172153,63172257,63170848,63170914,63176427,63176524,13537,"70,51,72,54,71","149,177,225,129,102","33,16,16","122,115,100",-2,-1,3.35325057088e-06,0.000232403965854,"0.19,0.126,0.138,0.173,0.258","0.119,0.065,0.074",0.091,318,782,65,337
"8643",13538,"ENSMUSG00000025968","Ndufs1","chr1","-",63172153,63172257,63170848,63170914,63176585,63176669,13538,"60,50,78,58,62","87,192,141,127,88","33,21,20","101,211,185",-2,-1,8.56570370189e-12,1.75349838282e-09,"0.256,0.115,0.217,0.186,0.261","0.14,0.047,0.051",0.128,308,635,74,497
"8715",13635,"ENSMUSG00000025006","Sorbs1","chr19","-",40300242,40300302,40299462,40299521,40311668,40311748,13635,"171,107,183,137,158","12,12,24,15,7","45,16,8","8,11,8",-2,-1,0.000111258342852,0.00437835511889,"0.877,0.817,0.792,0.82,0.919","0.738,0.421,0.333",0.348,756,70,69,27
"8716",13636,"ENSMUSG00000025006","Sorbs1","chr19","-",40309580,40310333,40299462,40299521,40311668,40311863,13636,"208,126,197,123,140","12,12,24,15,7","42,33,26","8,11,8",-2,-1,0.000186646773542,0.00662284968118,"0.897,0.84,0.804,0.804,0.909","0.724,0.6,0.619",0.203,794,70,101,27
"8725",13645,"ENSMUSG00000025006","Sorbs1","chr19","-",40340684,40340750,40336985,40337035,40349898,40350013,13645,"2,2,4,4,1","11,10,21,12,11","0,0,0","1,4,5",-2,-1,0.00164966720969,0.0383421559981,"0.083,0.091,0.087,0.143,0.043","0.0,0.0,0.0",0.089,13,65,0,10
"8761",13684,"ENSMUSG00000024940","Ltbp3","chr19","+",5757034,5757175,5756793,5756931,5757310,5757472,13684,"34,22,51,45,20","112,64,107,79,40","13,7,12","45,118,84",-2,-1,1.52295611677e-08,1.95728918233e-06,"0.132,0.147,0.192,0.222,0.2","0.126,0.029,0.067",0.105,172,402,32,247
"8781",13711,"ENSMUSG00000027620","Rbm39","chr2","-",156177632,156177906,156177360,156177385,156178879,156178952,13711,"4,1,2,6,3","25,7,13,20,8","0,0,0","8,2,5",-2,-1,0.000333683818615,0.0106989887023,"0.074,0.067,0.071,0.13,0.158","0.0,0.0,0.0",0.1,16,73,0,15
"8850",13815,"ENSMUSG00000028221","Pip4p2","chr4","+",14892392,14892499,14886533,14886682,14893500,14893624,13815,"88,94,99,65,47","1,0,1,1,0","46,79,83","1,7,2",-2,-1,0.000231651239976,0.00787836245861,"0.978,1.0,0.98,0.97,1.0","0.958,0.849,0.954",0.065,393,3,208,10
"8864",13846,"ENSMUSG00000027194","Ttc17","chr2","-",94342626,94342797,94332792,94333052,94358750,94358937,13846,"23,36,39,59,30","3,0,3,1,3","30,19,18","6,4,9",-2,-1,3.05037761049e-05,0.00155737504382,"0.793,1.0,0.867,0.967,0.833","0.714,0.704,0.5",0.253,187,10,67,19
"8997",14052,"ENSMUSG00000034006","Pqlc1","chr18","+",80272461,80272515,80263419,80263553,80283275,80283492,14052,"48,20,35,22,31","35,42,47,31,30","1,3,3","6,12,16",-2,-1,3.89639207701e-05,0.00187679156832,"0.407,0.192,0.271,0.262,0.341","0.077,0.111,0.086",0.203,156,185,7,34
"9029",14111,"ENSMUSG00000028771","Ptpn12","chr5","-",21029775,21029884,21022017,21022094,21055648,21055911,14111,"59,25,53,42,44","0,0,3,3,1","15,9,14","0,7,7",-2,-1,0.000113533554037,0.00445143529548,"1.0,1.0,0.898,0.875,0.957","1.0,0.391,0.5",0.316,223,7,38,14
"9157",14335,"ENSMUSG00000024924","Vldlr","chr19","+",27236239,27236362,27234789,27234912,27238052,27238424,14335,"126,121,211,154,102","0,0,3,0,1","75,100,161","4,5,6",-2,-1,3.82489799611e-06,0.000260166384464,"1.0,1.0,0.972,1.0,0.981","0.904,0.909,0.931",0.076,714,4,336,15
"9166",14354,"ENSMUSG00000034101","Ctnnd1","chr2","-",84626019,84626137,84624269,84624558,84650405,84650676,14354,"6,2,8,2,2","17,18,29,14,17","0,1,0","3,6,6",-2,-1,0.0010779470811,0.0275173781254,"0.15,0.053,0.121,0.067,0.056","0.0,0.077,0.0",0.064,20,95,1,15
"9175",14369,"ENSMUSG00000028797","Tmem234","chr4","+",129601406,129601625,129600982,129601134,129602194,129602261,14369,"19,12,16,5,8","18,26,23,24,22","5,0,0","12,27,22",-2,-1,2.98663879383e-06,0.000211247640932,"0.345,0.188,0.258,0.094,0.154","0.172,0.0,0.0",0.15,60,113,5,61
"9289",14537,"ENSMUSG00000061723","Tnnt3","chr7","+",142502739,142502757,142501828,142501842,142504047,142504065,14537,"7219,10246,8350,8220,5928","1795,107,171,59,770","8431,15576,12000","8039,18261,17525",-2,-1,0,0,"0.668,0.98,0.961,0.986,0.794","0.344,0.299,0.255",0.578,39963,2902,36007,43825
"9301",14551,"ENSMUSG00000061723","Tnnt3","chr7","+",142504249,142504264,142504047,142504065,142505515,142505530,14551,"4912,7193,6565,6060,4250","3499,5595,4459,4016,2897","907,2104,1826","7619,9728,7595",-2,-1,0,0,"0.412,0.391,0.424,0.43,0.423","0.056,0.098,0.107",0.329,28980,20466,4837,24942
"9317",14567,"ENSMUSG00000061723","Tnnt3","chr7","+",142505515,142505530,142505287,142505299,142507749,142507788,14567,"233,303,174,197,157","22,13,16,8,22","220,731,497","38,96,81",-2,-1,2.14301575835e-05,0.00115567221586,"0.841,0.921,0.845,0.925,0.781","0.743,0.792,0.754",0.1,1064,81,1448,215
"9318",14568,"ENSMUSG00000061723","Tnnt3","chr7","+",142505515,142505530,142505287,142505299,142508334,142508353,14568,"4919,5699,4476,5020,4224","3490,430,409,498,1821","7104,5717,4130","15784,21036,21993",-2,-1,0,0,"0.413,0.869,0.845,0.834,0.537","0.184,0.12,0.086",0.57,24338,6648,16951,58813
"9319",14569,"ENSMUSG00000061723","Tnnt3","chr7","+",142507749,142507788,142504022,142504065,142508334,142508353,14569,"404,428,378,350,310","123,190,152,120,93","106,89,63","196,380,353",-2,-1,0,0,"0.622,0.53,0.554,0.593,0.625","0.213,0.105,0.082",0.451,1870,678,258,929
"9320",14570,"ENSMUSG00000061723","Tnnt3","chr7","+",142507749,142507788,142504249,142504264,142508334,142508353,14570,"402,427,387,342,311","4,5,1,3,6","97,84,61","3,4,6",-2,-1,0.000206418887153,0.00717675942702,"0.98,0.977,0.995,0.983,0.963","0.942,0.913,0.836",0.083,1869,19,242,13
"9321",14571,"ENSMUSG00000061723","Tnnt3","chr7","+",142507749,142507788,142505287,142505299,142508334,142508353,14571,"413,428,386,344,325","3490,430,409,498,1821","133,163,132","15784,21036,21993",-2,-1,0,0,"0.056,0.332,0.321,0.257,0.082","0.004,0.004,0.003",0.206,1896,6648,428,58813
"9327",14577,"ENSMUSG00000061723","Tnnt3","chr7","+",142514325,142514366,142513664,142513705,142515775,142515830,14577,"9800,7735,9300,8757,8217","4426,178,572,170,1322","12327,10321,9075","10222,12577,11128",-2,-1,0,0,"0.525,0.956,0.89,0.963,0.757","0.376,0.291,0.29",0.499,43809,6668,31723,33927
"9426",14733,"ENSMUSG00000020124","Usp15","chr10","-",123153040,123153127,123146793,123146938,123163592,123163654,14733,"105,67,148,110,66","69,51,98,61,58","72,35,29","70,52,38",-2,-1,0.000503504425302,0.0149924604401,"0.432,0.396,0.43,0.474,0.363","0.34,0.252,0.276",0.13,496,337,136,160
"9547",14922,"ENSMUSG00000063077","Kif1b","chr4","-",149220541,149220790,149214906,149215025,149222226,149222364,14922,"22,8,26,16,13","27,19,37,38,26","10,10,11","41,64,39",-2,-1,6.91879508568e-05,0.00301229340233,"0.289,0.174,0.26,0.174,0.2","0.109,0.072,0.124",0.118,85,147,31,144
"9631",15053,"ENSMUSG00000042055","Wdr11","chr7","+",129592975,129593087,129591862,129592063,129599024,129599178,15053,"14,5,9,14,4","0,0,0,1,0","9,26,18","0,5,2",-2,-1,0.000238821017939,0.00808346497921,"1.0,1.0,1.0,0.875,1.0","1.0,0.722,0.818",0.128,46,1,53,7
"9806",15303,"ENSMUSG00000022564","Grina","chr15","+",76247639,76247737,76246769,76246900,76247850,76248177,15303,"7,9,9,12,6","22,27,18,27,17","5,10,13","26,90,80",-2,-1,0.000671661856107,0.0189149218472,"0.137,0.143,0.2,0.182,0.15","0.088,0.053,0.075",0.09,43,111,28,196
"10271",16025,"ENSMUSG00000067081","Asb18","chr1","-",89996211,89996334,89992957,89993225,90014372,90014577,16025,"6,7,9,4,5","11,21,19,19,11","0,0,0","16,27,26",-2,-1,1.10808173748e-09,1.76052687992e-07,"0.214,0.143,0.191,0.095,0.185","0.0,0.0,0.0",0.166,31,81,0,69
"10272",16032,"ENSMUSG00000038515","Grtp1","chr8","-",13179582,13179755,13179322,13179508,13186882,13186979,16032,"20,19,29,12,16","1,0,0,1,1","20,40,32","1,6,4",-2,-1,3.04859037754e-05,0.00155737504382,"0.909,1.0,1.0,0.857,0.889","0.909,0.769,0.8",0.105,96,3,92,11
"10338",16128,"ENSMUSG00000021820","Camk2g","chr14","-",20745791,20745860,20744603,20744648,20747818,20747851,16128,"76,68,85,62,66","5,0,1,3,3","97,80,90","15,13,16",-2,-1,1.37613749285e-08,1.79742130201e-06,"0.884,1.0,0.977,0.912,0.917","0.764,0.755,0.738",0.186,357,12,267,44
"10739",16764,"ENSMUSG00000055013","Agap1","chr1","+",89610283,89610295,89609495,89609583,89627760,89627846,16764,"3,6,9,1,6","16,9,18,16,7","1,1,0","2,17,8",-2,-1,0.00015679080294,0.00578522737364,"0.086,0.25,0.2,0.03,0.3","0.2,0.029,0.0",0.097,25,66,2,27
"10829",16887,"ENSMUSG00000021012","Zc3h14","chr12","+",98774244,98774319,98763822,98763978,98779107,98779267,16887,"102,79,114,96,77","2,1,0,8,0","63,32,23","8,4,3",-2,-1,2.89100886119e-05,0.00149392181201,"0.962,0.975,1.0,0.857,1.0","0.797,0.8,0.793",0.162,468,11,118,15
"10881",16976,"ENSMUSG00000000538","Tom1l2","chr11","-",60239009,60239072,60232897,60232957,60241817,60241893,16976,"23,13,39,25,31","21,10,38,24,29","25,3,4","33,28,27",-2,-1,3.08728657484e-05,0.00157244811431,"0.354,0.394,0.339,0.342,0.348","0.275,0.051,0.069",0.224,131,122,32,88
"10937",17076,"ENSMUSG00000021268","Meg3","chr12","+",109544947,109545041,109544026,109544742,109546429,109546542,17076,"2,24,33,0,1","94,21,38,50,59","1,1,1","36,26,5",-2,-1,0.000600803318682,0.0172386828231,"0.011,0.364,0.303,0.0,0.008","0.014,0.019,0.091",0.096,60,262,3,67
"11075",17292,"ENSMUSG00000041126","H2afv","chr11","-",6433723,6433837,6429095,6429225,6439375,6439453,17292,"142,203,151,143,147","3,4,5,3,1","50,90,108","7,5,8",-2,-1,6.5314918775e-05,0.00287899507395,"0.959,0.962,0.938,0.96,0.987","0.781,0.9,0.871",0.111,786,16,248,20
"11085",17304,"ENSMUSG00000038005","Hpf1","chr8","+",60895460,60895650,60893700,60893860,60896737,60896836,17304,"25,31,26,28,19","4,2,0,1,4","15,4,7","5,4,6",-2,-1,2.58095532383e-05,0.00136687907573,"0.758,0.886,1.0,0.933,0.704","0.6,0.333,0.368",0.423,129,11,26,15
"11278",17640,"ENSMUSG00000005417","Mprip","chr11","+",59741990,59742098,59740848,59741261,59743770,59743827,17640,"174,159,225,232,170","11,12,9,5,6","113,108,89","7,12,14",-2,-1,0.00121533655095,0.0302561247296,"0.888,0.869,0.926,0.959,0.934","0.89,0.818,0.761",0.092,960,43,310,33
"11304",17680,"ENSMUSG00000032187","Smarca4","chr9","+",21677952,21678051,21677449,21677677,21678315,21678393,17680,"15,8,8,9,20","51,27,69,44,46","1,6,6","28,79,69",-2,-1,1.91336790137e-05,0.00104718772802,"0.128,0.129,0.055,0.093,0.179","0.018,0.037,0.042",0.084,60,237,13,176
"11357",17757,"ENSMUSG00000031508","Ankrd10","chr8","-",11623696,11623858,11619061,11619297,11628438,11628530,17757,"13,18,15,9,22","27,23,41,31,13","0,2,4","12,14,11",-2,-1,0.000515918846242,0.0153192324818,"0.194,0.281,0.155,0.127,0.458","0.0,0.067,0.154",0.169,77,135,6,37
"11421",17850,"ENSMUSG00000022255","Mtdh","chr15","+",34116310,34116376,34114798,34114975,34117879,34117997,17850,"179,92,202,159,133","1,0,3,0,2","135,105,118","3,7,2",-2,-1,0.000618407281392,0.0176250214469,"0.989,1.0,0.971,1.0,0.971","0.957,0.882,0.967",0.051,765,6,358,12
"11502",17956,"ENSMUSG00000021768","Dusp13","chr14","-",21744747,21744942,21740143,21740277,21746309,21746485,17956,"47,78,56,78,84","2,0,0,0,0","98,69,100","0,4,7",-2,-1,0.000198079616929,0.00694747124286,"0.922,1.0,1.0,1.0,1.0","1.0,0.896,0.877",0.06,343,2,267,11
"11541",18036,"ENSMUSG00000033004","Mycbp2","chr14","-",103174765,103174990,103173786,103173919,103182353,103182494,18036,"25,11,38,20,21","0,0,5,0,1","19,24,10","0,6,6",-2,-1,0.00184530434172,0.0419727878581,"1.0,1.0,0.792,1.0,0.913","1.0,0.667,0.455",0.234,115,6,53,12
"11556",18058,"ENSMUSG00000055835","Zfp1","chr8","+",111666119,111666204,111658385,111658441,111669490,111670682,18058,"13,7,17,11,14","1,0,1,0,2","7,15,10","1,3,2",-2,-1,0.00177667289628,0.0408040625262,"0.867,1.0,0.895,1.0,0.778","0.778,0.714,0.714",0.173,62,4,32,6
"11688",18239,"ENSMUSG00000033157","Abhd10","chr16","-",45740318,45740502,45737523,45737635,45742776,45742955,18239,"19,40,45,28,23","1,8,2,3,1","9,26,11","4,9,6",-2,-1,9.9531834337e-05,0.00399283802554,"0.905,0.714,0.918,0.824,0.92","0.529,0.591,0.478",0.324,155,15,46,19
"11747",18328,"ENSMUSG00000008855","Hdac5","chr11","-",102213924,102214036,102206906,102207166,102218415,102218487,18328,"18,20,17,22,16","12,22,23,23,12","7,12,2","15,22,15",-2,-1,0.00177985892917,0.0408331859936,"0.429,0.313,0.27,0.324,0.4","0.189,0.214,0.063",0.192,93,92,21,52
"11842",18454,"ENSMUSG00000021413","Prpf4b","chr13","+",34899314,34899455,34899108,34899223,34899830,34899982,18454,"3,2,8,1,5","12,1,12,19,9","0,0,1","8,3,8",-2,-1,0.00015313364124,0.00567981745993,"0.111,0.5,0.25,0.026,0.217","0.0,0.0,0.059",0.201,19,53,1,19
"11936",18607,"ENSMUSG00000069372","Ctxn3","chr18","+",57472611,57472696,57468521,57468836,57477013,57477208,18607,"13,15,10,11,4","10,8,10,7,8","6,5,1","15,17,7",-2,-1,0.000242729627582,0.00816913142989,"0.394,0.484,0.333,0.44,0.2","0.167,0.128,0.067",0.25,53,43,12,39
"11999",18690,"ENSMUSG00000020386","Sar1b","chr11","+",51777486,51777561,51763686,51763791,51779688,51779808,18690,"119,111,90,80,76","2,2,2,1,4","267,398,428","18,26,23",-2,-1,3.58377054475e-05,0.00176208948955,"0.967,0.965,0.957,0.976,0.905","0.881,0.884,0.903",0.065,476,11,1093,67
