ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
660	"ENSMUSG00000020156"	"Pwwp3a"	chr10	+	80236110	80238920	80236110	80236181	80238314	80238920	660	0,2,4,4,2	39,10,46,40,20	1,3,2	8,20,17	-2	-1	0.613265365531	1.0	0.0,0.091,0.042,0.048,0.048	0.059,0.07,0.056	-0.016
661	"ENSMUSG00000020156"	"Pwwp3a"	chr10	+	80238314	80238920	80238314	80238391	80238859	80238920	661	5,1,2,4,2	32,18,40,50,41	0,0,2	10,26,20	-2	-1	0.0540665635746	0.565827888019	0.072,0.027,0.024,0.038,0.024	0.0,0.0,0.048	0.021
662	"ENSMUSG00000038766"	"Gabpb2"	chr3	-	95203730	95204808	95203730	95203925	95204640	95204808	662	0,0,0,3,0	6,8,13,12,6	0,0,1	6,5,4	-2	-1	1	1.0	0.0,0.0,0.0,0.111,0.0	0.0,0.0,0.111	-0.015
665	"ENSMUSG00000026339"	"Ccdc93"	chr1	+	121494395	121497068	121494395	121494433	121496983	121497068	665	5,0,1,2,1	19,11,19,12,21	0,0,0	16,1,11	-2	-1	0.153949385999	0.998362179329	0.116,0.0,0.026,0.077,0.023	0.0,0.0,0.0	0.048
666	"ENSMUSG00000031310"	"Zmym3"	chrX	-	101415760	101416461	101415760	101415938	101416166	101416461	666	0,0,0,0,0	5,0,7,11,1	0,1,3	3,5,1	-2	-1	1	1.0	0.0,NA,0.0,0.0,0.0	0.0,0.091,0.6	-0.23
668	"ENSMUSG00000002413"	"Braf"	chr6	-	39677377	39677641	39677377	39677472	39677571	39677641	668	0,0,0,0,0	0,4,2,0,0	1,0,0	0,0,1	-2	-1	1	1.0	NA,0.0,0.0,NA,NA	1.0,NA,0.0	-0.5
675	"ENSMUSG00000037364"	"Srrt"	chr5	-	137296466	137296968	137296466	137296623	137296774	137296968	675	1,0,0,2,0	58,13,53,35,36	0,1,0	15,24,27	-2	-1	1	1.0	0.009,0.0,0.0,0.028,0.0	0.0,0.02,0.0	0.001
676	"ENSMUSG00000037364"	"Srrt"	chr5	-	137301317	137302314	137301317	137301647	137302125	137302314	676	0,0,0,2,0	2,7,2,2,0	0,0,0	1,0,0	-2	-1	1	1.0	0.0,0.0,0.0,0.333,NA	0.0,NA,NA	0.083
677	"ENSMUSG00000028256"	"Odf2l"	chr3	+	145126092	145127890	145126092	145126225	145127830	145127890	677	0,0,0,1,0	1,2,4,8,0	0,0,1	3,0,0	-2	-1	1	1.0	0.0,0.0,0.0,0.059,NA	0.0,NA,1.0	-0.485
682	"ENSMUSG00000028907"	"Utp11"	chr4	-	124679701	124682323	124679701	124679812	124682192	124682323	682	0,0,0,0,0	116,107,101,117,77	0,0,3	44,32,31	-2	-1	1	1.0	0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.046	-0.015
683	"ENSMUSG00000028907"	"Utp11"	chr4	-	124682412	124683348	124682412	124682506	124683234	124683348	683	8,1,3,4,0	110,82,112,91,89	0,0,4	45,17,15	-2	-1	0.750527113857	1.0	0.035,0.006,0.013,0.022,0.0	0.0,0.0,0.118	-0.024
687	"ENSMUSG00000023495"	"Pcbp4"	chr9	+	106462188	106462414	106462188	106462252	106462361	106462414	687	41,34,33,35,19	210,255,271,217,164	13,10,7	97,95,106	-2	-1	0.0501862424132	0.547573191231	0.089,0.063,0.057,0.075,0.055	0.063,0.05,0.032	0.019
690	"ENSMUSG00000043866"	"Taf10"	chr7	-	105743225	105743492	105743225	105743340	105743427	105743492	690	0,0,0,0,1	124,138,125,124,78	0,0,0	75,100,87	-2	-1	1	1.0	0.0,0.0,0.0,0.0,0.006	0.0,0.0,0.0	0.001
692	"ENSMUSG00000023191"	"P3h3"	chr6	-	124850917	124851131	124850917	124850983	124851078	124851131	692	4,0,4,5,3	0,0,2,0,0	5,2,2	0,0,0	-2	-1	1	1.0	1.0,NA,0.5,1.0,1.0	1.0,1.0,1.0	-0.125
693	"ENSMUSG00000023191"	"P3h3"	chr6	-	124850917	124851131	124850917	124850985	124851078	124851131	693	4,0,3,3,3	23,22,35,39,8	5,2,2	15,4,2	-2	-1	0.0186723428418	0.308585034333	0.08,0.0,0.041,0.037,0.158	0.143,0.2,0.333	-0.162
697	"ENSMUSG00000031819"	"Emc8"	chr8	-	120658527	120659074	120658527	120658622	120659004	120659074	697	1,3,3,1,8	26,23,29,22,22	0,0,1	15,14,16	-2	-1	0.00281531561661	0.129207953101	0.019,0.061,0.049,0.022,0.154	0.0,0.0,0.03	0.051
702	"ENSMUSG00000020752"	"Recql5"	chr11	-	115893946	115894718	115893946	115894037	115894206	115894718	702	0,0,0,0,2	12,12,14,13,12	1,2,0	7,5,5	-2	-1	0.961508957085	1.0	0.0,0.0,0.0,0.0,0.077	0.067,0.167,0.0	-0.063
705	"ENSMUSG00000028641"	"P3h1"	chr4	+	119241481	119241804	119241481	119241534	119241682	119241804	705	4,0,3,0,0	24,29,41,37,10	3,1,1	11,12,6	-2	-1	0.144841945814	0.963567181898	0.077,0.0,0.035,0.0,0.0	0.12,0.04,0.077	-0.057
710	"ENSMUSG00000021639"	"Gtf2h2"	chr13	-	100486070	100486524	100486070	100486125	100486473	100486524	710	0,2,0,0,0	29,26,17,20,31	1,0,0	19,6,6	-2	-1	1	1.0	0.0,0.037,0.0,0.0,0.0	0.026,0.0,0.0	-0.001
714	"ENSMUSG00000033460"	"Armcx1"	chrX	+	134718369	134718818	134718369	134718461	134718725	134718818	714	0,0,0,1,3	3,1,6,6,0	0,0,0	2,0,2	-2	-1	1	1.0	0.0,0.0,0.0,0.077,1.0	0.0,NA,0.0	0.215
728	"ENSMUSG00000021748"	"Pdhb"	chr14	-	8171422	8172817	8171422	8171530	8172763	8172817	728	1,5,2,3,1	195,376,225,242,164	3,8,6	186,422,449	-2	-1	1	1.0	0.003,0.007,0.004,0.006,0.003	0.008,0.009,0.007	-0.003
730	"ENSMUSG00000030584"	"Dpf1"	chr7	+	29314138	29314402	29314138	29314189	29314282	29314402	730	0,0,0,0,0	11,6,5,6,0	1,0,0	9,5,2	-2	-1	1	1.0	0.0,0.0,0.0,0.0,NA	0.053,0.0,0.0	-0.018
732	"ENSMUSG00000024404"	"Riok3"	chr18	+	12135851	12136838	12135851	12135967	12136692	12136838	732	0,0,0,0,0	80,110,105,76,76	0,0,1	76,54,89	-2	-1	1	1.0	0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.006	-0.002
733	"ENSMUSG00000024404"	"Riok3"	chr18	+	12135851	12137035	12135851	12136838	12136927	12137035	733	0,0,0,0,0	50,57,87,67,49	0,0,1	78,44,74	-2	-1	1	1.0	0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.007	-0.002
737	"ENSMUSG00000003039"	"Fam32a"	chr8	+	72219940	72221981	72219940	72220082	72221927	72221981	737	4,1,9,5,4	64,80,68,64,46	2,0,0	20,21,18	-2	-1	0.0232200868505	0.343920154295	0.03,0.006,0.062,0.038,0.042	0.048,0.0,0.0	0.02
743	"ENSMUSG00000002496"	"Tsc2"	chr17	-	24597045	24597283	24597045	24597137	24597204	24597283	743	11,5,17,4,3	49,23,38,42,51	2,7,12	16,26,24	-2	-1	0.208414854085	1.0	0.101,0.098,0.183,0.045,0.029	0.059,0.119,0.2	-0.035
744	"ENSMUSG00000026437"	"Cdk18"	chr1	-	132116446	132116701	132116446	132116489	132116595	132116701	744	0,1,2,0,1	8,6,13,9,10	1,1,0	5,5,5	-2	-1	1	1.0	0.0,0.077,0.071,0.0,0.048	0.091,0.091,0.0	-0.021
747	"ENSMUSG00000021494"	"Ddx41"	chr13	-	55535729	55536045	55535729	55535804	55535885	55536045	747	0,0,0,1,0	31,31,25,23,11	0,0,0	13,8,7	-2	-1	1	1.0	0.0,0.0,0.0,0.021,0.0	0.0,0.0,0.0	0.004
750	"ENSMUSG00000044252"	"Osbpl1a"	chr18	-	12755327	12756307	12755327	12756095	12756187	12756307	750	0,0,0,1,0	23,16,20,18,27	0,0,0	11,5,3	-2	-1	1	1.0	0.0,0.0,0.0,0.027,0.0	0.0,0.0,0.0	0.005
754	"ENSMUSG00000029149"	"Krtcap3"	chr5	+	31252191	31252571	31252191	31252251	31252364	31252571	754	0,0,0,0,0	1,0,2,0,0	1,0,0	0,0,0	-2	-1	1	1.0	0.0,NA,0.0,NA,NA	1.0,NA,NA	-1.0
755	"ENSMUSG00000004268"	"Emg1"	chr6	-	124704938	124705216	124704938	124705088	124705157	124705216	755	6,6,2,9,2	131,137,144,135,133	3,0,1	104,58,58	-2	-1	0.170764739326	1.0	0.022,0.021,0.007,0.032,0.007	0.014,0.0,0.009	0.01
759	"ENSMUSG00000021428"	"Riok1"	chr13	+	38043908	38045315	38043908	38043978	38045272	38045315	759	2,0,0,0,0	6,7,20,11,10	0,0,0	4,6,3	-2	-1	1	1.0	0.143,0.0,0.0,0.0,0.0	0.0,0.0,0.0	0.029
760	"ENSMUSG00000021428"	"Riok1"	chr13	+	38058687	38060092	38058687	38058741	38059939	38060092	760	2,0,3,0,1	35,13,27,8,12	1,1,0	8,6,3	-2	-1	1	1.0	0.028,0.0,0.053,0.0,0.04	0.059,0.077,0.0	-0.021
766	"ENSMUSG00000004677"	"Myo9b"	chr8	+	71348330	71349194	71348330	71348901	71348934	71349194	766	0,0,0,0,0	10,10,9,3,5	1,0,0	4,2,6	-2	-1	1	1.0	0.0,0.0,0.0,0.0,0.0	0.111,0.0,0.0	-0.037
767	"ENSMUSG00000020669"	"Sh3yl1"	chr12	+	30941966	30942868	30941966	30942129	30942789	30942868	767	0,0,0,1,2	0,1,3,6,1	0,0,0	2,0,0	-2	-1	1	1.0	NA,0.0,0.0,0.077,0.5	0.0,NA,NA	0.144
768	"ENSMUSG00000015750"	"Aph1a"	chr3	+	95895142	95895570	95895142	95895216	95895447	95895570	768	0,0,0,1,1	14,15,27,18,11	0,0,0	6,5,1	-2	-1	1	1.0	0.0,0.0,0.0,0.027,0.043	0.0,0.0,0.0	0.014
771	"ENSMUSG00000010608"	"Rbm25"	chr12	+	83660594	83664259	83660594	83660678	83663978	83664259	771	0,3,2,3,0	101,55,94,73,54	0,2,0	47,14,12	-2	-1	1	1.0	0.0,0.027,0.011,0.02,0.0	0.0,0.067,0.0	-0.011
772	"ENSMUSG00000007670"	"Khsrp"	chr17	-	57023504	57023936	57023504	57023593	57023826	57023936	772	1,0,0,1,1	29,29,41,25,26	0,1,2	20,11,8	-2	-1	0.931520652482	1.0	0.017,0.0,0.0,0.02,0.019	0.0,0.043,0.111	-0.04
780	"ENSMUSG00000074129"	"Rpl13a"	chr7	-	45126990	45127274	45126990	45127087	45127208	45127274	780	17,31,24,13,18	0,1,1,4,1	10,4,5	0,1,0	-2	-1	0.0866677901626	0.727353721463	1.0,0.939,0.923,0.619,0.9	1.0,0.667,1.0	-0.013
781	"ENSMUSG00000074129"	"Rpl13a"	chr7	-	45126990	45127274	45126990	45127092	45127208	45127274	781	17,31,24,13,18	709,1015,858,755,579	10,4,5	421,116,120	-2	-1	0.782352735731	1.0	0.012,0.015,0.014,0.009,0.015	0.012,0.017,0.02	-0.003
782	"ENSMUSG00000025558"	"Dock9"	chr14	-	121581331	121583540	121581331	121581445	121583357	121583540	782	0,0,1,0,0	24,3,14,34,15	1,0,1	17,12,17	-2	-1	1	1.0	0.0,0.0,0.034,0.0,0.0	0.029,0.0,0.029	-0.013
783	"ENSMUSG00000004071"	"Cdip1"	chr16	-	4768744	4769795	4768744	4768967	4769639	4769795	783	0,1,0,1,1	1,1,0,1,0	0,1,0	3,0,0	-2	-1	1	1.0	0.0,0.333,NA,0.333,1.0	0.0,1.0,NA	-0.084
784	"ENSMUSG00000004071"	"Cdip1"	chr16	-	4768744	4769795	4768744	4769018	4769639	4769795	784	0,1,0,1,1	80,78,107,83,51	0,0,0	67,71,59	-2	-1	1	1.0	0.0,0.006,0.0,0.006,0.01	0.0,0.0,0.0	0.004
785	"ENSMUSG00000034083"	"Ccdc174"	chr6	+	91885347	91888250	91885347	91885406	91888069	91888250	785	1,4,2,0,0	26,25,31,32,18	1,1,0	5,3,3	-2	-1	1	1.0	0.019,0.074,0.031,0.0,0.0	0.091,0.143,0.0	-0.053
786	"ENSMUSG00000031389"	"Arhgap4"	chrX	-	73899844	73900469	73899844	73899872	73900098	73900469	786	0,0,0,0,0	0,0,0,0,1	2,0,0	0,0,0	-2	-1	1	1.0	NA,NA,NA,NA,0.0	1.0,NA,NA	-1.0
792	"ENSMUSG00000034518"	"Hmgxb4"	chr8	+	74999559	74999891	74999559	74999708	74999812	74999891	792	1,0,1,0,0	7,8,4,10,3	0,0,1	4,4,2	-2	-1	1	1.0	0.067,0.0,0.111,0.0,0.0	0.0,0.0,0.2	-0.031
793	"ENSMUSG00000037321"	"Tap1"	chr17	+	34192836	34192965	34192836	34192857	34192941	34192965	793	10,1,8,16,77	1,0,0,0,0	1,9,3	0,0,0	-2	-1	1	1.0	0.833,1.0,1.0,1.0,1.0	1.0,1.0,1.0	-0.033
797	"ENSMUSG00000001062"	"Vps9d1"	chr8	-	123245113	123245712	123245113	123245210	123245481	123245712	797	0,0,0,0,0	2,2,2,2,0	0,1,0	0,1,0	-2	-1	1	1.0	0.0,0.0,0.0,0.0,NA	NA,0.333,NA	-0.333
798	"ENSMUSG00000001062"	"Vps9d1"	chr8	-	123245113	123245712	123245113	123245210	123245506	123245712	798	0,0,0,0,0	14,7,16,14,13	0,1,0	19,9,10	-2	-1	1	1.0	0.0,0.0,0.0,0.0,0.0	0.0,0.053,0.0	-0.018
799	"ENSMUSG00000001062"	"Vps9d1"	chr8	-	123248153	123248676	123248153	123248206	123248613	123248676	799	0,1,0,0,7	26,34,28,22,26	2,2,0	15,15,8	-2	-1	0.582334576903	1.0	0.0,0.014,0.0,0.0,0.119	0.063,0.063,0.0	-0.015
803	"ENSMUSG00000022946"	"Dop1b"	chr16	+	93739153	93740674	93739153	93739335	93739968	93740674	803	0,0,0,0,2	3,1,5,3,3	1,0,0	2,3,6	-2	-1	1	1.0	0.0,0.0,0.0,0.0,0.25	0.2,0.0,0.0	-0.017
804	"ENSMUSG00000025498"	"Irf7"	chr7	-	141264492	141264783	141264492	141264559	141264724	141264783	804	6,2,2,9,6	3,3,0,17,13	0,0,2	2,2,1	-2	-1	0.00361604221594	0.153437467001	0.5,0.25,1.0,0.209,0.188	0.0,0.0,0.5	0.263
805	"ENSMUSG00000025498"	"Irf7"	chr7	-	141264492	141264783	141264492	141264655	141264724	141264783	805	1,0,2,0,1	1,0,1,5,5	0,0,0	1,1,1	-2	-1	1	1.0	0.333,NA,0.5,0.0,0.091	0.0,0.0,0.0	0.231
808	"ENSMUSG00000037720"	"Tmem33"	chr5	+	67260695	67261033	67260695	67260806	67260963	67261033	808	3,10,5,3,2	4,22,15,14,6	5,4,5	6,14,8	-2	-1	0.511848296245	1.0	0.273,0.185,0.143,0.097,0.143	0.294,0.125,0.238	-0.051
812	"ENSMUSG00000108414"	"Snhg1"	chr19	+	8724402	8724721	8724402	8724483	8724671	8724721	812	3,3,6,2,1	38,32,36,22,28	3,3,2	18,17,10	-2	-1	0.362847655026	1.0	0.038,0.045,0.077,0.043,0.018	0.077,0.081,0.091	-0.039
813	"ENSMUSG00000108414"	"Snhg1"	chr19	+	8725013	8725256	8725013	8725046	8725221	8725256	813	2,2,3,1,1	26,20,45,29,29	3,0,1	13,15,13	-2	-1	1	1.0	0.037,0.048,0.032,0.017,0.017	0.103,0.0,0.037	-0.016
814	"ENSMUSG00000108414"	"Snhg1"	chr19	+	8725781	8726102	8725781	8725826	8726066	8726102	814	1,0,1,0,0	75,34,42,52,59	1,0,0	36,20,12	-2	-1	1	1.0	0.007,0.0,0.012,0.0,0.0	0.014,0.0,0.0	-0.001
816	"ENSMUSG00000108414"	"Snhg1"	chr19	+	8726066	8726443	8726066	8726102	8726238	8726443	816	3,2,6,6,10	40,23,32,26,29	5,1,6	24,16,3	-2	-1	0.454720057453	1.0	0.036,0.042,0.086,0.103,0.147	0.094,0.03,0.5	-0.125
822	"ENSMUSG00000063870"	"Chd4"	chr6	+	125120204	125120556	125120204	125120385	125120469	125120556	822	4,0,1,2,1	52,24,56,33,24	0,2,2	30,36,25	-2	-1	0.952109460128	1.0	0.037,0.0,0.009,0.029,0.02	0.0,0.027,0.038	-0.003
826	"ENSMUSG00000024906"	"Mus81"	chr19	-	5483454	5483665	5483454	5483558	5483634	5483665	826	5,2,1,0,1	39,45,56,64,33	0,0,0	33,34,21	-2	-1	0.670242062092	1.0	0.06,0.022,0.009,0.0,0.015	0.0,0.0,0.0	0.021
827	"ENSMUSG00000024906"	"Mus81"	chr19	-	5485487	5486114	5485487	5485625	5486028	5486114	827	1,3,0,0,0	18,38,21,20,15	0,2,0	18,17,12	-2	-1	1	1.0	0.027,0.038,0.0,0.0,0.0	0.0,0.056,0.0	-0.006
828	"ENSMUSG00000026280"	"Atg4b"	chr1	+	93775627	93778364	93775627	93775700	93778284	93778364	828	4,0,3,0,5	42,34,50,45,34	1,0,2	23,28,37	-2	-1	0.216285205538	1.0	0.045,0.0,0.029,0.0,0.068	0.021,0.0,0.026	0.013
831	"ENSMUSG00000013033"	"Adgrl1"	chr8	+	83937196	83937557	83937196	83937325	83937460	83937557	831	0,2,0,0,1	18,26,31,17,13	3,0,1	8,33,32	-2	-1	0.836392898093	1.0	0.0,0.037,0.0,0.0,0.037	0.158,0.0,0.015	-0.043
832	"ENSMUSG00000027371"	"Fahd2a"	chr2	-	127438112	127438569	127438112	127438272	127438509	127438569	832	5,4,7,7,7	39,72,77,39,51	8,13,12	52,29,26	-2	-1	0.000238828086211	0.0337509469136	0.06,0.027,0.043,0.082,0.064	0.071,0.183,0.188	-0.092
835	"ENSMUSG00000018677"	"Slc25a39"	chr11	-	102403632	102403872	102403632	102403713	102403790	102403872	835	7,15,13,16,3	116,130,139,124,115	8,19,9	105,143,110	-2	-1	0.540591884004	1.0	0.029,0.055,0.045,0.061,0.013	0.037,0.062,0.039	-0.005
836	"ENSMUSG00000053470"	"Kdm3a"	chr6	-	71620137	71620568	71620137	71620210	71620443	71620568	836	0,0,2,0,2	20,8,18,10,22	1,0,0	7,9,9	-2	-1	1	1.0	0.0,0.0,0.053,0.0,0.043	0.067,0.0,0.0	-0.003
838	"ENSMUSG00000083282"	"Ctsf"	chr19	+	4856069	4856308	4856069	4856154	4856246	4856308	838	2,6,4,1,1	31,34,42,35,20	1,0,1	13,25,16	-2	-1	1	1.0	0.031,0.081,0.045,0.014,0.024	0.037,0.0,0.03	0.017
839	"ENSMUSG00000083282"	"Ctsf"	chr19	+	4858591	4859522	4858591	4858672	4859402	4859522	839	2,1,4,2,2	81,74,98,74,57	5,0,0	57,21,31	-2	-1	0.611998014058	1.0	0.012,0.007,0.02,0.013,0.017	0.042,0.0,0.0	-0.0
840	"ENSMUSG00000034255"	"Arhgap27"	chr11	-	103338306	103338755	103338306	103338397	103338687	103338755	840	0,2,4,0,2	23,9,17,20,9	1,0,0	6,6,5	-2	-1	0.358850621262	1.0	0.0,0.1,0.105,0.0,0.1	0.077,0.0,0.0	0.035
844	"ENSMUSG00000005625"	"Psmd4"	chr3	-	95032704	95033546	95032704	95032984	95033481	95033546	844	39,41,23,28,38	358,248,319,218,234	20,35,23	151,228,213	-2	-1	0.750671910234	1.0	0.052,0.076,0.035,0.06,0.075	0.062,0.071,0.051	-0.002
847	"ENSMUSG00000005625"	"Psmd4"	chr3	-	95034941	95035924	95034941	95035010	95035809	95035924	847	2,0,2,1,1	2,0,1,0,0	3,2,0	0,0,0	-2	-1	1	1.0	0.333,NA,0.5,1.0,1.0	1.0,1.0,NA	-0.292
851	"ENSMUSG00000026927"	"Entr1"	chr2	-	26385497	26386063	26385497	26385609	26385989	26386063	851	7,2,5,4,1	32,50,37,45,27	3,0,0	12,15,10	-2	-1	0.0687937777558	0.63401799522	0.099,0.02,0.063,0.043,0.018	0.111,0.0,0.0	0.012
854	"ENSMUSG00000029363"	"Rfc5"	chr5	-	117381835	117382465	117381835	117381913	117382335	117382465	854	0,0,3,0,0	1,2,5,5,1	0,0,0	1,4,2	-2	-1	1	1.0	0.0,0.0,0.231,0.0,0.0	0.0,0.0,0.0	0.046
856	"ENSMUSG00000025410"	"Dctn2"	chr10	+	127277694	127278222	127277694	127277772	127277866	127278222	856	6,15,5,7,7	234,227,258,194,182	9,4,2	148,103,115	-2	-1	0.937330667565	1.0	0.013,0.032,0.01,0.018,0.019	0.03,0.019,0.009	-0.001
857	"ENSMUSG00000025410"	"Dctn2"	chr10	+	127277866	127278222	127277866	127277938	127278119	127278222	857	28,25,17,7,11	188,175,187,180,154	11,5,9	115,104,76	-2	-1	0.383249614826	1.0	0.069,0.067,0.043,0.019,0.034	0.046,0.023,0.056	0.005
859	"ENSMUSG00000045679"	"Pqlc3"	chr12	-	16992277	16993573	16992277	16992319	16993452	16993573	859	0,0,0,0,1	9,2,14,16,11	0,0,0	0,0,1	-2	-1	1	1.0	0.0,0.0,0.0,0.0,0.043	NA,NA,0.0	0.009
861	"ENSMUSG00000045679"	"Pqlc3"	chr12	-	16997633	16997856	16997633	16997703	16997773	16997856	861	7,1,2,0,0	3,3,1,5,5	0,1,1	0,0,0	-2	-1	1	1.0	0.538,0.143,0.5,0.0,0.0	NA,1.0,1.0	-0.764
864	"ENSMUSG00000025888"	"Casp1"	chr9	+	5299279	5299865	5299279	5299546	5299802	5299865	864	0,0,1,0,0	0,0,1,4,0	0,0,0	0,0,1	-2	-1	1	1.0	NA,NA,0.333,0.0,NA	NA,NA,0.0	0.167
868	"ENSMUSG00000058254"	"Tspan7"	chrX	+	10590135	10595354	10590135	10590219	10595278	10595354	868	24,11,33,28,13	236,133,238,195,153	10,15,11	115,191,139	-2	-1	0.08476432035	0.723260776899	0.048,0.04,0.065,0.067,0.041	0.042,0.038,0.038	0.013
869	"ENSMUSG00000058254"	"Tspan7"	chrX	+	10590135	10596605	10590135	10595354	10595629	10596605	869	1,1,0,1,0	197,173,221,200,140	0,2,0	104,91,79	-2	-1	1	1.0	0.003,0.003,0.0,0.002,0.0	0.0,0.011,0.0	-0.002
871	"ENSMUSG00000025137"	"Pcyt2"	chr11	-	120612000	120612601	120612000	120612083	120612462	120612601	871	3,1,7,1,3	39,25,72,49,45	0,0,0	31,15,18	-2	-1	0.0401290157702	0.470168319099	0.037,0.02,0.046,0.01,0.032	0.0,0.0,0.0	0.029
874	"ENSMUSG00000061028"	"Clasrp"	chr7	-	19584469	19584823	19584469	19584530	19584779	19584823	874	7,2,4,6,6	4,6,3,3,4	6,3,4	2,1,9	-2	-1	0.9895215508	1.0	0.467,0.143,0.4,0.5,0.429	0.6,0.6,0.182	-0.073
875	"ENSMUSG00000061028"	"Clasrp"	chr7	-	19584469	19584823	19584469	19584530	19584783	19584823	875	7,2,5,6,6	10,4,3,3,9	6,3,4	2,1,0	-2	-1	0.00389958498317	0.161114432199	0.259,0.2,0.455,0.5,0.25	0.6,0.6,1.0	-0.401
876	"ENSMUSG00000061028"	"Clasrp"	chr7	-	19591992	19594552	19591992	19592077	19594404	19594552	876	1,0,3,3,2	0,0,0,0,0	0,2,0	0,0,2	-2	-1	1	1.0	1.0,NA,1.0,1.0,1.0	NA,1.0,0.0	0.5
877	"ENSMUSG00000061028"	"Clasrp"	chr7	-	19591992	19594552	19591992	19592077	19594472	19594552	877	1,0,4,4,5	15,7,12,7,7	0,2,1	2,10,4	-2	-1	0.0781169203806	0.689513256205	0.032,0.0,0.143,0.222,0.263	0.0,0.091,0.111	0.065
883	"ENSMUSG00000015149"	"Sirt2"	chr7	+	28785663	28785882	28785663	28785719	28785805	28785882	883	14,13,19,11,10	118,111,156,128,97	3,15,12	72,94,91	-2	-1	0.819288669566	1.0	0.056,0.055,0.057,0.041,0.049	0.02,0.074,0.062	-0.0
886	"ENSMUSG00000006498"	"Ptbp1"	chr10	+	79858751	79859271	79858751	79858824	79858951	79859271	886	2,0,0,3,0	24,31,48,39,40	0,1,0	27,33,40	-2	-1	1	1.0	0.04,0.0,0.0,0.037,0.0	0.0,0.015,0.0	0.01
887	"ENSMUSG00000006498"	"Ptbp1"	chr10	+	79858751	79859271	79858751	79858824	79859071	79859271	887	2,0,0,3,0	0,0,0,2,0	0,1,0	1,0,0	-2	-1	1	1.0	1.0,NA,NA,0.429,NA	0.0,1.0,NA	0.215
890	"ENSMUSG00000006498"	"Ptbp1"	chr10	+	79859351	79859712	79859351	79859522	79859601	79859712	890	2,0,0,0,0	26,30,45,52,47	0,0,0	18,11,7	-2	-1	1	1.0	0.037,0.0,0.0,0.0,0.0	0.0,0.0,0.0	0.007
891	"ENSMUSG00000028086"	"Fbxw7"	chr3	+	84967439	84969301	84967439	84967563	84969164	84969301	891	0,0,0,0,0	68,22,73,49,16	0,0,1	23,15,16	-2	-1	1	1.0	0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.03	-0.01
893	"ENSMUSG00000001750"	"Tcirg1"	chr19	-	3898547	3898875	3898547	3898638	3898717	3898875	893	2,0,2,0,1	19,2,6,11,8	0,1,0	4,10,5	-2	-1	1	1.0	0.05,0.0,0.143,0.0,0.059	0.0,0.048,0.0	0.034
908	"ENSMUSG00000044894"	"Uqcrq"	chr11	-	53430535	53430827	53430535	53430702	53430787	53430827	908	27,18,1,4,0	8,19,12,6,7	1,2,33	4,11,4	-2	-1	0.72092372008	1.0	0.628,0.321,0.04,0.25,0.0	0.111,0.083,0.805	-0.085
911	"ENSMUSG00000025982"	"Sf3b1"	chr1	-	55014482	55016490	55014482	55014562	55016375	55016490	911	17,3,16,8,2	99,66,74,63,47	1,0,0	38,36,25	-2	-1	5.80356132307e-06	0.0022778978193	0.079,0.022,0.098,0.06,0.021	0.013,0.0,0.0	0.052
912	"ENSMUSG00000018433"	"Nol11"	chr11	-	107180041	107181101	107180041	107180118	107180912	107181101	912	0,0,0,0,4	30,12,33,25,25	1,0,0	15,15,17	-2	-1	1	1.0	0.0,0.0,0.0,0.0,0.074	0.032,0.0,0.0	0.004
916	"ENSMUSG00000037376"	"Trmt6"	chr2	-	132808203	132809016	132808203	132808289	132808660	132809016	916	4,0,0,0,0	15,16,22,31,11	0,0,0	9,0,0	-2	-1	1	1.0	0.118,0.0,0.0,0.0,0.0	0.0,NA,NA	0.024
917	"ENSMUSG00000032185"	"Carm1"	chr9	+	21587507	21589467	21587507	21587585	21587850	21589467	917	0,1,4,11,2	55,40,60,45,42	0,10,6	63,91,77	-2	-1	0.910556337109	1.0	0.0,0.012,0.032,0.109,0.023	0.0,0.052,0.037	0.006
918	"ENSMUSG00000032185"	"Carm1"	chr9	+	21587850	21589467	21587850	21587919	21588048	21589467	918	1,2,5,3,1	43,33,58,33,38	2,5,4	50,72,85	-2	-1	0.898736904634	1.0	0.011,0.029,0.041,0.043,0.013	0.02,0.034,0.023	0.002
922	"ENSMUSG00000039483"	"Asb6"	chr2	-	30824640	30825560	30824640	30824727	30825451	30825560	922	1,0,0,0,0	9,2,8,5,3	0,0,0	1,7,4	-2	-1	1	1.0	0.053,0.0,0.0,0.0,0.0	0.0,0.0,0.0	0.011
924	"ENSMUSG00000041438"	"Utp4"	chr8	+	106917581	106918805	106917581	106917677	106918619	106918805	924	1,0,0,0,0	21,22,39,30,25	0,0,0	19,24,23	-2	-1	1	1.0	0.023,0.0,0.0,0.0,0.0	0.0,0.0,0.0	0.005
