ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
2491	"ENSMUSG00000039768"	"Dnajc11"	chr4	+	151977998	151979586	151977998	151978350	151979271	151979586
2493	"ENSMUSG00000038695"	"Josd2"	chr7	+	44470858	44471307	44470858	44470987	44471233	44471307
2500	"ENSMUSG00000003808"	"Farsa"	chr8	+	84867548	84867918	84867548	84867648	84867749	84867918
2501	"ENSMUSG00000003808"	"Farsa"	chr8	+	84867548	84867918	84867548	84867648	84867752	84867918
2515	"ENSMUSG00000016833"	"Mrps18c"	chr5	+	100803969	100804471	100803969	100804029	100804331	100804471
2516	"ENSMUSG00000020231"	"Dip2a"	chr10	-	76279705	76279966	76279705	76279786	76279856	76279966
2517	"ENSMUSG00000020231"	"Dip2a"	chr10	-	76279705	76279966	76279705	76279816	76279856	76279966
2532	"ENSMUSG00000073758"	"Sh3d21"	chr4	-	126152023	126152258	126152023	126152118	126152205	126152258
2540	"ENSMUSG00000040543"	"Pitpnm3"	chr11	-	72074418	72075035	72074418	72074654	72074958	72075035
2555	"ENSMUSG00000018565"	"Elp5"	chr11	-	69979829	69980059	69979829	69979910	69979998	69980059
2574	"ENSMUSG00000037339"	"Fam53a"	chr5	-	33600355	33608227	33600355	33600880	33607463	33608227
2575	"ENSMUSG00000036591"	"Arhgap21"	chr2	-	20855353	20855706	20855353	20855395	20855580	20855706
2576	"ENSMUSG00000038990"	"Cables2"	chr2	-	180261076	180263155	180261076	180261180	180263077	180263155
2584	"ENSMUSG00000027333"	"Smox"	chr2	+	131520094	131521171	131520094	131520268	131520411	131521171
2585	"ENSMUSG00000027333"	"Smox"	chr2	+	131520094	131521171	131520094	131520268	131520921	131521171
2586	"ENSMUSG00000027333"	"Smox"	chr2	+	131520094	131521171	131520094	131520268	131521054	131521171
2587	"ENSMUSG00000027333"	"Smox"	chr2	+	131520411	131521171	131520411	131520646	131521054	131521171
2598	"ENSMUSG00000040463"	"Mybbp1a"	chr11	+	72445893	72446257	72445893	72446061	72446157	72446257
2607	"ENSMUSG00000007880"	"Arid1a"	chr4	-	133695571	133696156	133695571	133695661	133695915	133696156
2609	"ENSMUSG00000002007"	"Srpk3"	chrX	+	73778104	73778346	73778104	73778174	73778253	73778346
2616	"ENSMUSG00000040928"	"S100pbp"	chr4	-	129181741	129182532	129181741	129181840	129181966	129182532
2617	"ENSMUSG00000040928"	"S100pbp"	chr4	-	129181966	129182532	129181966	129182100	129182208	129182532
2618	"ENSMUSG00000040928"	"S100pbp"	chr4	-	129181966	129182532	129181966	129182100	129182331	129182532
2639	"ENSMUSG00000031808"	"Slc27a1"	chr8	+	71579403	71580068	71579403	71579798	71579906	71580068
2641	"ENSMUSG00000033237"	"Arid2"	chr15	+	96391103	96392478	96391103	96391189	96392354	96392478
2652	"ENSMUSG00000030852"	"Tacc2"	chr7	+	130728522	130729828	130728522	130728749	130728859	130729828
2653	"ENSMUSG00000074064"	"Mlycd"	chr8	+	119401480	119402590	119401480	119401593	119402433	119402590
2692	"ENSMUSG00000109378"	"Gm49396"	chr7	+	30566748	30567500	30566748	30566936	30567142	30567500
2696	"ENSMUSG00000038930"	"Rccd1"	chr7	-	80320091	80321181	80320091	80320213	80320301	80321181
2698	"ENSMUSG00000007850"	"Hnrnph1"	chr11	+	50379467	50379964	50379467	50379623	50379820	50379964
2699	"ENSMUSG00000007850"	"Hnrnph1"	chr11	+	50379467	50379964	50379467	50379568	50379868	50379964
2705	"ENSMUSG00000045934"	"Mtmr11"	chr3	+	96164785	96165085	96164785	96164873	96164996	96165085
2710	"ENSMUSG00000029192"	"Tbc1d14"	chr5	-	36507577	36508431	36507577	36507706	36508359	36508431
2721	"ENSMUSG00000031897"	"Psmb10"	chr8	-	105937240	105937591	105937240	105937381	105937493	105937591
2727	"ENSMUSG00000056394"	"Lig1"	chr7	+	13305909	13306055	13305909	13305924	13305925	13306055
2743	"ENSMUSG00000036459"	"Wtip"	chr7	-	34118936	34119206	34118936	34118999	34119138	34119206
2749	"ENSMUSG00000033769"	"Exoc6b"	chr6	-	84854700	84855546	84854700	84854798	84855474	84855546
2751	"ENSMUSG00000012114"	"Med15"	chr16	-	17682274	17685504	17682274	17683188	17685452	17685504
2764	"ENSMUSG00000033543"	"Gtf2a2"	chr9	+	70016818	70017191	70016818	70016923	70017072	70017191
2769	"ENSMUSG00000028034"	"Fubp1"	chr3	+	152231876	152234570	152231876	152232022	152232394	152234570
2770	"ENSMUSG00000028034"	"Fubp1"	chr3	+	152231876	152234570	152231876	152232022	152234523	152234570
2784	"ENSMUSG00000027615"	"Hps3"	chr3	-	20028959	20029318	20028959	20029045	20029146	20029318
2796	"ENSMUSG00000060279"	"Ap2a1"	chr7	-	44902748	44903056	44902748	44902838	44902973	44903056
2797	"ENSMUSG00000068882"	"Ssb"	chr2	+	69867271	69867552	69867271	69867379	69867451	69867552
2804	"ENSMUSG00000039450"	"Dcxr"	chr11	-	120726087	120726311	120726087	120726187	120726268	120726311
2818	"ENSMUSG00000052926"	"Rnaseh2a"	chr8	-	84965130	84965443	84965130	84965218	84965316	84965443
2820	"ENSMUSG00000032892"	"Rangrf"	chr11	-	68972483	68973028	68972483	68972741	68972942	68973028
2825	"ENSMUSG00000024104"	"Washc2"	chr6	+	116254089	116255168	116254089	116254218	116255048	116255168
2841	"ENSMUSG00000033124"	"Atg9a"	chr1	-	75180864	75182737	75180864	75181931	75182591	75182737
2855	"ENSMUSG00000002546"	"Golga2"	chr2	+	32299031	32299310	32299031	32299125	32299203	32299310
2870	"ENSMUSG00000017843"	"Ppp2r5c"	chr12	+	110567727	110569055	110567727	110567855	110568953	110569055
2893	"ENSMUSG00000043822"	"Adamtsl5"	chr10	-	80344832	80345416	80344832	80344941	80345042	80345416
2894	"ENSMUSG00000020863"	"Luc7l3"	chr11	-	94291138	94293278	94291138	94293032	94293137	94293278
2929	"ENSMUSG00000028047"	"Thbs3"	chr3	+	89223002	89223523	89223002	89223162	89223404	89223523
2940	"ENSMUSG00000022558"	"Mroh1"	chr15	+	76432148	76433396	76432148	76432295	76433273	76433396
2942	"ENSMUSG00000022558"	"Mroh1"	chr15	+	76446515	76447365	76446515	76446681	76447168	76447365
3011	"ENSMUSG00000036570"	"Fxyd1"	chr7	-	31051679	31052177	31051679	31051815	31052127	31052177
3057	"ENSMUSG00000041763"	"Tpp2"	chr1	+	44001318	44003000	44001318	44001438	44002103	44003000
3083	"ENSMUSG00000071657"	"Bscl2"	chr19	+	8847666	8847982	8847666	8847733	8847913	8847982
3102	"ENSMUSG00000021773"	"Comtd1"	chr14	-	21847872	21848120	21847872	21847927	21848001	21848120
3113	"ENSMUSG00000026571"	"Dcaf6"	chr1	-	165338187	165340023	165338187	165338344	165339884	165340023
3149	"ENSMUSG00000006014"	"Prg4"	chr1	-	150454051	150456337	150454051	150454970	150455474	150456337
3150	"ENSMUSG00000006014"	"Prg4"	chr1	-	150454051	150456337	150454051	150454120	150456250	150456337
3164	"ENSMUSG00000024073"	"Birc6"	chr17	+	74561150	74562101	74561150	74561262	74562018	74562101
3171	"ENSMUSG00000007411"	"Mark3"	chr12	+	111628189	111629115	111628189	111628302	111628961	111629115
3183	"ENSMUSG00000026116"	"Tmem131"	chr1	-	36815454	36815996	36815454	36815521	36815886	36815996
3195	"ENSMUSG00000026034"	"Clk1"	chr1	-	58419666	58421308	58419666	58419733	58421082	58421308
3201	"ENSMUSG00000019929"	"Dcn"	chr10	+	97509964	97513737	97509964	97510058	97513598	97513737
3219	"ENSMUSG00000058407"	"Txndc9"	chr1	-	37987393	37990457	37987393	37987779	37990202	37990457
3227	"ENSMUSG00000025366"	"Esyt1"	chr10	-	128515685	128515936	128515685	128515772	128515864	128515936
3248	"ENSMUSG00000017664"	"Slc35c2"	chr2	-	165283248	165283600	165283248	165283407	165283527	165283600
3249	"ENSMUSG00000058070"	"Eml1"	chr12	+	108537333	108539564	108537333	108537464	108538102	108539564
3257	"ENSMUSG00000112148"	"Lilrb4a"	chr10	+	51493169	51494178	51493169	51493205	51494061	51494178
3259	"ENSMUSG00000034024"	"Cct2"	chr10	-	117062975	117063375	117062975	117063050	117063159	117063375
3266	"ENSMUSG00000042185"	"Nfrkb"	chr9	+	31397719	31398644	31397719	31397793	31398559	31398644
3273	"ENSMUSG00000038271"	"Iffo1"	chr6	+	125149740	125151525	125149740	125149836	125151384	125151525
3287	"ENSMUSG00000026554"	"Dcaf8"	chr1	+	172186295	172187460	172186295	172186368	172187352	172187460
3289	"ENSMUSG00000020516"	"Rps6kb1"	chr11	-	86511588	86511887	86511588	86511666	86511824	86511887
3298	"ENSMUSG00000023175"	"Bsg"	chr10	+	79710637	79710920	79710637	79710724	79710839	79710920
3321	"ENSMUSG00000015291"	"Gdi1"	chrX	+	74307671	74308261	74307671	74307870	74308129	74308261
3322	"ENSMUSG00000015291"	"Gdi1"	chrX	+	74309075	74310134	74309075	74309175	74309962	74310134
3323	"ENSMUSG00000027404"	"Snrpb"	chr2	-	130172602	130173174	130172602	130172728	130173035	130173174
3343	"ENSMUSG00000033952"	"Aspm"	chr1	+	139470437	139470757	139470437	139470583	139470671	139470757
3347	"ENSMUSG00000070424"	"Art5"	chr7	-	102097780	102098510	102097780	102097934	102098215	102098510
3348	"ENSMUSG00000070424"	"Art5"	chr7	-	102097780	102098510	102097780	102097934	102098228	102098510
3379	"ENSMUSG00000019087"	"Atp6ap1"	chrX	+	74300577	74301358	74300577	74300771	74301323	74301358
3389	"ENSMUSG00000028041"	"Adam15"	chr3	-	89347151	89347485	89347151	89347228	89347406	89347485
3390	"ENSMUSG00000033961"	"Zfp446"	chr7	+	12981845	12983396	12981845	12981927	12982118	12983396
3419	"ENSMUSG00000042210"	"Abhd14a"	chr9	-	106445525	106445829	106445525	106445651	106445770	106445829
3420	"ENSMUSG00000042210"	"Abhd14a"	chr9	-	106445525	106445829	106445525	106445656	106445770	106445829
3423	"ENSMUSG00000021134"	"Srsf5"	chr12	+	80947495	80949168	80947495	80947594	80947795	80949168
3424	"ENSMUSG00000021134"	"Srsf5"	chr12	+	80947795	80949168	80947795	80947865	80949094	80949168
3426	"ENSMUSG00000021866"	"Anxa11"	chr14	+	25874209	25874784	25874209	25874304	25874670	25874784
3451	"ENSMUSG00000017405"	"Nek8"	chr11	-	78170612	78171298	78170612	78170794	78170872	78171298
3468	"ENSMUSG00000028099"	"Polr3c"	chr3	-	96723513	96724052	96723513	96723699	96723796	96724052
3476	"ENSMUSG00000038828"	"Tmem214"	chr5	+	30874850	30875886	30874850	30874968	30875789	30875886
3480	"ENSMUSG00000041477"	"Dcp1b"	chr6	+	119214769	119217979	119214769	119215606	119217802	119217979
3481	"ENSMUSG00000041477"	"Dcp1b"	chr6	+	119214769	119217979	119214769	119215606	119217901	119217979
3510	"ENSMUSG00000019082"	"Slc25a22"	chr7	-	141434155	141434329	141434155	141434223	141434300	141434329
3513	"ENSMUSG00000032295"	"Man2c1"	chr9	+	57139499	57139964	57139499	57139708	57139869	57139964
3524	"ENSMUSG00000004947"	"Dtx2"	chr5	+	136026469	136028572	136026469	136026607	136028498	136028572
3525	"ENSMUSG00000004947"	"Dtx2"	chr5	+	136026469	136028572	136026469	136026607	136028501	136028572
3536	"ENSMUSG00000044365"	"Cxxc4"	chr3	+	134239402	134240715	134239402	134239877	134240147	134240715
3539	"ENSMUSG00000020134"	"Peli1"	chr11	+	21140563	21142657	21140563	21140693	21142555	21142657
3542	"ENSMUSG00000066621"	"Tecpr1"	chr5	-	144196131	144196458	144196131	144196251	144196351	144196458
3546	"ENSMUSG00000030516"	"Tjp1"	chr7	-	65312554	65313424	65312554	65312796	65312921	65313424
3551	"ENSMUSG00000004561"	"Mettl17"	chr14	+	51885150	51885522	51885150	51885304	51885387	51885522
3552	"ENSMUSG00000004561"	"Mettl17"	chr14	+	51885150	51885522	51885150	51885304	51885403	51885522
3554	"ENSMUSG00000034807"	"Colgalt1"	chr8	+	71621763	71622830	71621763	71621896	71622702	71622830
3555	"ENSMUSG00000021500"	"Ddx46"	chr13	+	55659019	55660799	55659019	55659098	55660716	55660799
3571	"ENSMUSG00000029034"	"Ints11"	chr4	+	155885564	155886156	155885564	155885703	155886091	155886156
3575	"ENSMUSG00000022332"	"Khdrbs3"	chr15	+	69092900	69094516	69092900	69093049	69094459	69094516
3583	"ENSMUSG00000024299"	"Adamts10"	chr17	+	33538067	33538410	33538067	33538173	33538263	33538410
3598	"ENSMUSG00000031555"	"Adam9"	chr8	-	24962859	24963088	24962859	24962885	24962938	24963088
3603	"ENSMUSG00000030780"	"BC017158"	chr7	-	128276227	128276565	128276227	128276412	128276494	128276565
3619	"ENSMUSG00000023456"	"Tpi1"	chr6	-	124812620	124812913	124812620	124812705	124812789	124812913
3629	"ENSMUSG00000024725"	"Ostf1"	chr19	-	18584641	18586625	18584641	18584743	18586546	18586625
3650	"ENSMUSG00000023944"	"Hsp90ab1"	chr17	-	45571412	45571619	45571412	45571481	45571518	45571619
3656	"ENSMUSG00000001416"	"Cct3"	chr3	+	88321013	88321507	88321013	88321145	88321443	88321507
3659	"ENSMUSG00000024941"	"Scyl1"	chr19	-	5770202	5770552	5770202	5770352	5770492	5770552
3661	"ENSMUSG00000019802"	"Sec63"	chr10	+	42796205	42797733	42796205	42796264	42797682	42797733
3663	"ENSMUSG00000024181"	"Mrpl28"	chr17	+	26125256	26125564	26125256	26125391	26125477	26125564
3664	"ENSMUSG00000024181"	"Mrpl28"	chr17	+	26125256	26125564	26125256	26125391	26125499	26125564
3668	"ENSMUSG00000078671"	"Chd2"	chr7	-	73441585	73441799	73441585	73441679	73441768	73441799
3689	"ENSMUSG00000038683"	"Pak1ip1"	chr13	+	41009447	41011282	41009447	41009545	41011182	41011282
3717	"ENSMUSG00000051007"	"Gatd1"	chr7	-	141409845	141410885	141409845	141409940	141410777	141410885
3740	"ENSMUSG00000031858"	"Mau2"	chr8	-	70022619	70023697	70022619	70022669	70023606	70023697
3741	"ENSMUSG00000031858"	"Mau2"	chr8	-	70022619	70023697	70022619	70022669	70023610	70023697
3742	"ENSMUSG00000031858"	"Mau2"	chr8	-	70022619	70023697	70022619	70022669	70023613	70023697
3744	"ENSMUSG00000025979"	"Mob4"	chr1	+	55150145	55151082	55150145	55150225	55150970	55151082
3745	"ENSMUSG00000012076"	"Brms1l"	chr12	+	55868161	55869736	55868161	55868520	55869397	55869736
3747	"ENSMUSG00000029817"	"Tra2a"	chr6	-	49245475	49246964	49245475	49245610	49246848	49246964
3751	"ENSMUSG00000023249"	"Parp3"	chr9	-	106473432	106473833	106473432	106473519	106473680	106473833
3752	"ENSMUSG00000023249"	"Parp3"	chr9	-	106474396	106474868	106474396	106474520	106474679	106474868
3753	"ENSMUSG00000023249"	"Parp3"	chr9	-	106474396	106474868	106474396	106474535	106474679	106474868
3775	"ENSMUSG00000035632"	"Cnot3"	chr7	+	3655570	3656156	3655570	3655952	3656032	3656156
3820	"ENSMUSG00000038781"	"Stap2"	chr17	-	55999742	56000015	55999742	55999808	55999912	56000015
3826	"ENSMUSG00000061393"	"Acvr2b"	chr9	+	119428200	119428568	119428200	119428352	119428424	119428568
3838	"ENSMUSG00000031862"	"Atp13a1"	chr8	+	69798386	69798721	69798386	69798513	69798583	69798721
3844	"ENSMUSG00000042790"	"Rnf214"	chr9	-	45866565	45867632	45866565	45866661	45867499	45867632
3847	"ENSMUSG00000022761"	"Lztr1"	chr16	+	17523276	17524222	17523276	17523433	17524095	17524222
3849	"ENSMUSG00000002250"	"Ppard"	chr17	+	28298276	28299034	28298276	28298479	28298583	28299034
3875	"ENSMUSG00000071646"	"Mta2"	chr19	+	8946266	8946750	8946266	8946384	8946647	8946750
3883	"ENSMUSG00000002949"	"Timm44"	chr8	-	4265225	4266680	4265225	4265276	4266555	4266680
3894	"ENSMUSG00000025938"	"Slco5a1"	chr1	-	12989579	12991177	12989579	12990963	12991104	12991177
3899	"ENSMUSG00000036054"	"Sugp2"	chr8	+	70260468	70261317	70260468	70260589	70261230	70261317
3916	"ENSMUSG00000028809"	"Srrm1"	chr4	-	135344498	135346857	135344498	135344669	135346734	135346857
3923	"ENSMUSG00000026277"	"Stk25"	chr1	-	93626050	93627133	93626050	93626208	93627024	93627133
3943	"ENSMUSG00000008398"	"Elk3"	chr10	-	93264879	93265680	93264879	93265010	93265336	93265680
3944	"ENSMUSG00000042787"	"Exog"	chr9	+	119446948	119449854	119446948	119447098	119449777	119449854
4012	"ENSMUSG00000027425"	"Kat14"	chr2	+	144406622	144407676	144406622	144406711	144407311	144407676
4019	"ENSMUSG00000021555"	"Naa35"	chr13	+	59607245	59607431	59607245	59607312	59607387	59607431
4021	"ENSMUSG00000025178"	"Pi4k2a"	chr19	+	42115036	42116018	42115036	42115136	42115884	42116018
4029	"ENSMUSG00000024019"	"Cmtr1"	chr17	+	29698637	29699288	29698637	29698729	29699219	29699288
4043	"ENSMUSG00000015790"	"Surf1"	chr2	-	26915595	26916006	26915595	26915729	26915954	26916006
4044	"ENSMUSG00000015790"	"Surf1"	chr2	-	26915595	26916006	26915595	26915749	26915954	26916006
4045	"ENSMUSG00000015790"	"Surf1"	chr2	-	26915595	26916006	26915595	26915769	26915954	26916006
4046	"ENSMUSG00000015790"	"Surf1"	chr2	-	26915595	26916006	26915595	26915784	26915954	26916006
4075	"ENSMUSG00000030035"	"Wbp1"	chr6	-	83120184	83120876	83120184	83120287	83120771	83120876
4105	"ENSMUSG00000042156"	"Dzip1"	chr14	-	118899985	118901549	118899985	118900042	118901500	118901549
4155	"ENSMUSG00000001017"	"Chtop"	chr3	-	90506107	90507626	90506107	90506261	90507544	90507626
4156	"ENSMUSG00000001017"	"Chtop"	chr3	-	90506107	90507626	90506107	90507258	90507544	90507626
4160	"ENSMUSG00000029647"	"Pan3"	chr5	+	147545605	147548496	147545605	147545735	147546364	147548496
4162	"ENSMUSG00000026193"	"Fn1"	chr1	-	71597280	71597747	71597280	71597387	71597641	71597747
4163	"ENSMUSG00000026193"	"Fn1"	chr1	-	71597280	71598463	71597280	71597387	71598373	71598463
4164	"ENSMUSG00000026193"	"Fn1"	chr1	-	71597280	71598463	71597280	71597672	71598373	71598463
4165	"ENSMUSG00000026193"	"Fn1"	chr1	-	71597280	71598463	71597280	71597747	71598373	71598463
4169	"ENSMUSG00000041939"	"Mvk"	chr5	+	114445387	114446306	114445387	114445479	114446158	114446306
