ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
802	"ENSMUSG00000034771"	"Tle2"	chr10	+	81580256	81580331	81580256	81580298	81580483	81580667	802	2,3,3	0,1,0	4,7,5	0,1,0	-2	-1	1	1.0	1.0,0.6,1.0	1.0,0.778,1.0	-0.059
803	"ENSMUSG00000034771"	"Tle2"	chr10	+	81580256	81580667	81580256	81580331	81580894	81580914	803	2,2,2	0,0,0	0,2,0	0,1,0	-2	-1	1	1.0	1.0,1.0,1.0	NA,0.5,NA	0.5
804	"ENSMUSG00000034771"	"Tle2"	chr10	+	81586212	81586373	81586212	81586337	81586854	81586928	804	1,3,3	1,0,0	1,1,0	0,0,0	-2	-1	1	1.0	0.333,1.0,1.0	1.0,1.0,NA	-0.222
805	"ENSMUSG00000034771"	"Tle2"	chr10	+	81586212	81586373	81586212	81586337	81586857	81586928	805	5,3,2	2,2,2	4,2,4	0,0,1	-2	-1	3.60851387354e-05	0.00641864405256	0.556,0.429,0.333	1.0,1.0,0.667	-0.45
807	"ENSMUSG00000039795"	"Zfand1"	chr3	-	10351168	10351317	10351241	10351317	10348509	10348552	807	1,1,0	1,2,0	0,0,0	0,1,9	-2	-1	1	1.0	0.333,0.2,NA	NA,0.0,0.0	0.267
808	"ENSMUSG00000021733"	"Slc4a7"	chr14	+	14739724	14739913	14739724	14739874	14742413	14742782	808	0,0,0	0,1,0	4,2,0	0,0,2	-2	-1	1	1.0	NA,0.0,NA	1.0,1.0,0.0	-0.667
809	"ENSMUSG00000021733"	"Slc4a7"	chr14	+	14739724	14739913	14739724	14739874	14745967	14746083	809	0,0,1	0,1,0	0,0,1	0,2,0	-2	-1	1	1.0	NA,0.0,1.0	NA,0.0,1.0	0.0
811	"ENSMUSG00000041375"	"Ccdc9"	chr7	-	16284224	16284375	16284270	16284375	16282751	16282850	811	0,1,1	27,29,20	3,0,0	11,22,24	-2	-1	1	1.0	0.0,0.017,0.024	0.12,0.0,0.0	-0.026
812	"ENSMUSG00000021809"	"Nudt13"	chr14	+	20295087	20295266	20295087	20295209	20300586	20300679	812	4,5,8	1,0,0	12,6,7	0,0,0	-2	-1	1	1.0	0.667,1.0,1.0	1.0,1.0,1.0	-0.111
816	"ENSMUSG00000021819"	"Zswim8"	chr14	+	20715951	20716083	20715951	20716062	20716221	20716401	816	8,15,3	0,1,0	14,12,13	0,2,3	-2	-1	0.0125530082347	0.229759023816	1.0,0.882,1.0	1.0,0.75,0.684	0.149
817	"ENSMUSG00000021819"	"Zswim8"	chr14	+	20721170	20722053	20721170	20722029	20722142	20722319	817	2,4,5	31,33,23	1,7,5	30,32,24	-2	-1	0.775294341156	1.0	0.031,0.057,0.098	0.016,0.099,0.094	-0.008
818	"ENSMUSG00000039356"	"Exosc2"	chr2	+	31672471	31672586	31672471	31672573	31674514	31674560	818	2,0,0	11,11,7	0,0,0	2,8,13	-2	-1	1	1.0	0.083,0.0,0.0	0.0,0.0,0.0	0.028
820	"ENSMUSG00000038943"	"Prc1"	chr7	+	80311069	80311180	80311069	80311171	80312216	80312327	820	9,0,7	1,0,0	2,2,0	0,0,0	-2	-1	1	1.0	0.818,NA,1.0	1.0,1.0,NA	-0.091
821	"ENSMUSG00000038943"	"Prc1"	chr7	+	80313031	80313208	80313031	80313131	80313526	80313568	821	1,0,3	1,4,0	2,0,0	0,0,0	-2	-1	1	1.0	0.333,0.0,1.0	1.0,NA,NA	-0.556
824	"ENSMUSG00000035325"	"Sec31a"	chr5	-	100373379	100373715	100373424	100373715	100368293	100368352	824	3,1,10	13,12,9	1,0,0	7,6,8	-2	-1	0.000108175291191	0.0105291159154	0.103,0.04,0.357	0.067,0.0,0.0	0.144
825	"ENSMUSG00000002107"	"Celf2"	chr2	-	6560658	6560790	6560670	6560790	6553784	6553964	825	5,6,5	11,17,10	5,8,2	8,12,29	-2	-1	0.678013986991	1.0	0.185,0.15,0.2	0.238,0.25,0.033	0.005
826	"ENSMUSG00000002107"	"Celf2"	chr2	-	6560658	6560790	6560670	6560790	6553784	6553982	826	0,0,1	0,5,1	0,0,0	5,5,4	-2	-1	1	1.0	NA,0.0,0.333	0.0,0.0,0.0	0.167
827	"ENSMUSG00000039652"	"Cpeb3"	chr19	-	37139061	37139221	37139130	37139221	37126331	37126388	827	3,20,3	6,3,1	8,11,13	4,6,5	-2	-1	0.954613782864	1.0	0.2,0.769,0.6	0.5,0.478,0.565	0.009
828	"ENSMUSG00000049643"	"2310022A10Rik"	chr7	+	27571563	27571748	27571563	27571701	27574590	27574740	828	0,0,3	82,99,79	2,1,1	71,86,104	-2	-1	1	1.0	0.0,0.0,0.019	0.014,0.006,0.005	-0.002
830	"ENSMUSG00000023079"	"Gtf2ird1"	chr5	-	134388426	134388523	134388433	134388523	134385789	134385837	830	0,0,1	6,9,4	0,0,0	11,13,5	-2	-1	1	1.0	0.0,0.0,0.111	0.0,0.0,0.0	0.037
831	"ENSMUSG00000000804"	"Usp32"	chr11	-	85036479	85036639	85036521	85036639	85032068	85032223	831	0,0,1	3,3,4	1,0,0	4,8,9	-2	-1	1	1.0	0.0,0.0,0.111	0.111,0.0,0.0	0.0
832	"ENSMUSG00000028394"	"Pole3"	chr4	-	62524609	62524835	62524749	62524835	62524317	62524436	832	2,4,2	17,24,19	3,7,1	15,21,25	-2	-1	0.578437915245	1.0	0.056,0.077,0.05	0.091,0.143,0.02	-0.024
833	"ENSMUSG00000018196"	"Glrx2"	chr1	+	143741647	143741754	143741647	143741711	143745046	143745223	833	3,2,0	40,16,30	0,0,6	18,40,32	-2	-1	0.743245076278	1.0	0.036,0.059,0.0	0.0,0.0,0.086	0.003
835	"ENSMUSG00000029346"	"Srrd"	chr5	-	112337975	112338047	112338001	112338047	112337391	112337741	835	3,2,6	7,10,8	1,1,2	4,7,6	-2	-1	0.152631539145	1.0	0.176,0.091,0.273	0.111,0.067,0.143	0.073
837	"ENSMUSG00000029152"	"Ociad1"	chr5	+	73306577	73306798	73306577	73306753	73310273	73310426	837	16,17,26	184,226,203	13,15,6	161,85,132	-2	-1	0.701605016961	1.0	0.042,0.036,0.06	0.039,0.081,0.022	-0.001
847	"ENSMUSG00000020184"	"Mdm2"	chr10	-	117709653	117709784	117709699	117709784	117705154	117705229	847	3,5,1	22,46,22	2,3,0	35,19,26	-2	-1	0.251703151517	1.0	0.064,0.052,0.022	0.028,0.073,0.0	0.012
848	"ENSMUSG00000036023"	"Parp2"	chr14	+	50814869	50814966	50814869	50814955	50815351	50815427	848	13,13,11	3,2,0	10,5,5	0,0,0	-2	-1	0.0123458771655	0.229759023816	0.684,0.765,1.0	1.0,1.0,1.0	-0.184
854	"ENSMUSG00000053453"	"Thoc7"	chr14	-	13954538	13954656	13954565	13954656	13953410	13953538	854	226,181,254	3,0,1	166,175,194	5,2,3	-2	-1	0.0407839219195	0.491826448233	0.974,1.0,0.992	0.943,0.978,0.97	0.025
855	"ENSMUSG00000053453"	"Thoc7"	chr14	-	13957459	13957631	13957553	13957631	13953410	13953538	855	0,2,0	0,0,0	2,0,4	0,0,3	-2	-1	1	1.0	NA,1.0,NA	1.0,NA,0.4	0.3
856	"ENSMUSG00000053453"	"Thoc7"	chr14	-	13957459	13957631	13957553	13957631	13954538	13954656	856	15,8,16	4,1,4	3,6,12	2,7,12	-2	-1	0.00108408988764	0.0416935110841	0.652,0.8,0.667	0.429,0.3,0.333	0.352
859	"ENSMUSG00000034165"	"Ccnd3"	chr17	+	47578708	47578792	47578708	47578773	47593644	47593852	859	0,0,1	0,0,0	0,0,0	1,0,0	-2	-1	1	1.0	NA,NA,1.0	0.0,NA,NA	1.0
861	"ENSMUSG00000031425"	"Plp1"	chrX	+	136831952	136832214	136831952	136832109	136833267	136833436	861	3,0,1	0,2,0	2,1,0	3,2,1	-2	-1	0.0206765258223	0.33296183961	1.0,0.0,1.0	0.25,0.2,0.0	0.517
863	"ENSMUSG00000037805"	"Rpl10a"	chr17	+	28328966	28329280	28328966	28329047	28329373	28329522	863	2,6,10	298,190,351	11,7,5	130,195,209	-2	-1	0.0455103436907	0.528999538942	0.003,0.016,0.014	0.041,0.018,0.012	-0.013
864	"ENSMUSG00000037805"	"Rpl10a"	chr17	+	28328966	28329522	28328966	28329047	28330524	28330697	864	2,1,6	1,0,0	1,6,4	0,0,0	-2	-1	1	1.0	0.5,1.0,1.0	1.0,1.0,1.0	-0.167
868	"ENSMUSG00000037965"	"Zc3h7a"	chr16	-	11145179	11145285	11145241	11145285	11141662	11141771	868	23,16,13	5,2,5	16,15,19	1,2,0	-2	-1	0.00173090221873	0.0615768464313	0.697,0.8,0.565	0.889,0.789,1.0	-0.205
872	"ENSMUSG00000032041"	"Tirap"	chr9	-	35199210	35199319	35199220	35199319	35191573	35191696	872	4,7,7	2,1,1	0,7,7	6,13,10	-2	-1	0.000110988572545	0.0105291159154	0.5,0.778,0.778	0.0,0.212,0.259	0.528
875	"ENSMUSG00000062198"	"2700097O09Rik"	chr12	-	55059374	55059578	55059456	55059578	55057241	55057352	875	1,5,4	11,3,12	1,2,2	6,2,9	-2	-1	0.370570746072	1.0	0.043,0.455,0.143	0.077,0.333,0.1	0.044
880	"ENSMUSG00000060600"	"Eno3"	chr11	+	70657201	70657279	70657201	70657267	70657871	70657958	880	52,54,90	547,667,789	36,127,87	474,1433,1050	-2	-1	0.27442207272	1.0	0.045,0.039,0.054	0.037,0.042,0.04	0.006
881	"ENSMUSG00000060600"	"Eno3"	chr11	+	70660996	70661194	70660996	70661092	70661388	70661590	881	12988,11420,11596	10,6,9	9126,10085,8505	3,6,5	-2	-1	1	1.0	0.998,0.999,0.998	0.999,0.999,0.999	-0.001
883	"ENSMUSG00000039233"	"Tbce"	chr13	-	14003532	14003696	14003542	14003696	14001109	14001178	883	1,1,2	11,22,13	0,0,0	12,9,4	-2	-1	0.516939074325	1.0	0.043,0.022,0.071	0.0,0.0,0.0	0.045
884	"ENSMUSG00000068329"	"Htra2"	chr6	-	83052697	83053070	83053000	83053070	83052472	83052542	884	24,25,19	3,3,1	16,13,5	1,1,0	-2	-1	1	1.0	0.8,0.806,0.905	0.889,0.867,1.0	-0.082
885	"ENSMUSG00000068329"	"Htra2"	chr6	-	83052697	83053070	83053037	83053070	83052472	83052542	885	31,30,21	2,4,2	17,16,7	0,2,0	-2	-1	0.0076289021606	0.159645996684	0.886,0.789,0.84	1.0,0.8,1.0	-0.095
886	"ENSMUSG00000068329"	"Htra2"	chr6	-	83053000	83053070	83053037	83053070	83052472	83052542	886	10,8,3	2,4,2	2,4,2	0,2,0	-2	-1	0.00560881206258	0.122789839462	0.714,0.5,0.429	1.0,0.5,1.0	-0.286
887	"ENSMUSG00000068329"	"Htra2"	chr6	-	83053000	83053070	83053037	83053070	83052697	83052726	887	8,6,2	3,3,0	2,3,2	0,0,1	-2	-1	0.000293620357727	0.0174092403769	0.571,0.5,1.0	1.0,1.0,0.5	-0.143
889	"ENSMUSG00000038664"	"Herc1"	chr9	+	66461699	66461920	66461699	66461899	66462828	66463097	889	4,5,4	0,20,4	5,4,6	17,13,6	-2	-1	0.257101825302	1.0	1.0,0.111,0.333	0.128,0.133,0.333	0.283
890	"ENSMUSG00000000902"	"Smarcb1"	chr10	-	75904383	75906196	75906029	75906196	75897444	75897576	890	40,36,30	0,1,0	10,37,20	0,0,0	-2	-1	1	1.0	1.0,0.947,1.0	1.0,1.0,1.0	-0.018
891	"ENSMUSG00000000902"	"Smarcb1"	chr10	-	75916772	75916911	75916799	75916911	75915063	75915193	891	12,29,7	6,9,9	13,11,10	3,3,6	-2	-1	0.339242115071	1.0	0.5,0.617,0.28	0.684,0.647,0.455	-0.13
892	"ENSMUSG00000062646"	"Ganc"	chr2	+	120419357	120419485	120419357	120419440	120422024	120422204	892	12,27,13	0,1,0	15,14,17	0,0,0	-2	-1	1	1.0	1.0,0.931,1.0	1.0,1.0,1.0	-0.023
893	"ENSMUSG00000062646"	"Ganc"	chr2	+	120422024	120422749	120422024	120422204	120423698	120423744	893	2,0,0	5,34,9	0,0,0	21,20,25	-2	-1	1	1.0	0.167,0.0,0.0	0.0,0.0,0.0	0.056
896	"ENSMUSG00000040785"	"Ttc3"	chr16	+	94370766	94370971	94370766	94370861	94383911	94384066	896	0,2,0	0,4,0	3,0,2	1,0,0	-2	-1	1	1.0	NA,0.2,NA	0.6,NA,1.0	-0.6
898	"ENSMUSG00000040785"	"Ttc3"	chr16	+	94370750	94370971	94370750	94370861	94403313	94403368	898	0,8,0	0,1,2	5,2,5	2,0,2	-2	-1	1	1.0	NA,0.8,0.0	0.556,1.0,0.556	-0.304
900	"ENSMUSG00000029060"	"Mib2"	chr4	-	155658893	155659265	155659122	155659265	155657854	155657959	900	7,16,10	3,13,2	6,12,11	5,7,9	-2	-1	0.372063555584	1.0	0.538,0.381,0.714	0.375,0.462,0.379	0.139
902	"ENSMUSG00000025237"	"Parp6"	chr9	+	59630618	59630829	59630618	59630769	59631339	59631393	902	24,40,20	9,7,4	34,29,31	11,6,3	-2	-1	0.73236949827	1.0	0.571,0.741,0.714	0.607,0.707,0.838	-0.042
903	"ENSMUSG00000025237"	"Parp6"	chr9	+	59641023	59641810	59641023	59641096	59648829	59648909	903	3,4,2	26,21,22	2,5,3	10,12,18	-2	-1	0.249314607034	1.0	0.055,0.087,0.043	0.091,0.172,0.077	-0.052
909	"ENSMUSG00000000631"	"Myo18a"	chr11	+	77815855	77815999	77815855	77815891	77817618	77817706	909	1,5,0	13,48,9	7,5,3	22,30,38	-2	-1	0.0604367814712	0.641802537564	0.037,0.05,0.0	0.137,0.077,0.038	-0.055
913	"ENSMUSG00000072501"	"Phf20l1"	chr15	+	66629799	66630966	66629799	66629981	66632705	66632901	913	23,22,30	0,1,0	30,36,34	0,0,1	-2	-1	1	1.0	1.0,0.917,1.0	1.0,1.0,0.944	-0.009
914	"ENSMUSG00000072501"	"Phf20l1"	chr15	+	66630866	66631045	66630866	66630966	66632705	66632901	914	0,1,0	23,22,30	2,0,1	30,36,34	-2	-1	1	1.0	0.0,0.022,0.0	0.032,0.0,0.014	-0.008
916	"ENSMUSG00000035168"	"Tanc1"	chr2	+	59790775	59790898	59790775	59790877	59791598	59791880	916	2,3,3	5,4,0	0,0,1	3,5,1	-2	-1	0.000565597568497	0.0261411400908	0.167,0.273,1.0	0.0,0.0,0.333	0.369
917	"ENSMUSG00000029478"	"Ncor2"	chr5	-	125019818	125020046	125019959	125020046	125018810	125018990	917	12,13,10	48,72,41	10,9,7	42,51,27	-2	-1	0.967531834875	1.0	0.111,0.083,0.109	0.106,0.081,0.115	0.0
918	"ENSMUSG00000029478"	"Ncor2"	chr5	-	125028611	125028798	125028620	125028798	125026801	125027217	918	7,15,5	19,27,24	17,23,16	26,43,42	-2	-1	0.269280688266	1.0	0.156,0.217,0.094	0.246,0.211,0.16	-0.05
919	"ENSMUSG00000030846"	"Tial1"	chr7	-	128446730	128447107	128447038	128447107	128446194	128446270	919	11,8,2	0,1,0	7,0,1	0,0,0	-2	-1	1	1.0	1.0,0.8,1.0	1.0,NA,1.0	-0.067
921	"ENSMUSG00000025224"	"Gbf1"	chr19	+	46280537	46280743	46280537	46280731	46283034	46283185	921	9,10,13	17,38,18	8,12,15	11,36,29	-2	-1	0.895280616348	1.0	0.209,0.116,0.265	0.267,0.143,0.205	-0.008
923	"ENSMUSG00000036180"	"Gatad2a"	chr8	-	69916559	69916700	69916568	69916700	69916283	69916448	923	1,1,3	11,30,12	2,1,0	19,28,31	-2	-1	0.355210698083	1.0	0.043,0.016,0.111	0.05,0.018,0.0	0.034
924	"ENSMUSG00000036180"	"Gatad2a"	chr8	-	69916559	69916700	69916568	69916700	69916283	69916451	924	0,0,0	4,7,6	0,1,0	2,6,0	-2	-1	1	1.0	0.0,0.0,0.0	0.0,0.077,NA	-0.038
925	"ENSMUSG00000010911"	"Apip"	chr2	+	103088560	103088736	103088560	103088678	103089402	103089538	925	0,1,0	60,50,63	0,0,0	51,29,21	-2	-1	1	1.0	0.0,0.01,0.0	0.0,0.0,0.0	0.003
930	"ENSMUSG00000107283"	"Mpv17"	chr5	-	31145239	31145278	31145245	31145278	31144699	31144752	930	2,2,1	33,33,36	2,4,0	40,28,21	-2	-1	0.599527930065	1.0	0.029,0.029,0.014	0.024,0.067,0.0	-0.006
934	"ENSMUSG00000037363"	"Letm2"	chr8	-	25596963	25597496	25597119	25597496	25596361	25596445	934	5,0,0	1,0,0	0,1,2	0,0,0	-2	-1	1	1.0	0.714,NA,NA	NA,1.0,1.0	-0.286
935	"ENSMUSG00000037363"	"Letm2"	chr8	-	25597119	25597513	25597274	25597513	25596361	25596445	935	1,0,0	3,0,2	0,0,0	3,2,1	-2	-1	1	1.0	0.143,NA,0.0	0.0,0.0,0.0	0.071
939	"ENSMUSG00000110206"	"Flt3l"	chr7	-	45133881	45134026	45133897	45134026	45132227	45132412	939	7,2,0	0,0,0	5,3,1	0,0,2	-2	-1	1	1.0	1.0,1.0,NA	1.0,1.0,0.2	0.267
941	"ENSMUSG00000040479"	"Dgkz"	chr2	-	91945173	91945924	91945825	91945924	91944760	91944869	941	3,5,2	0,0,0	17,6,6	0,1,0	-2	-1	1	1.0	1.0,1.0,1.0	1.0,0.75,1.0	0.083
944	"ENSMUSG00000038520"	"Tbc1d17"	chr7	-	44842185	44842300	44842202	44842300	44841982	44842099	944	3,1,1	23,22,26	0,3,2	21,23,9	-2	-1	0.836903378407	1.0	0.061,0.022,0.019	0.0,0.061,0.1	-0.02
954	"ENSMUSG00000067367"	"Lyar"	chr5	+	38223133	38223231	38223133	38223227	38224626	38224797	954	0,1,3	1,2,0	1,5,0	2,1,1	-2	-1	0.604819465542	1.0	0.0,0.2,1.0	0.2,0.714,0.0	0.095
959	"ENSMUSG00000021235"	"Coq6"	chr12	+	84370255	84370386	84370255	84370354	84370923	84371031	959	25,38,25	0,4,0	30,42,37	0,3,2	-2	-1	0.736616546036	1.0	1.0,0.826,1.0	1.0,0.875,0.902	0.016
960	"ENSMUSG00000001909"	"Trmt1"	chr8	+	84689256	84689376	84689256	84689349	84689707	84689908	960	0,1,2	1,3,0	0,0,2	0,0,1	-2	-1	1	1.0	0.0,0.143,1.0	NA,NA,0.5	-0.119
962	"ENSMUSG00000001909"	"Trmt1"	chr8	+	84697268	84697348	84697268	84697338	84697424	84697559	962	2,2,2	49,71,28	1,1,0	26,18,29	-2	-1	0.565405487891	1.0	0.02,0.014,0.034	0.019,0.027,0.0	0.007
964	"ENSMUSG00000032407"	"U2surp"	chr9	-	95491264	95491300	95491267	95491300	95491090	95491173	964	5,9,4	8,20,15	1,9,9	9,5,10	-2	-1	0.334054721633	1.0	0.238,0.184,0.118	0.053,0.474,0.31	-0.099
965	"ENSMUSG00000001441"	"Npepps"	chr11	-	97248201	97248323	97248231	97248323	97244427	97244535	965	13,41,21	0,0,1	40,15,25	0,0,0	-2	-1	1	1.0	1.0,1.0,0.913	1.0,1.0,1.0	-0.029
966	"ENSMUSG00000079478"	"Znrd2"	chr19	-	5731438	5731595	5731443	5731595	5731240	5731325	966	6,1,5	52,56,52	1,5,3	26,75,101	-2	-1	0.24959548481	1.0	0.055,0.009,0.046	0.019,0.032,0.015	0.015
967	"ENSMUSG00000028552"	"Eps15"	chr4	+	109321127	109321325	109321127	109321217	109322069	109322215	967	22,36,15	6,6,1	23,29,26	8,1,3	-2	-1	0.730032925026	1.0	0.647,0.75,0.882	0.59,0.935,0.813	-0.02
973	"ENSMUSG00000023026"	"Dip2b"	chr15	+	100155033	100155156	100155033	100155153	100157169	100157367	973	0,0,2	0,1,0	0,0,0	2,1,0	-2	-1	1	1.0	NA,0.0,1.0	0.0,0.0,NA	0.5
979	"ENSMUSG00000020362"	"Cnot6"	chr11	-	49685247	49685352	49685262	49685352	49685086	49685155	979	2,3,0	4,9,7	4,3,1	2,8,7	-2	-1	0.248626808182	1.0	0.2,0.143,0.0	0.5,0.158,0.067	-0.127
980	"ENSMUSG00000074802"	"Gas2l3"	chr10	-	89434289	89434361	89434292	89434361	89433764	89433812	980	0,1,1	0,0,0	0,0,1	0,1,0	-2	-1	1	1.0	NA,1.0,1.0	NA,0.0,1.0	0.5
982	"ENSMUSG00000022801"	"Lrch3"	chr16	+	32994947	32995011	32994947	32994996	32995805	32995913	982	0,3,0	4,6,1	0,0,4	5,3,5	-2	-1	0.685936419553	1.0	0.0,0.2,0.0	0.0,0.0,0.286	-0.029
983	"ENSMUSG00000024858"	"Grk2"	chr19	-	4287557	4287985	4287822	4287985	4287352	4287466	983	159,130,117	0,1,0	83,101,107	0,0,0	-2	-1	1	1.0	1.0,0.985,1.0	1.0,1.0,1.0	-0.005
987	"ENSMUSG00000026958"	"Dpp7"	chr2	-	25355809	25355953	25355813	25355953	25355557	25355721	987	0,0,1	6,4,7	0,0,0	3,4,5	-2	-1	1	1.0	0.0,0.0,0.067	0.0,0.0,0.0	0.022
990	"ENSMUSG00000033020"	"Polr2f"	chr15	+	79146052	79146183	79146052	79146138	79151335	79151407	990	98,121,86	1,0,1	37,13,33	0,2,0	-2	-1	1	1.0	0.98,1.0,0.977	1.0,0.765,1.0	0.064
991	"ENSMUSG00000016327"	"Atp1b4"	chrX	+	38320510	38320772	38320510	38320760	38324644	38324773	991	0,0,0	0,3,1	0,1,0	2,1,3	-2	-1	1	1.0	NA,0.0,0.0	0.0,0.333,0.0	-0.111
992	"ENSMUSG00000021493"	"Pdlim7"	chr13	-	55506305	55507366	55507329	55507366	55505933	55506168	992	32,58,47	0,0,2	39,42,30	0,0,1	-2	-1	1	1.0	1.0,1.0,0.922	1.0,1.0,0.938	-0.005
996	"ENSMUSG00000026005"	"Rpe"	chr1	+	66700830	66701417	66700830	66701028	66706445	66706525	996	0,1,0	5,4,3	0,0,0	1,6,7	-2	-1	1	1.0	0.0,0.111,0.0	0.0,0.0,0.0	0.037
997	"ENSMUSG00000026005"	"Rpe"	chr1	+	66701616	66701648	66701616	66701636	66706445	66706525	997	0,0,1	0,0,0	0,7,1	0,0,2	-2	-1	1	1.0	NA,NA,1.0	NA,1.0,0.2	0.4
999	"ENSMUSG00000038346"	"Zfp384"	chr6	+	125024032	125024552	125024032	125024270	125024745	125025082	999	11,18,12	2,1,1	23,14,12	0,1,2	-2	-1	0.27608629225	1.0	0.733,0.9,0.857	1.0,0.875,0.75	-0.045
1003	"ENSMUSG00000030611"	"Mrps11"	chr7	+	78783572	78783686	78783572	78783680	78788674	78788773	1003	9,5,2	41,34,38	2,3,1	29,10,21	-2	-1	0.198331646452	1.0	0.099,0.068,0.026	0.033,0.13,0.023	0.002
1006	"ENSMUSG00000022199"	"Slc22a17"	chr14	-	54907885	54908366	54908260	54908366	54907518	54907630	1006	10,11,1	0,0,1	2,1,1	0,0,0	-2	-1	1	1.0	1.0,1.0,0.333	1.0,1.0,1.0	-0.222
1009	"ENSMUSG00000025477"	"Inpp5a"	chr7	+	139477994	139478127	139477994	139478095	139481631	139481719	1009	1,1,1	31,74,73	0,0,0	81,51,69	-2	-1	1	1.0	0.016,0.007,0.007	0.0,0.0,0.0	0.01
1010	"ENSMUSG00000025477"	"Inpp5a"	chr7	+	139578181	139578269	139578181	139578218	139578353	139579652	1010	109,118,131	0,0,0	88,142,157	0,2,3	-2	-1	0.494003215135	1.0	1.0,1.0,1.0	1.0,0.973,0.963	0.021
1014	"ENSMUSG00000031782"	"Coq9"	chr8	+	94850514	94850639	94850514	94850599	94851850	94851955	1014	43,33,21	495,475,410	36,48,39	516,616,595	-2	-1	0.908198179228	1.0	0.042,0.034,0.025	0.034,0.037,0.032	-0.001
1016	"ENSMUSG00000026811"	"St6galnac6"	chr2	+	32608041	32608225	32608041	32608096	32609225	32609316	1016	0,5,0	1,8,9	1,1,10	9,8,8	-2	-1	0.28660620747	1.0	0.0,0.238,0.0	0.053,0.059,0.385	-0.086
1017	"ENSMUSG00000026811"	"St6galnac6"	chr2	+	32614780	32615187	32614780	32615168	32618496	32618604	1017	8,34,23	1,2,2	42,28,18	0,2,4	-2	-1	0.47321396045	1.0	0.8,0.895,0.852	1.0,0.875,0.692	-0.007
1018	"ENSMUSG00000030098"	"Grip2"	chr6	-	91787183	91787329	91787208	91787329	91786466	91786553	1018	1,4,2	0,1,0	0,3,1	0,0,1	-2	-1	1	1.0	1.0,0.667,1.0	NA,1.0,0.333	0.222
1019	"ENSMUSG00000020849"	"Ywhae"	chr11	+	75755573	75755680	75755573	75755652	75756816	75757116	1019	556,662,560	0,0,1	415,379,417	0,1,0	-2	-1	1	1.0	1.0,1.0,0.996	1.0,0.995,1.0	0.0
1024	"ENSMUSG00000054874"	"Pcnx3"	chr19	-	5683276	5683412	5683306	5683412	5681431	5681553	1024	3,3,1	0,0,0	2,1,6	1,0,1	-2	-1	1	1.0	1.0,1.0,1.0	0.5,1.0,0.75	0.25
1026	"ENSMUSG00000021893"	"Capn7"	chr14	+	31360124	31361245	31360124	31360245	31363478	31363623	1026	0,2,0	28,57,16	0,0,2	26,18,31	-2	-1	1	1.0	0.0,0.017,0.0	0.0,0.0,0.031	-0.005
1027	"ENSMUSG00000025068"	"Gsto1"	chr19	+	47859431	47859555	47859431	47859530	47863378	47863482	1027	0,0,1	80,61,76	0,0,0	69,28,21	-2	-1	1	1.0	0.0,0.0,0.007	0.0,0.0,0.0	0.002
1028	"ENSMUSG00000025371"	"Chmp6"	chr11	+	119915412	119915554	119915412	119915522	119915631	119915719	1028	1,0,0	25,28,24	0,0,0	12,34,36	-2	-1	1	1.0	0.02,0.0,0.0	0.0,0.0,0.0	0.007
1030	"ENSMUSG00000042198"	"Chchd7"	chr4	+	3938913	3939131	3938913	3938962	3939423	3939526	1030	6,14,20	1,0,3	17,26,27	3,0,4	-2	-1	0.272077804968	1.0	0.75,1.0,0.769	0.739,1.0,0.771	0.003
1031	"ENSMUSG00000063047"	"Zfp780b"	chr7	-	27976739	27976833	27976751	27976833	27974752	27974805	1031	0,2,0	1,2,0	2,4,5	2,6,7	-2	-1	1	1.0	0.0,0.333,NA	0.333,0.25,0.263	-0.115
1036	"ENSMUSG00000025602"	"Zfp202"	chr9	+	40207198	40207694	40207198	40207690	40208304	40208515	1036	1,0,0	1,1,0	2,1,2	1,2,0	-2	-1	1	1.0	0.333,0.0,NA	0.5,0.2,1.0	-0.4
1038	"ENSMUSG00000022353"	"Mtss1"	chr15	-	58968827	58968913	58968838	58968913	58956432	58956590	1038	0,1,1	4,13,5	1,0,0	4,0,2	-2	-1	1	1.0	0.0,0.037,0.091	0.111,NA,0.0	-0.013
1040	"ENSMUSG00000038084"	"Opa1"	chr16	+	29618121	29618308	29618121	29618287	29620380	29620533	1040	0,0,1	61,125,42	0,0,0	98,93,70	-2	-1	1	1.0	0.0,0.0,0.012	0.0,0.0,0.0	0.004
1043	"ENSMUSG00000039637"	"Coro7"	chr16	-	4634588	4634907	4634761	4634907	4634298	4634430	1043	4,12,3	0,0,0	7,6,6	1,0,0	-2	-1	1	1.0	1.0,1.0,1.0	0.778,1.0,1.0	0.074
1044	"ENSMUSG00000025283"	"Sat1"	chrX	-	155215119	155215684	155215600	155215684	155214032	155214134	1044	2,3,4	21,15,29	4,5,2	28,11,11	-2	-1	0.377011271145	1.0	0.045,0.091,0.065	0.067,0.185,0.083	-0.045
1046	"ENSMUSG00000070371"	"Prss36"	chr7	-	127934389	127934627	127934509	127934627	127933370	127933492	1046	4,4,8	0,0,0	1,4,4	0,0,3	-2	-1	0.250534446752	1.0	1.0,1.0,1.0	1.0,1.0,0.4	0.2
