ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
3724	"ENSMUSG00000029817"	"Tra2a"	chr6	-	49245475	49246964	49245475	49245610	49246848	49246964
3728	"ENSMUSG00000023249"	"Parp3"	chr9	-	106473432	106473833	106473432	106473519	106473680	106473833
3729	"ENSMUSG00000023249"	"Parp3"	chr9	-	106474396	106474868	106474396	106474520	106474679	106474868
3730	"ENSMUSG00000023249"	"Parp3"	chr9	-	106474396	106474868	106474396	106474535	106474679	106474868
3752	"ENSMUSG00000035632"	"Cnot3"	chr7	+	3655570	3656156	3655570	3655952	3656032	3656156
3790	"ENSMUSG00000000759"	"Tubgcp3"	chr8	-	12624817	12625113	12624817	12624949	12625024	12625113
3797	"ENSMUSG00000038781"	"Stap2"	chr17	-	55999742	56000015	55999742	55999808	55999912	56000015
3825	"ENSMUSG00000002250"	"Ppard"	chr17	+	28298276	28299034	28298276	28298479	28298583	28299034
3858	"ENSMUSG00000002949"	"Timm44"	chr8	-	4265225	4266680	4265225	4265276	4266555	4266680
3869	"ENSMUSG00000025938"	"Slco5a1"	chr1	-	12989579	12991177	12989579	12990963	12991104	12991177
3874	"ENSMUSG00000036054"	"Sugp2"	chr8	+	70260468	70261317	70260468	70260589	70261230	70261317
3898	"ENSMUSG00000026277"	"Stk25"	chr1	-	93626050	93627133	93626050	93626208	93627024	93627133
3918	"ENSMUSG00000008398"	"Elk3"	chr10	-	93264879	93265680	93264879	93265010	93265336	93265680
3948	"ENSMUSG00000062647"	"Rpl7a"	chr2	+	26912670	26913057	26912670	26912801	26912987	26913057
3996	"ENSMUSG00000025178"	"Pi4k2a"	chr19	+	42115036	42116018	42115036	42115136	42115884	42116018
4018	"ENSMUSG00000015790"	"Surf1"	chr2	-	26915595	26916006	26915595	26915729	26915954	26916006
4019	"ENSMUSG00000015790"	"Surf1"	chr2	-	26915595	26916006	26915595	26915749	26915954	26916006
4020	"ENSMUSG00000015790"	"Surf1"	chr2	-	26915595	26916006	26915595	26915769	26915954	26916006
4038	"ENSMUSG00000028949"	"Smarcd3"	chr5	-	24595389	24595845	24595389	24595485	24595722	24595845
4041	"ENSMUSG00000024194"	"Cuta"	chr17	-	26938417	26938786	26938417	26938617	26938726	26938786
4042	"ENSMUSG00000024194"	"Cuta"	chr17	-	26938571	26938786	26938571	26938649	26938726	26938786
4068	"ENSMUSG00000075376"	"Rc3h2"	chr2	-	37389584	37389890	37389584	37389774	37389856	37389890
4078	"ENSMUSG00000042156"	"Dzip1"	chr14	-	118899985	118901549	118899985	118900042	118901500	118901549
4127	"ENSMUSG00000001017"	"Chtop"	chr3	-	90506107	90507626	90506107	90506261	90507544	90507626
4128	"ENSMUSG00000001017"	"Chtop"	chr3	-	90506107	90507626	90506107	90507258	90507544	90507626
4129	"ENSMUSG00000042042"	"Csgalnact2"	chr6	-	118124311	118126338	118124311	118124413	118126121	118126338
4134	"ENSMUSG00000026193"	"Fn1"	chr1	-	71597280	71597747	71597280	71597387	71597641	71597747
4135	"ENSMUSG00000026193"	"Fn1"	chr1	-	71597280	71598463	71597280	71597387	71598373	71598463
4136	"ENSMUSG00000026193"	"Fn1"	chr1	-	71597280	71598463	71597280	71597672	71598373	71598463
4137	"ENSMUSG00000026193"	"Fn1"	chr1	-	71597280	71598463	71597280	71597747	71598373	71598463
