ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
781	"ENSMUSG00000027809"	"Etfdh"	chr3	-	79615923	79616001	79614999	79615146	79618306	79618425	781	141,234,158	0,0,0	198,190,179	1,0,0	77	-1	nan	nan	1.0,1.0,1.0	1.636,1.0,1.0	-0.212
784	"ENSMUSG00000041143"	"Tmco4"	chr4	+	139052500	139052618	139029828	139029913	139053899	139054017	784	14,13,16	0,0,0	19,14,18	1,0,0	117	-1	nan	nan	1.0,1.0,1.0	-0.194,1.0,1.0	0.398
785	"ENSMUSG00000022365"	"Derl1"	chr15	-	57875496	57875607	57869501	57871906	57877417	57877470	785	132,171,134	0,1,0	110,99,87	0,0,0	110	-1	nan	nan	1.0,2.803,1.0	1.0,1.0,1.0	0.601
793	"ENSMUSG00000039063"	"Echdc3"	chr2	-	6206414	6206512	6195582	6195783	6208467	6208589	793	10,21,12	0,0,3	11,11,7	0,0,0	97	-1	nan	nan	1.0,1.0,-0.043	1.0,1.0,1.0	-0.348
794	"ENSMUSG00000020171"	"Yeats4"	chr10	-	117217428	117217521	117217211	117217299	117220332	117220427	794	49,42,49	0,1,0	28,26,30	0,0,0	92	-1	nan	nan	1.0,-0.84,1.0	1.0,1.0,1.0	-0.613
797	"ENSMUSG00000059022"	"Kcp"	chr6	-	29490394	29490568	29490065	29490148	29491664	29491758	797	3,5,4	0,0,0	15,4,3	0,1,0	173	-1	nan	nan	1.0,1.0,1.0	1.0,-0.024,1.0	0.341
798	"ENSMUSG00000059022"	"Kcp"	chr6	-	29498786	29498880	29498428	29498514	29498956	29499036	798	0,4,0	1,0,0	3,1,0	0,0,0	93	-1	1	nan	-0.0,1.0,NA	1.0,1.0,NA	-0.5
800	"ENSMUSG00000034525"	"Ice1"	chr13	-	70608309	70608552	70606755	70606876	70608775	70608819	800	0,0,0	9,16,2	0,0,1	5,8,9	242	-1	1	nan	-0.0,-0.0,-0.0	-0.0,-0.0,-0.0	0.0
807	"ENSMUSG00000020739"	"Nup85"	chr11	+	115580503	115580587	115578789	115578896	115580729	115580795	807	40,48,45	2,1,0	23,39,42	0,2,0	83	-1	nan	nan	-0.317,-1.371,1.0	1.0,-0.307,1.0	-0.794
809	"ENSMUSG00000028868"	"Wasf2"	chr4	+	133160385	133160530	133130628	133130728	133176440	133176560	809	0,2,0	4,5,3	0,1,0	13,6,11	144	-1	1	nan	-0.0,-0.003,-0.0	-0.0,-0.001,-0.0	-0.001
811	"ENSMUSG00000029505"	"Ep400"	chr5	-	110670874	110671096	110668549	110668745	110673108	110673293	811	17,22,3	0,0,0	6,16,12	1,0,0	221	-1	nan	nan	1.0,1.0,1.0	-0.028,1.0,1.0	0.343
812	"ENSMUSG00000029505"	"Ep400"	chr5	-	110700521	110700764	110698751	110698916	110701620	110701790	812	1,10,1	1,4,0	4,4,3	1,0,6	242	-1	nan	nan	-0.004,-0.01,1.0	-0.017,1.0,-0.002	0.002
813	"ENSMUSG00000029505"	"Ep400"	chr5	-	110740181	110740289	110737671	110739681	110741969	110742060	813	6,5,1	0,2,1	2,0,7	1,6,3	107	-1	nan	nan	1.0,-0.024,-0.009	-0.019,-0.0,-0.022	0.336
814	"ENSMUSG00000029505"	"Ep400"	chr5	-	110753803	110753914	110741969	110742060	110755396	110756766	814	1,0,2	2,1,1	0,0,0	8,1,1	110	-1	1	nan	-0.005,-0.0,-0.019	-0.0,-0.0,-0.0	-0.008
815	"ENSMUSG00000004187"	"Kifc2"	chr15	+	76661479	76661618	76661235	76661384	76661726	76661872	815	6,10,7	0,1,0	6,5,5	0,0,0	138	-1	nan	nan	1.0,-0.078,1.0	1.0,1.0,1.0	-0.359
816	"ENSMUSG00000004187"	"Kifc2"	chr15	+	76664281	76664445	76664067	76664179	76666028	76666133	816	9,6,6	0,0,0	7,11,4	1,0,0	163	-1	nan	nan	1.0,1.0,1.0	-0.045,1.0,1.0	0.348
820	"ENSMUSG00000038685"	"Rtel1"	chr2	+	181338234	181338354	181335935	181336046	181339055	181339094	820	2,8,6	0,2,1	1,9,5	0,3,0	119	-1	nan	nan	1.0,-0.035,-0.053	1.0,-0.026,1.0	-0.354
821	"ENSMUSG00000038685"	"Rtel1"	chr2	+	181341524	181341580	181340495	181340593	181346831	181346906	821	5,11,3	2,1,0	2,7,6	0,0,1	55	-1	nan	nan	-0.048,-0.25,1.0	1.0,1.0,-0.122	-0.392
822	"ENSMUSG00000038685"	"Rtel1"	chr2	+	181355008	181355125	181354352	181354442	181355309	181355552	822	2,1,3	3,1,0	0,6,2	1,0,0	116	-1	nan	nan	-0.006,-0.009,1.0	-0.0,1.0,1.0	-0.338
823	"ENSMUSG00000038685"	"Rtel1"	chr2	+	181355008	181355125	181354352	181354442	181355327	181355552	823	2,2,3	4,4,0	1,2,1	0,1,0	116	-1	nan	nan	-0.004,-0.004,1.0	1.0,-0.018,1.0	-0.33
829	"ENSMUSG00000027522"	"Stx16"	chr2	+	174084645	174084657	174076921	174077189	174090620	174090728	829	1,13,5	0,0,0	1,13,13	0,1,0	11	-1	nan	nan	1.0,1.0,1.0	1.0,6.5,1.0	-1.833
830	"ENSMUSG00000027522"	"Stx16"	chr2	+	174092401	174092567	174091481	174091622	174093433	174093525	830	28,45,28	0,3,0	32,35,20	5,1,1	165	-1	nan	nan	1.0,-0.1,1.0	-0.04,-0.269,-0.138	0.782
831	"ENSMUSG00000027522"	"Stx16"	chr2	+	174093928	174094072	174093433	174093525	174095059	174095140	831	26,47,23	0,0,0	24,48,22	1,0,2	143	-1	nan	nan	1.0,1.0,1.0	-0.202,1.0,-0.083	0.762
836	"ENSMUSG00000052707"	"Tnrc6a"	chr7	+	123143749	123143837	123124667	123124715	123162493	123162877	836	9,13,14	0,0,1	8,4,5	0,0,0	87	-1	nan	nan	1.0,1.0,-0.192	1.0,1.0,1.0	-0.397
837	"ENSMUSG00000052707"	"Tnrc6a"	chr7	+	123152163	123152185	123124667	123124715	123162493	123162663	837	0,0,1	0,0,1	2,0,0	0,0,0	21	-1	1	nan	NA,NA,-0.05	1.0,NA,NA	-1.05
839	"ENSMUSG00000052707"	"Tnrc6a"	chr7	+	123162493	123162877	123152163	123152185	123169535	123172118	839	17,23,15	0,1,0	7,10,5	0,0,0	383	-1	nan	nan	1.0,-0.064,1.0	1.0,1.0,1.0	-0.355
840	"ENSMUSG00000052707"	"Tnrc6a"	chr7	+	123175425	123175458	123174143	123174319	123176823	123176904	840	7,6,6	1,0,0	6,7,6	0,1,0	32	-1	1	nan	-0.28,1.0,1.0	1.0,-0.28,1.0	0.0
841	"ENSMUSG00000052707"	"Tnrc6a"	chr7	+	123180248	123180395	123179716	123179859	123180539	123180677	841	10,20,13	1,5,3	20,13,19	0,6,0	146	-1	nan	nan	-0.074,-0.028,-0.031	1.0,-0.015,1.0	-0.706
842	"ENSMUSG00000039254"	"Pomt1"	chr2	+	32237359	32237511	32236589	32236741	32240426	32240533	842	9,15,4	0,0,0	5,13,8	0,0,1	151	-1	nan	nan	1.0,1.0,1.0	1.0,1.0,-0.056	0.352
844	"ENSMUSG00000039254"	"Pomt1"	chr2	+	32247536	32247629	32246014	32246110	32248614	32248691	844	15,26,15	0,0,1	14,17,12	0,0,2	92	-1	nan	nan	1.0,1.0,-0.195	1.0,1.0,-0.07	-0.042
845	"ENSMUSG00000039254"	"Pomt1"	chr2	+	32250438	32250562	32248662	32248711	32250788	32250909	845	16,18,12	0,0,0	8,15,10	1,0,0	123	-1	nan	nan	1.0,1.0,1.0	-0.07,1.0,1.0	0.357
846	"ENSMUSG00000039254"	"Pomt1"	chr2	+	32250469	32250562	32248614	32248711	32250788	32250909	846	30,27,23	0,0,0	20,35,18	1,0,0	92	-1	nan	nan	1.0,1.0,1.0	-0.278,1.0,1.0	0.426
847	"ENSMUSG00000021816"	"Ppp3cb"	chr14	-	20503246	20503276	20499363	20501662	20508623	20508721	847	245,372,270	1,1,10	246,358,306	1,4,2	29	-1	nan	nan	1.134,1.085,-13.5	1.134,1.479,1.234	-5.043
848	"ENSMUSG00000021816"	"Ppp3cb"	chr14	-	20508623	20508721	20500029	20501662	20509415	20509497	848	146,262,175	1,0,0	169,172,148	0,0,2	97	-1	nan	nan	2.98,1.0,1.0	1.0,1.0,-3.217	2.066
849	"ENSMUSG00000021816"	"Ppp3cb"	chr14	-	20515522	20515600	20509415	20509497	20520553	20520679	849	73,127,92	0,1,0	100,69,78	0,0,0	77	-1	nan	nan	1.0,2.54,1.0	1.0,1.0,1.0	0.513
850	"ENSMUSG00000021816"	"Ppp3cb"	chr14	-	20523579	20523674	20520553	20520679	20523778	20523856	850	245,437,197	1,0,0	449,74,70	0,1,0	94	-1	nan	nan	1.623,1.0,1.0	1.0,-3.7,1.0	1.774
851	"ENSMUSG00000021816"	"Ppp3cb"	chr14	-	20530943	20531068	20528157	20528269	20531659	20531860	851	191,500,183	3,4,3	408,276,305	1,0,4	124	-1	nan	nan	-1.055,125.0,-0.968	1.437,1.0,-1.597	40.712
859	"ENSMUSG00000028646"	"Rragc"	chr4	+	123929831	123929980	123924746	123924889	123935537	123935546	859	45,85,52	0,0,0	71,37,47	0,1,0	148	-1	nan	nan	1.0,1.0,1.0	1.0,-0.333,1.0	0.444
860	"ENSMUSG00000020459"	"Mtif2"	chr11	+	29526692	29526843	29526407	29526487	29529928	29530154	860	27,12,7	1,0,0	10,8,10	1,0,1	150	-1	nan	nan	-0.22,1.0,1.0	-0.071,1.0,-0.071	0.307
861	"ENSMUSG00000020459"	"Mtif2"	chr11	+	29526692	29526843	29526435	29526565	29529928	29530154	861	28,13,9	0,2,0	10,7,11	2,2,2	150	-1	nan	nan	1.0,-0.045,1.0	-0.034,-0.024,-0.038	0.684
862	"ENSMUSG00000020459"	"Mtif2"	chr11	+	29530580	29530692	29529928	29530154	29533225	29533397	862	30,45,31	0,0,1	35,36,13	0,0,1	111	-1	nan	nan	1.0,1.0,-0.388	1.0,1.0,-0.133	-0.085
864	"ENSMUSG00000034664"	"Itga2b"	chr11	-	102455563	102455680	102453296	102453517	102455898	102456000	864	1,3,2	1,0,0	5,0,2	0,0,0	116	-1	1	nan	-0.009,1.0,1.0	1.0,NA,1.0	-0.336
866	"ENSMUSG00000063558"	"Aox1"	chr1	+	58049362	58049489	58047134	58047243	58053663	58053725	866	3,7,3	0,0,0	5,9,8	2,0,0	126	-1	nan	nan	1.0,1.0,1.0	-0.02,1.0,1.0	0.34
867	"ENSMUSG00000063558"	"Aox1"	chr1	+	58057413	58057558	58056213	58056294	58058131	58058224	867	8,23,10	0,1,0	17,8,12	0,0,0	144	-1	nan	nan	1.0,-0.19,1.0	1.0,1.0,1.0	-0.397
871	"ENSMUSG00000038260"	"Trpm4"	chr7	-	45304947	45305080	45304794	45304867	45305288	45305494	871	24,39,17	0,0,0	19,26,36	1,0,0	132	-1	nan	nan	1.0,1.0,1.0	-0.168,1.0,1.0	0.389
872	"ENSMUSG00000038260"	"Trpm4"	chr7	-	45327271	45327452	45326976	45327140	45333381	45333452	872	1,13,2	1,4,0	4,13,11	1,6,6	180	-1	nan	nan	-0.006,-0.018,1.0	-0.023,-0.012,-0.01	0.34
873	"ENSMUSG00000038260"	"Trpm4"	chr7	-	45327720	45327895	45327271	45327452	45333381	45333452	873	3,8,4	1,10,1	1,4,3	1,4,7	174	-1	1	nan	-0.018,-0.005,-0.024	-0.006,-0.006,-0.002	-0.011
876	"ENSMUSG00000021495"	"Fam193b"	chr13	-	55549117	55549357	55542783	55543789	55550223	55550407	876	17,22,21	2,1,0	7,14,10	1,0,0	239	-1	nan	nan	-0.037,-0.101,1.0	-0.03,1.0,1.0	-0.369
877	"ENSMUSG00000021495"	"Fam193b"	chr13	-	55552961	55553349	55550223	55550407	55554216	55554448	877	25,36,20	1,0,0	8,25,19	0,0,0	387	-1	nan	nan	-0.069,1.0,1.0	1.0,1.0,1.0	-0.356
878	"ENSMUSG00000021495"	"Fam193b"	chr13	-	55555982	55556225	55554216	55554448	55569704	55571120	878	7,6,9	0,0,0	9,19,8	0,1,0	242	-1	nan	nan	1.0,1.0,1.0	1.0,-0.085,1.0	0.362
879	"ENSMUSG00000021495"	"Fam193b"	chr13	-	55564519	55564580	55555982	55556225	55569704	55571120	879	16,8,11	0,1,1	16,24,16	0,0,1	60	-1	nan	nan	1.0,-0.154,-0.224	1.0,1.0,-0.364	-0.338
880	"ENSMUSG00000024006"	"Stk38"	chr17	-	28984076	28984200	28982031	28982186	28988177	28988261	880	26,61,11	0,0,3	34,27,43	0,2,2	123	-1	nan	nan	1.0,1.0,-0.031	1.0,-0.123,-0.212	0.435
881	"ENSMUSG00000024006"	"Stk38"	chr17	-	28998791	28998894	28992416	28992468	29000008	29000141	881	0,0,0	7,26,4	1,0,0	10,13,7	102	-1	1	nan	-0.0,-0.0,-0.0	-0.001,-0.0,-0.0	0.0
886	"ENSMUSG00000058291"	"Zfp68"	chr5	-	138616469	138616559	138612038	138612165	138617054	138617167	886	12,14,11	6,6,3	5,3,9	8,8,18	89	-1	nan	nan	-0.023,-0.027,-0.043	-0.007,-0.004,-0.006	-0.025
887	"ENSMUSG00000058291"	"Zfp68"	chr5	-	138616469	138616565	138612038	138612165	138617054	138617167	887	10,17,15	6,6,3	8,8,16	8,8,18	95	-1	nan	nan	-0.018,-0.031,-0.056	-0.011,-0.011,-0.009	-0.025
888	"ENSMUSG00000058291"	"Zfp68"	chr5	-	138616469	138616614	138612066	138612165	138617054	138617167	888	9,10,12	6,6,3	4,2,7	8,8,18	144	-1	1	nan	-0.011,-0.012,-0.029	-0.003,-0.002,-0.003	-0.015
889	"ENSMUSG00000031600"	"Vps37a"	chr8	+	40529108	40529209	40528317	40528432	40536869	40537095	889	106,119,116	5,2,0	94,66,76	0,2,1	100	-1	nan	nan	-0.269,-1.469,1.0	1.0,-0.493,-3.167	0.641
890	"ENSMUSG00000031600"	"Vps37a"	chr8	+	40541024	40541093	40540888	40540947	40543809	40543953	890	116,115,132	0,2,1	105,61,68	1,0,0	68	-1	nan	nan	1.0,-5.476,2.063	2.838,1.0,1.0	-2.417
892	"ENSMUSG00000036983"	"Tfb1m"	chr17	-	3553495	3553589	3545626	3545691	3554931	3555083	892	0,0,0	8,10,8	0,2,0	3,6,2	93	-1	nan	nan	-0.0,-0.0,-0.0	-0.0,-0.004,-0.0	0.001
900	"ENSMUSG00000002608"	"Ccdc97"	chr7	-	25716853	25716999	25715734	25716187	25718917	25719045	900	7,17,3	7,30,20	2,4,19	15,46,25	145	-1	1	nan	-0.007,-0.004,-0.001	-0.001,-0.001,-0.005	-0.002
901	"ENSMUSG00000002608"	"Ccdc97"	chr7	-	25718144	25718279	25715903	25716187	25718917	25719006	901	2,3,0	7,30,20	1,4,5	15,46,25	134	-1	1	nan	-0.002,-0.001,-0.0	-0.0,-0.001,-0.001	-0.0
902	"ENSMUSG00000002608"	"Ccdc97"	chr7	-	25718144	25718279	25716905	25716999	25718917	25719006	902	1,1,0	3,4,0	1,5,4	1,2,11	134	-1	1	nan	-0.002,-0.002,NA	-0.008,-0.019,-0.003	0.008
903	"ENSMUSG00000030374"	"Strn4"	chr7	+	16825789	16825850	16824138	16824217	16826463	16826661	903	3,7,0	5,7,8	2,1,6	10,14,11	60	-1	nan	nan	-0.01,-0.017,-0.0	-0.003,-0.001,-0.009	-0.005
904	"ENSMUSG00000030374"	"Strn4"	chr7	+	16831345	16831580	16831024	16831138	16832925	16833101	904	14,37,12	1,0,0	18,21,13	0,0,0	234	-1	nan	nan	-0.064,1.0,1.0	1.0,1.0,1.0	-0.355
905	"ENSMUSG00000030374"	"Strn4"	chr7	+	16831464	16831580	16831024	16831138	16832925	16833101	905	18,41,13	1,0,0	22,29,17	0,0,0	115	-1	nan	nan	-0.186,1.0,1.0	1.0,1.0,1.0	-0.395
906	"ENSMUSG00000030374"	"Strn4"	chr7	+	16831485	16831580	16831024	16831138	16832925	16833101	906	23,44,20	1,0,0	24,34,17	0,0,0	94	-1	nan	nan	-0.324,1.0,1.0	1.0,1.0,1.0	-0.441
907	"ENSMUSG00000030374"	"Strn4"	chr7	+	16832925	16833101	16831345	16831580	16833177	16833225	907	29,59,21	0,1,0	27,38,26	0,3,0	175	-1	nan	nan	1.0,-0.509,1.0	1.0,-0.078,1.0	-0.144
908	"ENSMUSG00000030374"	"Strn4"	chr7	+	16832941	16833101	16831345	16831580	16833177	16833225	908	15,24,9	0,1,0	9,17,13	0,3,0	159	-1	nan	nan	1.0,-0.178,1.0	1.0,-0.037,1.0	-0.047
917	"ENSMUSG00000041459"	"Tardbp"	chr4	-	148616571	148616844	148615742	148615829	148617565	148617705	917	89,101,134	0,1,0	89,89,78	0,0,0	272	-1	nan	nan	1.0,-0.591,1.0	1.0,1.0,1.0	-0.53
921	"ENSMUSG00000037916"	"Ndufv1"	chr19	-	4007769	4007915	4007383	4007665	4008047	4008129	921	1227,1134,1094	1,0,0	740,1141,1091	0,0,0	145	-1	1	nan	1.134,1.0,1.0	1.0,1.0,1.0	0.045
922	"ENSMUSG00000037916"	"Ndufv1"	chr19	-	4007769	4007939	4007501	4007665	4008047	4008129	922	495,392,425	1,0,0	248,419,402	0,0,0	169	-1	1	nan	1.518,1.0,1.0	1.0,1.0,1.0	0.173
923	"ENSMUSG00000037916"	"Ndufv1"	chr19	-	4011101	4011272	4009825	4010009	4011345	4011424	923	1211,1773,1200	0,0,1	1137,1534,1563	0,2,0	170	-1	1	nan	1.0,1.0,1.165	1.0,1.285,1.0	-0.04
926	"ENSMUSG00000024276"	"Zfp397"	chr18	+	23956338	23956853	23954704	23954861	23957054	23957196	926	6,5,3	0,0,0	7,2,8	0,1,0	514	-1	nan	nan	1.0,1.0,1.0	1.0,-0.004,1.0	0.335
927	"ENSMUSG00000070867"	"Trabd2b"	chr4	+	114580290	114580437	114408892	114409453	114586457	114586632	927	3,1,2	0,0,0	6,7,2	0,1,0	146	-1	nan	nan	1.0,1.0,1.0	1.0,-0.05,1.0	0.35
932	"ENSMUSG00000020821"	"Kif1c"	chr11	+	70702371	70702551	70700560	70700709	70702771	70702905	932	79,307,117	24,89,17	213,284,290	92,67,66	179	-1	1	nan	-0.019,-0.02,-0.04	-0.013,-0.024,-0.025	-0.006
933	"ENSMUSG00000020821"	"Kif1c"	chr11	+	70702431	70702551	70700649	70700709	70702771	70702905	933	59,243,109	24,89,17	159,260,252	92,67,66	119	-1	1	nan	-0.021,-0.023,-0.057	-0.015,-0.034,-0.033	-0.006
934	"ENSMUSG00000020821"	"Kif1c"	chr11	+	70702445	70702551	70700547	70700709	70702771	70702905	934	62,261,108	24,89,17	167,259,258	92,67,66	105	-1	1	nan	-0.025,-0.029,-0.064	-0.018,-0.038,-0.039	-0.008
935	"ENSMUSG00000020821"	"Kif1c"	chr11	+	70708441	70708611	70706940	70707086	70708778	70708858	935	651,1329,552	0,0,0	799,998,1024	0,1,0	169	-1	1	nan	1.0,1.0,1.0	1.0,1.204,1.0	-0.068
936	"ENSMUSG00000020821"	"Kif1c"	chr11	+	70708950	70709026	70708778	70708858	70717418	70717498	936	637,1117,581	1,0,0	786,749,762	0,0,0	75	-1	1	nan	1.133,1.0,1.0	1.0,1.0,1.0	0.044
943	"ENSMUSG00000051730"	"Mettl5"	chr2	-	69879101	69879184	69873883	69873935	69880766	69880948	943	51,60,79	4,2,2	37,16,17	1,0,1	82	-1	nan	nan	-0.184,-0.577,-0.929	-0.822,1.0,-0.262	-0.535
944	"ENSMUSG00000051730"	"Mettl5"	chr2	-	69879101	69879184	69873883	69873935	69885248	69885615	944	17,28,29	0,1,5	18,6,8	0,0,0	82	-1	nan	nan	1.0,-0.519,-0.076	1.0,1.0,1.0	-0.865
945	"ENSMUSG00000051730"	"Mettl5"	chr2	-	69880766	69880948	69873883	69873935	69881296	69881411	945	38,25,36	0,0,1	24,27,12	0,0,0	181	-1	nan	nan	1.0,1.0,-0.248	1.0,1.0,1.0	-0.416
946	"ENSMUSG00000051730"	"Mettl5"	chr2	-	69880766	69880948	69873883	69873935	69885248	69885597	946	6,2,2	0,1,5	1,0,1	0,0,0	181	-1	1	nan	1.0,-0.011,-0.002	1.0,NA,1.0	-0.671
947	"ENSMUSG00000051730"	"Mettl5"	chr2	-	69880766	69880948	69877747	69879184	69885248	69885597	947	38,33,52	1,0,1	23,11,9	3,0,0	181	-1	nan	nan	-0.266,1.0,-0.403	-0.044,1.0,1.0	-0.542
948	"ENSMUSG00000051730"	"Mettl5"	chr2	-	69881296	69881411	69873883	69873935	69885248	69885597	948	17,15,26	0,1,5	18,9,6	0,0,0	114	-1	nan	nan	1.0,-0.152,-0.048	1.0,1.0,1.0	-0.733
949	"ENSMUSG00000051730"	"Mettl5"	chr2	-	69881296	69881411	69880766	69880948	69885248	69885597	949	51,38,59	2,0,0	41,36,17	0,0,0	114	-1	nan	nan	-0.288,1.0,1.0	1.0,1.0,1.0	-0.429
950	"ENSMUSG00000038619"	"Ensa"	chr3	+	95626748	95626874	95625010	95625176	95628540	95628707	950	280,311,283	0,1,0	281,197,200	0,2,1	125	-1	nan	nan	1.0,1.672,1.0	1.0,-3.717,2.667	1.241
951	"ENSMUSG00000022538"	"Lsg1"	chr16	-	30577798	30577997	30574545	30574606	30580958	30581045	951	1,0,0	12,14,9	0,2,0	10,3,11	198	-1	1	nan	-0.0,-0.0,-0.0	-0.0,-0.003,-0.0	0.001
952	"ENSMUSG00000022538"	"Lsg1"	chr16	-	30577898	30577997	30574545	30574606	30580958	30581045	952	1,0,0	12,14,9	0,2,0	10,3,11	98	-1	nan	nan	-0.001,-0.0,-0.0	-0.0,-0.007,-0.0	0.002
956	"ENSMUSG00000039703"	"Nploc4"	chr11	-	120409611	120409683	120408772	120408899	120413559	120413739	956	35,76,36	0,0,0	88,41,58	0,1,0	71	-1	nan	nan	1.0,1.0,1.0	1.0,-1.367,1.0	0.789
957	"ENSMUSG00000039703"	"Nploc4"	chr11	-	120411657	120411744	120409611	120409683	120413559	120413739	957	56,166,78	1,0,0	145,109,117	0,1,0	86	-1	nan	nan	-1.867,1.0,1.0	1.0,4.739,1.0	-2.202
958	"ENSMUSG00000039703"	"Nploc4"	chr11	-	120428523	120428636	120421364	120421541	120433047	120433128	958	52,87,30	0,2,1	80,65,80	0,2,0	112	-1	nan	nan	1.0,-0.635,-0.366	1.0,-0.409,1.0	-0.531
962	"ENSMUSG00000093593"	"Gm20683"	chr17	-	25835276	25835377	25834464	25835197	25835469	25835582	962	145,113,109	0,0,0	82,100,100	0,2,0	100	-1	nan	nan	1.0,1.0,1.0	1.0,-1.0,1.0	0.667
963	"ENSMUSG00000093593"	"Gm20683"	chr17	-	25840254	25840335	25839984	25840107	25840437	25840568	963	341,328,254	0,0,0	242,251,300	0,0,1	80	-1	nan	nan	1.0,1.0,1.0	1.0,1.0,1.364	-0.121
964	"ENSMUSG00000020077"	"Srgn"	chr10	-	62497778	62497923	62493832	62495106	62507641	62507741	964	70,60,77	0,0,0	38,62,58	0,2,0	144	-1	nan	nan	1.0,1.0,1.0	1.0,-0.274,1.0	0.425
969	"ENSMUSG00000095325"	"Zfp870"	chr17	-	32890293	32890411	32885956	32886083	32891440	32891590	969	0,1,0	0,6,0	0,0,0	3,6,7	117	-1	1	nan	NA,-0.001,NA	-0.0,-0.0,-0.0	-0.001
971	"ENSMUSG00000058979"	"Hdhd5"	chr6	-	120517049	120517080	120514397	120514572	120518443	120518537	971	16,40,13	1,2,2	36,18,20	0,0,0	30	-1	nan	nan	-1.143,-2.0,-0.277	1.0,1.0,1.0	-2.14
973	"ENSMUSG00000073968"	"Trim68"	chr7	-	102679673	102679696	102679035	102679136	102680136	102680397	973	1,5,1	0,0,0	4,8,5	1,0,1	22	-1	nan	nan	1.0,1.0,1.0	-0.222,1.0,-0.294	0.839
974	"ENSMUSG00000058883"	"Zfp708"	chr13	-	67074085	67074181	67069398	67071528	67074832	67074916	974	0,7,0	0,0,0	2,0,3	0,1,0	95	-1	1	nan	NA,1.0,NA	1.0,-0.0,1.0	0.333
978	"ENSMUSG00000029452"	"Tmem116"	chr5	+	121482332	121482437	121467853	121467985	121487749	121487799	978	4,3,1	0,0,0	2,3,0	0,3,0	104	-1	1	nan	1.0,1.0,1.0	1.0,-0.01,NA	0.505
980	"ENSMUSG00000032816"	"Igdcc4"	chr9	+	65124611	65124776	65123775	65124189	65125284	65125422	980	16,30,12	0,2,0	17,46,31	0,2,0	164	-1	nan	nan	1.0,-0.101,1.0	1.0,-0.163,1.0	0.021
982	"ENSMUSG00000020721"	"Helz"	chr11	+	107555518	107555575	107549345	107549401	107574937	107575165	982	0,0,1	0,3,0	4,1,5	0,0,1	56	-1	1	nan	NA,-0.0,1.0	1.0,1.0,-0.098	-0.134
983	"ENSMUSG00000020721"	"Helz"	chr11	+	107671872	107672035	107671051	107671281	107672528	107672994	983	0,1,0	7,8,8	0,0,0	5,9,7	162	-1	1	nan	-0.0,-0.001,-0.0	-0.0,-0.0,-0.0	-0.0
984	"ENSMUSG00000020721"	"Helz"	chr11	+	107683580	107683665	107672959	107673045	107685290	107685543	984	0,1,0	7,11,8	0,0,0	2,1,8	84	-1	nan	nan	-0.0,-0.001,-0.0	-0.0,-0.0,-0.0	-0.0
986	"ENSMUSG00000026709"	"Dars2"	chr1	-	161049937	161050000	161046776	161046929	161051330	161051438	986	19,24,22	5,0,0	13,9,14	0,1,3	62	-1	nan	nan	-0.065,1.0,1.0	1.0,-0.17,-0.081	0.395
987	"ENSMUSG00000031216"	"Stard8"	chrX	+	99063364	99063446	99060727	99060799	99064393	99064457	987	5,23,4	0,1,0	14,21,12	1,1,1	81	-1	nan	nan	1.0,-0.397,1.0	-0.209,-0.35,-0.174	0.779
988	"ENSMUSG00000031216"	"Stard8"	chrX	+	99064393	99064457	99060727	99060799	99065557	99065672	988	3,13,3	0,3,0	11,6,9	0,3,1	63	-1	nan	nan	1.0,-0.074,1.0	1.0,-0.033,-0.167	0.375
989	"ENSMUSG00000031216"	"Stard8"	chrX	+	99071273	99071498	99070221	99070336	99072433	99072651	989	11,29,15	1,0,0	7,11,21	1,1,0	224	-1	nan	nan	-0.052,1.0,1.0	-0.032,-0.052,1.0	0.344
992	"ENSMUSG00000000384"	"Tbrg4"	chr11	-	6617962	6618208	6617517	6617629	6618459	6618604	992	102,100,100	0,0,0	71,70,92	0,1,0	245	-1	nan	nan	1.0,1.0,1.0	1.0,-0.4,1.0	0.467
993	"ENSMUSG00000000384"	"Tbrg4"	chr11	-	6619971	6620143	6619555	6619713	6620741	6621065	993	85,100,92	0,1,0	89,130,115	0,0,0	171	-1	nan	nan	1.0,-1.408,1.0	1.0,1.0,1.0	-0.803
994	"ENSMUSG00000000384"	"Tbrg4"	chr11	-	6619971	6620221	6619555	6619713	6620741	6620915	994	50,64,61	0,1,0	54,74,82	0,0,0	249	-1	nan	nan	1.0,-0.346,1.0	1.0,1.0,1.0	-0.449
995	"ENSMUSG00000042066"	"Tmcc2"	chr1	-	132360274	132361215	132358902	132359038	132380656	132381181	995	37,103,49	0,0,0	66,72,96	0,1,0	940	-1	nan	nan	1.0,1.0,1.0	1.0,-0.083,1.0	0.361
999	"ENSMUSG00000031161"	"Hdac6"	chrX	-	7944713	7944798	7944573	7944614	7946662	7946751	999	3,14,2	0,0,0	13,3,7	0,1,0	84	-1	nan	nan	1.0,1.0,1.0	1.0,-0.037,1.0	0.346
